order_id,customer_id,order_date,order_status,total_amount,subtotal_amount,tax_amount,shipping_amount,discount_amount,payment_method,currency,channel,device_type,shipping_method,is_first_order,promo_code,store_location,utm_source,utm_campaign,created_at,updated_at
3960,1349,2025-07-31 13:02:57,delivered,45.76,41.18,3.66,14.82,6.17,credit_card,USD,web,mobile,pickup,False,,,direct,campaign_KBP,2025-07-31 13:02:57,2025-09-03 01:12:31
3961,2510,2024-03-23 04:34:02,delivered,74.92,67.43,5.99,14.67,7.56,credit_card,USD,store,mobile,pickup,False,,,email,,2024-03-23 04:34:02,2024-08-01 13:16:33
3962,3838,2025-06-22 09:06:24,delivered,51.03,45.93,4.08,4.66,0,credit_card,USD,phone,mobile,overnight,True,PROMOMMbB,,instagram,campaign_Zhx,2025-06-22 09:06:24,2025-09-18 11:41:32
3963,2235,2023-10-12 18:59:54,delivered,65.82,59.24,5.27,3.08,0,credit_card,USD,web,desktop,pickup,True,,,,,2023-10-12 18:59:54,2025-01-18 23:11:46
3964,3665,2024-05-18 17:41:34,returned,21.17,19.06,1.69,13.74,0,gift_card,USD,store,tablet,express,False,,Jensenton,instagram,campaign_glX,2024-05-18 17:41:34,2025-08-18 08:51:52
3965,4379,2024-03-22 15:16:40,delivered,81.04,72.93,6.48,7.33,0,gift_card,USD,store,desktop,pickup,False,PROMOzSai,,,,2024-03-22 15:16:40,2024-12-09 03:54:04
3966,3457,2024-12-18 18:06:08,delivered,104.14,93.73,8.33,7.89,0,credit_card,USD,store,desktop,standard,True,,,direct,campaign_Jpd,2024-12-18 18:06:08,2024-12-20 15:53:08
3967,3717,2024-10-20 12:21:42,delivered,61.75,55.58,4.94,8.35,0,credit_card,USD,mobile,tablet,standard,False,,,direct,campaign_tAd,2024-10-20 12:21:42,2025-03-12 02:16:53
3968,1635,2024-01-01 10:45:09,delivered,56.92,51.23,4.55,12.39,3.8,bnpl,USD,phone,desktop,express,False,PROMOlXod,,,campaign_gBf,2024-01-01 10:45:09,2025-06-09 15:51:34
3969,651,2024-09-30 19:11:37,delivered,70.17,63.15,5.61,14.83,0,credit_card,USD,mobile,desktop,overnight,False,,,google,,2024-09-30 19:11:37,2024-12-05 18:41:43
3970,2197,2025-07-08 19:38:15,delivered,63.98,57.58,5.12,0.86,0,bnpl,USD,mobile,mobile,overnight,True,,,email,,2025-07-08 19:38:15,2025-09-10 19:23:06
3971,2824,2024-07-25 07:35:14,delivered,58.49,52.64,4.68,12.77,0,credit_card,USD,mobile,mobile,overnight,False,PROMOHQcp,,facebook,campaign_xFl,2024-07-25 07:35:14,2025-08-18 19:43:00
3972,3582,2025-07-18 21:04:08,delivered,51.0,45.9,4.08,2.03,0,gift_card,USD,mobile,tablet,express,False,,,direct,,2025-07-18 21:04:08,2025-07-23 09:57:04
3973,314,2025-03-06 08:16:47,delivered,48.1,43.29,3.85,3.5,0,credit_card,USD,store,desktop,pickup,True,PROMOfsMh,,,,2025-03-06 08:16:47,2025-08-03 07:22:59
3974,4957,2024-05-12 20:57:06,delivered,64.76,58.28,5.18,3.74,0,credit_card,USD,web,tablet,overnight,False,PROMOimmX,,,,2024-05-12 20:57:06,2025-03-10 06:59:09
3975,1751,2025-05-20 06:52:01,delivered,87.33,78.6,6.99,0.35,0,credit_card,USD,web,desktop,pickup,False,,,,,2025-05-20 06:52:01,2025-05-29 16:36:42
3976,4363,2025-08-30 04:23:20,returned,47.13,42.42,3.77,7.73,0,bnpl,USD,web,mobile,standard,False,,,instagram,,2025-08-30 04:23:20,2025-09-08 17:54:47
3977,3032,2024-12-17 22:13:20,delivered,87.82,79.03,7.03,8.81,0,credit_card,USD,phone,tablet,express,False,,,google,,2024-12-17 22:13:20,2025-07-26 07:15:01
3978,1715,2025-03-17 04:57:40,delivered,37.0,33.3,2.96,4.22,0,paypal,USD,phone,desktop,standard,True,,,,,2025-03-17 04:57:40,2025-05-20 16:24:43
3979,4386,2024-02-29 05:10:50,delivered,43.8,39.42,3.5,4.88,0,credit_card,USD,store,desktop,standard,True,,,instagram,campaign_wqi,2024-02-29 05:10:50,2024-11-02 06:32:38
3980,2293,2025-08-05 20:11:42,delivered,81.22,73.1,6.5,14.03,11.06,credit_card,USD,phone,tablet,express,False,,,instagram,,2025-08-05 20:11:42,2025-08-23 06:19:30
3981,1268,2024-11-13 01:58:25,delivered,58.33,52.5,4.67,8.8,11.11,paypal,USD,mobile,mobile,standard,True,,,,,2024-11-13 01:58:25,2025-02-04 07:45:30
3982,1592,2025-06-01 14:09:55,delivered,55.27,49.75,4.42,2.36,0,credit_card,USD,phone,tablet,express,False,PROMOpTLu,,,,2025-06-01 14:09:55,2025-07-30 02:00:07
3983,3291,2025-04-23 14:46:51,delivered,80.13,72.12,6.41,10.67,0,paypal,USD,web,tablet,pickup,False,,,,,2025-04-23 14:46:51,2025-06-20 05:58:01
3984,1025,2025-01-24 21:27:04,delivered,59.66,53.69,4.77,5.71,0,paypal,USD,phone,mobile,overnight,False,,,instagram,campaign_ypO,2025-01-24 21:27:04,2025-03-15 08:58:59
3985,2436,2024-07-05 21:15:23,delivered,48.34,43.51,3.87,5.23,0,paypal,USD,store,desktop,express,False,,,instagram,campaign_kNM,2024-07-05 21:15:23,2025-01-15 22:33:45
3986,1252,2024-07-16 17:40:26,delivered,49.65,44.68,3.97,10.91,5.51,credit_card,USD,web,tablet,overnight,False,,,google,,2024-07-16 17:40:26,2025-02-08 21:40:48
3987,2797,2024-06-24 12:00:41,delivered,66.95,60.25,5.36,12.18,0,credit_card,USD,web,desktop,overnight,False,,,direct,,2024-06-24 12:00:41,2025-03-20 14:19:10
3988,2185,2025-07-25 10:55:30,delivered,65.49,58.94,5.24,2.19,0,paypal,USD,phone,desktop,standard,False,,,,campaign_hYz,2025-07-25 10:55:30,2025-09-08 14:57:48
3989,1476,2024-07-09 02:11:12,delivered,33.52,30.17,2.68,1.82,0,credit_card,USD,mobile,mobile,standard,False,,,,,2024-07-09 02:11:12,2025-05-02 16:34:52
3990,4339,2024-01-29 04:21:20,delivered,71.69,64.53,5.74,6.73,0,credit_card,USD,web,mobile,pickup,False,,,direct,,2024-01-29 04:21:20,2025-04-06 00:33:47
3991,4994,2025-09-09 02:45:16,delivered,40.77,36.7,3.26,1.24,0,credit_card,USD,mobile,tablet,standard,False,,,instagram,campaign_kSN,2025-09-09 02:45:16,2025-09-12 07:19:43
3992,2657,2023-11-03 18:34:17,delivered,60.91,54.82,4.87,13.31,0,paypal,USD,mobile,desktop,express,False,,,instagram,,2023-11-03 18:34:17,2025-02-19 20:33:55
3993,426,2024-03-25 05:43:57,delivered,26.33,23.69,2.11,11.08,0,bnpl,USD,web,mobile,overnight,False,,,email,campaign_lTG,2024-03-25 05:43:57,2025-09-18 20:12:14
3994,2643,2024-01-31 12:19:13,returned,56.37,50.73,4.51,9.28,0,paypal,USD,web,desktop,overnight,True,,,,campaign_zDK,2024-01-31 12:19:13,2025-02-17 01:01:29
3995,2034,2024-11-25 23:17:01,delivered,82.94,74.65,6.64,7.73,7.71,credit_card,USD,web,desktop,pickup,False,PROMOcgdw,,,,2024-11-25 23:17:01,2025-09-07 10:53:18
3996,1645,2024-03-28 12:41:58,cancelled,66.79,60.11,5.34,13.99,11.07,credit_card,USD,web,desktop,pickup,False,PROMOwIdl,,google,,2024-03-28 12:41:58,2025-07-25 11:28:21
3997,1079,2023-12-11 11:26:02,cancelled,87.29,78.57,6.98,0.95,4.87,paypal,USD,phone,mobile,standard,False,,,,campaign_FeX,2023-12-11 11:26:02,2025-01-21 18:53:09
3998,2787,2025-02-04 18:35:12,delivered,73.62,66.25,5.89,14.07,0,credit_card,USD,mobile,tablet,overnight,False,PROMOsRyv,,email,campaign_ZIX,2025-02-04 18:35:12,2025-03-16 00:27:12
3999,2234,2025-06-07 15:10:03,returned,60.62,54.56,4.85,8.86,0,bnpl,USD,store,mobile,express,False,,,facebook,,2025-06-07 15:10:03,2025-08-15 14:22:20
4000,4809,2024-03-31 09:12:09,delivered,65.48,58.93,5.24,13.92,0,credit_card,USD,web,desktop,express,False,,,email,campaign_SMQ,2024-03-31 09:12:09,2024-12-25 14:06:23
4001,4307,2025-02-09 18:06:02,delivered,75.08,67.57,6.01,13.12,0,paypal,USD,phone,desktop,standard,False,,,instagram,campaign_bRd,2025-02-09 18:06:02,2025-03-16 02:34:33
4002,3430,2024-12-01 11:40:41,delivered,39.42,35.48,3.15,12.25,0,credit_card,USD,mobile,desktop,overnight,False,,,direct,campaign_eYJ,2024-12-01 11:40:41,2025-01-20 22:09:50
4003,3168,2024-09-12 00:30:15,delivered,59.23,53.31,4.74,5.28,0,credit_card,USD,web,mobile,express,False,,Whiteview,,,2024-09-12 00:30:15,2024-12-26 15:24:28
4004,4254,2025-06-19 12:38:12,cancelled,88.49,79.64,7.08,9.91,0,credit_card,USD,web,mobile,express,False,PROMOgcPF,,facebook,campaign_vZd,2025-06-19 12:38:12,2025-07-09 15:37:40
4005,431,2024-01-04 16:58:34,delivered,46.09,41.48,3.69,7.97,0,credit_card,USD,web,tablet,overnight,False,,,,,2024-01-04 16:58:34,2024-11-14 00:06:18
4006,2346,2024-08-05 07:32:37,delivered,40.05,36.04,3.2,12.81,0,bnpl,USD,mobile,tablet,overnight,False,,,direct,,2024-08-05 07:32:37,2024-10-30 12:08:29
4007,75,2025-01-16 05:19:01,delivered,67.42,60.68,5.39,12.85,0,gift_card,USD,store,mobile,standard,False,,,facebook,campaign_wkj,2025-01-16 05:19:01,2025-03-15 17:23:46
4008,842,2025-04-10 03:27:13,delivered,39.24,35.32,3.14,1.72,1.07,bnpl,USD,phone,tablet,overnight,False,,,facebook,,2025-04-10 03:27:13,2025-09-24 10:08:47
4009,185,2025-08-12 01:05:44,delivered,71.45,64.31,5.72,8.66,0,credit_card,USD,web,tablet,standard,False,,,,,2025-08-12 01:05:44,2025-08-22 02:35:44
4010,3355,2024-06-01 05:03:28,delivered,74.4,66.96,5.95,0.26,14.32,credit_card,USD,phone,tablet,pickup,False,,,email,,2024-06-01 05:03:28,2025-09-01 04:12:25
4011,734,2023-12-17 16:11:53,delivered,38.62,34.76,3.09,6.83,5.45,credit_card,USD,phone,desktop,overnight,True,,,,campaign_ukZ,2023-12-17 16:11:53,2025-02-14 17:09:45
4012,1733,2024-03-01 22:52:49,delivered,39.45,35.5,3.16,12.26,0,gift_card,USD,phone,mobile,express,False,,,email,,2024-03-01 22:52:49,2024-07-25 03:01:00
4013,1095,2025-05-02 10:44:23,delivered,89.46,80.51,7.16,0.75,0,paypal,USD,mobile,mobile,overnight,False,PROMOunIu,,instagram,,2025-05-02 10:44:23,2025-07-14 00:33:08
4014,1521,2024-12-09 07:51:16,returned,76.68,69.01,6.13,13.19,10.88,credit_card,USD,phone,desktop,pickup,True,,,,campaign_tvw,2024-12-09 07:51:16,2025-06-24 20:46:43
4015,40,2023-10-13 01:51:11,returned,59.82,53.84,4.79,13.96,5.46,credit_card,USD,phone,mobile,overnight,False,PROMOWcia,,instagram,campaign_sFg,2023-10-13 01:51:11,2024-07-19 08:42:38
4016,79,2024-12-07 14:19:29,delivered,48.81,43.93,3.9,0.01,0,credit_card,USD,phone,desktop,standard,False,,,,,2024-12-07 14:19:29,2025-01-11 09:15:47
4017,3003,2025-02-01 03:39:56,delivered,44.0,39.6,3.52,5.2,6.92,gift_card,USD,phone,tablet,pickup,False,,,direct,,2025-02-01 03:39:56,2025-04-23 08:29:54
4018,1559,2024-08-28 12:07:49,delivered,43.58,39.22,3.49,12.26,0,bnpl,USD,phone,tablet,overnight,False,PROMOjEWH,Kellytown,google,campaign_IED,2024-08-28 12:07:49,2025-02-14 06:37:13
4019,3145,2025-04-23 11:46:25,returned,74.06,66.65,5.92,9.36,7.31,credit_card,USD,mobile,desktop,express,False,,Elizabethfort,,campaign_Yht,2025-04-23 11:46:25,2025-07-12 06:36:38
4020,82,2024-08-19 01:11:34,delivered,53.63,48.26,4.29,12.4,8.66,credit_card,USD,phone,mobile,pickup,False,,,facebook,campaign_mEM,2024-08-19 01:11:34,2025-05-03 15:48:07
4021,4446,2025-05-10 02:30:13,delivered,51.28,46.15,4.1,3.75,10.25,credit_card,USD,phone,desktop,express,False,,,google,,2025-05-10 02:30:13,2025-07-17 23:29:09
4022,2568,2025-01-25 15:11:13,delivered,66.35,59.72,5.31,8.35,0,credit_card,USD,phone,mobile,standard,False,,,,campaign_djo,2025-01-25 15:11:13,2025-07-10 08:48:40
4023,1654,2023-10-30 18:00:54,delivered,86.59,77.93,6.93,5.44,0,paypal,USD,web,tablet,standard,False,,,,campaign_FIp,2023-10-30 18:00:54,2025-04-19 18:53:48
4024,62,2024-05-27 14:20:23,delivered,39.35,35.41,3.15,11.02,0,credit_card,USD,mobile,mobile,standard,False,,,,campaign_Rva,2024-05-27 14:20:23,2024-09-23 12:49:01
4025,345,2025-03-08 23:27:28,delivered,81.47,73.32,6.52,0.06,0,credit_card,USD,phone,mobile,pickup,False,,,email,,2025-03-08 23:27:28,2025-07-13 19:05:30
4026,2726,2024-05-31 03:29:55,delivered,73.89,66.5,5.91,9.05,0,credit_card,USD,web,desktop,overnight,False,,,facebook,campaign_Cgm,2024-05-31 03:29:55,2025-08-27 23:50:13
4027,4988,2025-07-21 20:28:32,delivered,69.23,62.31,5.54,9.1,0,bnpl,USD,phone,desktop,overnight,False,PROMOlCeS,,email,campaign_aEV,2025-07-21 20:28:32,2025-08-26 12:20:34
4028,2198,2024-12-23 02:15:19,delivered,27.98,25.18,2.24,12.59,0,credit_card,USD,store,desktop,standard,False,,,facebook,,2024-12-23 02:15:19,2025-07-28 14:20:09
4029,2523,2025-04-29 14:03:23,delivered,31.52,28.37,2.52,2.24,4.17,bnpl,USD,store,mobile,pickup,False,,,instagram,campaign_BbT,2025-04-29 14:03:23,2025-06-22 11:21:50
4030,962,2024-11-19 22:15:51,delivered,78.52,70.67,6.28,4.52,5.05,bnpl,USD,store,desktop,express,False,,,instagram,campaign_AkI,2024-11-19 22:15:51,2025-03-08 05:40:36
4031,1937,2024-06-17 23:55:22,delivered,64.33,57.89,5.15,7.77,6.64,paypal,USD,store,desktop,overnight,False,PROMOUMLI,,,,2024-06-17 23:55:22,2024-07-25 05:05:17
4032,2901,2025-03-24 19:44:13,delivered,71.39,64.25,5.71,3.89,0,gift_card,USD,web,desktop,overnight,False,,,,campaign_nqH,2025-03-24 19:44:13,2025-09-23 05:48:29
4033,1583,2024-12-04 22:51:22,delivered,48.58,43.72,3.89,10.2,6.98,paypal,USD,phone,mobile,express,False,,Allisonside,facebook,,2024-12-04 22:51:22,2025-02-22 05:42:07
4034,2299,2024-09-30 09:15:04,delivered,52.82,47.54,4.23,13.27,0,bnpl,USD,phone,mobile,pickup,False,,,,,2024-09-30 09:15:04,2025-04-23 10:58:52
4035,356,2025-04-29 00:37:04,delivered,76.59,68.93,6.13,12.08,10.41,credit_card,USD,store,mobile,standard,True,,,,campaign_GTO,2025-04-29 00:37:04,2025-07-10 22:38:11
4036,3610,2023-11-29 14:07:46,delivered,55.78,50.2,4.46,2.26,0,credit_card,USD,web,tablet,express,False,,,google,,2023-11-29 14:07:46,2024-08-27 13:18:47
4037,1611,2024-02-27 12:43:18,delivered,70.12,63.1,5.61,9.59,0,paypal,USD,store,desktop,standard,False,,,,campaign_ppG,2024-02-27 12:43:18,2025-05-16 14:44:11
4038,2673,2024-03-29 13:16:58,delivered,59.78,53.8,4.78,12.57,8.93,credit_card,USD,web,tablet,express,False,,,instagram,,2024-03-29 13:16:58,2024-04-29 06:29:18
4039,4918,2025-01-07 16:13:01,cancelled,48.72,43.85,3.9,3.69,0,paypal,USD,store,desktop,overnight,False,PROMOTlRr,,google,campaign_Goz,2025-01-07 16:13:01,2025-07-26 21:08:46
4040,382,2024-02-18 06:22:22,delivered,60.09,54.08,4.81,13.92,0,paypal,USD,web,desktop,overnight,False,,,facebook,campaign_WdN,2024-02-18 06:22:22,2025-03-27 05:52:19
4041,4042,2024-05-16 12:40:01,delivered,65.07,58.56,5.21,7.87,9.14,bnpl,USD,web,mobile,pickup,False,,Hendrixbury,email,,2024-05-16 12:40:01,2024-06-04 00:02:21
4042,2892,2023-10-07 19:52:52,delivered,50.3,45.27,4.02,1.45,0,credit_card,USD,mobile,desktop,pickup,False,,,instagram,,2023-10-07 19:52:52,2024-06-19 23:53:36
4043,576,2023-11-22 10:40:30,returned,67.67,60.91,5.41,9.37,7.93,credit_card,USD,mobile,mobile,overnight,False,,,google,campaign_lki,2023-11-22 10:40:30,2025-08-01 03:33:43
4044,602,2025-08-19 06:36:35,delivered,60.35,54.32,4.83,8.4,0,bnpl,USD,phone,tablet,pickup,False,,,google,campaign_kqL,2025-08-19 06:36:35,2025-08-26 02:28:13
4045,3216,2024-05-28 20:42:56,delivered,70.98,63.88,5.68,12.68,0,credit_card,USD,store,mobile,standard,False,PROMOgwVh,,,,2024-05-28 20:42:56,2025-05-20 00:48:23
4046,1728,2025-04-22 01:13:06,delivered,52.06,46.85,4.16,7.36,1.19,credit_card,USD,mobile,desktop,express,False,,,,campaign_coy,2025-04-22 01:13:06,2025-05-10 04:02:02
4047,2002,2025-06-13 12:44:07,delivered,61.49,55.34,4.92,12.45,0,credit_card,USD,phone,mobile,standard,False,,,,campaign_QbU,2025-06-13 12:44:07,2025-08-27 13:24:09
4048,3589,2024-02-02 15:07:45,delivered,78.25,70.43,6.26,11.23,0,credit_card,USD,store,desktop,standard,False,,,google,campaign_sld,2024-02-02 15:07:45,2024-08-21 21:33:20
4049,509,2024-06-27 10:50:16,delivered,48.53,43.68,3.88,5.41,0,bnpl,USD,web,desktop,pickup,False,PROMOogib,,facebook,,2024-06-27 10:50:16,2025-05-17 00:17:29
4050,4764,2025-03-15 14:52:29,delivered,62.09,55.88,4.97,0.89,4.39,paypal,USD,store,desktop,express,True,PROMOCizk,,,,2025-03-15 14:52:29,2025-05-29 15:31:11
4051,1537,2024-07-31 16:15:14,delivered,63.56,57.2,5.08,5.12,6.12,paypal,USD,mobile,mobile,overnight,False,,,,campaign_zEK,2024-07-31 16:15:14,2025-08-06 23:39:01
4052,4024,2023-11-11 22:46:23,delivered,70.33,63.3,5.63,3.37,0,credit_card,USD,mobile,mobile,express,False,,,,campaign_SCT,2023-11-11 22:46:23,2024-07-09 08:10:58
4053,840,2025-05-03 08:15:05,cancelled,52.68,47.41,4.21,14.6,9.5,paypal,USD,web,tablet,overnight,False,,,,,2025-05-03 08:15:05,2025-05-25 20:58:08
4054,3795,2025-04-03 02:20:44,delivered,72.29,65.06,5.78,6.61,4.57,paypal,USD,web,mobile,overnight,False,,Rogersburgh,,campaign_QsL,2025-04-03 02:20:44,2025-05-29 09:07:25
4055,3861,2025-01-04 14:57:29,delivered,77.07,69.36,6.17,12.85,0,bnpl,USD,mobile,desktop,express,False,PROMOgXhT,,google,,2025-01-04 14:57:29,2025-01-22 19:28:55
4056,2583,2025-08-18 05:50:37,delivered,55.04,49.54,4.4,3.31,0,paypal,USD,phone,desktop,overnight,False,,,instagram,campaign_voF,2025-08-18 05:50:37,2025-09-18 12:14:58
4057,14,2025-06-11 09:48:50,delivered,50.39,45.35,4.03,4.97,0,credit_card,USD,web,desktop,express,False,,,google,campaign_yOH,2025-06-11 09:48:50,2025-08-20 23:34:16
4058,378,2023-11-02 23:00:45,returned,66.3,59.67,5.3,5.3,0,bnpl,USD,web,desktop,pickup,False,,,instagram,campaign_tcV,2023-11-02 23:00:45,2024-06-14 23:55:20
4059,4984,2024-07-29 10:31:44,delivered,66.72,60.05,5.34,3.7,8.3,credit_card,USD,web,desktop,pickup,True,,,google,campaign_gvB,2024-07-29 10:31:44,2025-08-27 16:27:30
4060,1456,2025-05-06 17:01:52,delivered,97.13,87.41,7.77,3.34,0,credit_card,USD,store,desktop,overnight,False,PROMOPVqQ,Rodriguezmouth,,,2025-05-06 17:01:52,2025-05-18 12:47:38
4061,85,2024-11-22 16:53:02,delivered,63.47,57.12,5.08,13.02,0,credit_card,USD,phone,tablet,pickup,True,,,,,2024-11-22 16:53:02,2025-04-08 17:45:31
4062,1934,2025-01-20 20:34:14,delivered,64.22,57.8,5.14,6.01,5.72,credit_card,USD,mobile,desktop,pickup,False,,Turnershire,,,2025-01-20 20:34:14,2025-03-06 14:02:57
4063,4996,2023-12-02 08:09:20,delivered,46.78,42.1,3.74,9.5,0,paypal,USD,web,mobile,pickup,False,,,,,2023-12-02 08:09:20,2023-12-03 20:57:56
4064,4881,2023-09-29 00:30:39,delivered,54.37,48.94,4.35,12.62,0,credit_card,USD,mobile,tablet,express,False,,,,,2023-09-29 00:30:39,2024-08-28 09:30:47
4065,4123,2025-05-15 22:06:13,delivered,58.78,52.9,4.7,5.26,1.47,bnpl,USD,store,desktop,pickup,False,,,,campaign_OEe,2025-05-15 22:06:13,2025-05-20 11:22:05
4066,1282,2025-08-15 01:08:49,delivered,91.37,82.24,7.31,12.97,0,paypal,USD,web,desktop,pickup,False,,,instagram,,2025-08-15 01:08:49,2025-09-23 23:47:23
4067,2709,2025-05-19 18:31:26,delivered,42.71,38.44,3.42,5.82,0,credit_card,USD,mobile,desktop,overnight,False,,,email,,2025-05-19 18:31:26,2025-06-15 01:44:24
4068,1574,2024-11-24 19:02:12,returned,54.12,48.71,4.33,13.43,0,credit_card,USD,mobile,desktop,standard,False,,,,,2024-11-24 19:02:12,2025-06-20 16:26:06
4069,1247,2025-01-26 18:57:29,delivered,62.4,56.16,4.99,0.66,0,credit_card,USD,store,mobile,pickup,False,,Beckshire,email,campaign_zXJ,2025-01-26 18:57:29,2025-08-01 10:58:03
4070,3646,2025-07-22 01:13:00,returned,71.34,64.21,5.71,10.21,0,credit_card,USD,store,tablet,standard,False,,,email,campaign_DMe,2025-07-22 01:13:00,2025-09-17 11:35:32
4071,861,2025-09-08 18:02:22,delivered,58.96,53.06,4.72,12.64,0,paypal,USD,store,mobile,express,False,,Dennisland,facebook,,2025-09-08 18:02:22,2025-09-17 01:37:53
4072,4480,2024-04-06 03:36:48,cancelled,70.42,63.38,5.63,10.67,0,paypal,USD,mobile,tablet,pickup,False,PROMOBNfT,,instagram,,2024-04-06 03:36:48,2025-07-16 02:18:54
4073,403,2025-09-12 14:47:48,delivered,86.12,77.51,6.89,6.26,0,credit_card,USD,mobile,desktop,overnight,False,,,,,2025-09-12 14:47:48,2025-09-22 05:59:34
4074,1554,2024-11-06 01:13:15,delivered,67.7,60.93,5.42,4.13,0,credit_card,USD,phone,tablet,standard,True,,,,campaign_OnR,2024-11-06 01:13:15,2025-06-20 21:30:49
4075,1400,2024-01-15 05:48:28,delivered,59.44,53.5,4.76,6.46,0,gift_card,USD,store,tablet,express,False,,,,,2024-01-15 05:48:28,2024-11-10 05:02:58
4076,3939,2025-04-04 03:35:53,delivered,24.78,22.3,1.98,9.9,0,paypal,USD,store,tablet,standard,False,,,instagram,campaign_bgC,2025-04-04 03:35:53,2025-09-23 23:41:55
4077,2218,2025-03-15 12:31:29,delivered,37.41,33.67,2.99,14.05,2.18,gift_card,USD,phone,desktop,standard,False,,,email,,2025-03-15 12:31:29,2025-06-15 23:04:41
4078,4611,2024-07-29 02:56:34,delivered,62.53,56.28,5.0,12.88,6.15,credit_card,USD,web,mobile,pickup,False,,,,,2024-07-29 02:56:34,2024-08-23 11:15:27
4079,3359,2025-03-04 02:22:46,delivered,57.92,52.12,4.63,1.45,6.7,bnpl,USD,mobile,desktop,overnight,False,,,google,campaign_bwy,2025-03-04 02:22:46,2025-03-12 17:14:12
4080,4447,2023-10-06 14:20:15,delivered,54.77,49.3,4.38,0.79,0,credit_card,USD,web,mobile,pickup,False,,,,campaign_LzV,2023-10-06 14:20:15,2023-12-01 00:46:42
4081,2520,2025-01-07 09:19:49,delivered,55.97,50.37,4.48,12.83,0,credit_card,USD,web,desktop,standard,True,,Port John,google,,2025-01-07 09:19:49,2025-03-18 09:07:09
4082,2759,2025-08-05 15:35:47,cancelled,68.37,61.53,5.47,3.92,0,paypal,USD,phone,tablet,pickup,False,,,,,2025-08-05 15:35:47,2025-09-15 10:00:58
4083,1200,2025-02-07 20:20:00,delivered,57.9,52.11,4.63,13.27,0,paypal,USD,mobile,tablet,standard,True,,,google,,2025-02-07 20:20:00,2025-09-05 00:14:12
4084,3709,2024-12-24 00:38:33,delivered,62.95,56.65,5.04,7.18,10.25,credit_card,USD,web,tablet,overnight,False,,,instagram,campaign_hdX,2024-12-24 00:38:33,2025-09-09 12:31:12
4085,498,2024-02-14 23:04:39,delivered,73.09,65.79,5.85,12.62,0,credit_card,USD,phone,desktop,standard,False,,,,,2024-02-14 23:04:39,2024-10-28 18:13:02
4086,3430,2025-07-28 21:34:28,returned,53.43,48.08,4.27,10.43,0,credit_card,USD,web,desktop,express,False,,,,,2025-07-28 21:34:28,2025-08-30 21:19:18
4087,2016,2024-04-25 18:29:34,cancelled,39.29,35.37,3.14,0.43,3.28,paypal,USD,web,desktop,pickup,True,,,email,campaign_xHB,2024-04-25 18:29:34,2024-12-10 05:55:10
4088,546,2025-08-08 06:33:09,delivered,53.77,48.4,4.3,0.64,0,paypal,USD,web,desktop,pickup,False,,,,,2025-08-08 06:33:09,2025-08-25 10:00:23
4089,2264,2025-07-29 05:52:08,delivered,53.41,48.07,4.27,1.35,0,credit_card,USD,mobile,desktop,pickup,False,PROMOKkYy,,,,2025-07-29 05:52:08,2025-08-14 23:06:04
4090,2517,2025-07-26 03:29:37,cancelled,42.34,38.1,3.39,14.76,0,paypal,USD,web,desktop,overnight,False,,,google,campaign_ZIB,2025-07-26 03:29:37,2025-09-13 05:25:51
4091,4286,2024-12-21 21:50:51,delivered,45.77,41.2,3.66,8.16,0,credit_card,USD,web,mobile,overnight,False,,,instagram,campaign_CpG,2024-12-21 21:50:51,2025-06-28 04:42:16
4092,2976,2023-12-20 00:56:01,delivered,47.86,43.07,3.83,10.78,0,credit_card,USD,phone,desktop,express,False,,,,,2023-12-20 00:56:01,2025-04-17 11:20:20
4093,1642,2024-10-05 03:14:10,delivered,49.02,44.12,3.92,6.73,0,bnpl,USD,mobile,desktop,overnight,True,,,,,2024-10-05 03:14:10,2025-05-12 13:44:03
4094,2103,2024-03-12 09:25:26,delivered,84.95,76.45,6.8,1.99,0,credit_card,USD,mobile,tablet,overnight,True,,,,,2024-03-12 09:25:26,2024-05-16 04:20:38
4095,2269,2023-12-23 23:22:19,delivered,39.48,35.53,3.16,5.52,0.18,credit_card,USD,web,mobile,standard,True,,,email,campaign_Uww,2023-12-23 23:22:19,2025-07-20 15:38:10
4096,3136,2025-01-21 04:23:14,cancelled,50.67,45.6,4.05,11.55,0,paypal,USD,web,mobile,overnight,True,,,direct,,2025-01-21 04:23:14,2025-03-21 12:21:36
4097,1695,2024-06-05 13:00:51,delivered,53.12,47.81,4.25,10.22,0,credit_card,USD,web,mobile,pickup,False,,,,,2024-06-05 13:00:51,2025-06-15 15:50:31
4098,3338,2023-12-02 06:04:12,delivered,89.03,80.12,7.12,8.42,11.92,credit_card,USD,web,desktop,overnight,False,,,facebook,,2023-12-02 06:04:12,2024-07-14 21:23:37
4099,97,2024-08-18 12:10:17,delivered,49.54,44.58,3.96,8.38,0,credit_card,USD,phone,mobile,express,False,,,direct,,2024-08-18 12:10:17,2025-06-02 07:54:26
4100,1320,2024-03-29 06:24:00,delivered,59.9,53.91,4.79,4.5,5.92,credit_card,USD,phone,tablet,overnight,False,,,,campaign_DXP,2024-03-29 06:24:00,2024-05-10 20:47:46
4101,3382,2024-11-16 05:39:04,delivered,55.67,50.11,4.45,8.05,0,credit_card,USD,web,tablet,express,False,,,,campaign_nUO,2024-11-16 05:39:04,2025-04-30 13:28:15
