order_item_id,order_id,product_id,sku,size,color,quantity,unit_price,total_price,final_price,discount_applied,gift_wrap,personalization
7236,2884,P000237,SKU000237V1064,XL,Gray,1,19.52,19.52,19.52,1.54,False,
7237,2884,P000497,SKU000497V2216,XXL,Brown,1,19.52,19.52,19.52,0,False,
7238,2884,P000461,SKU000461V2062,S,Blue,1,19.52,19.52,19.52,0,False,
7239,2884,P000426,SKU000426V1924,L,Pink,1,19.52,19.52,19.52,0,False,
7240,2885,P000012,SKU000012V053,XXL,Brown,1,51.99,51.99,51.99,0,False,
7241,2886,P000669,SKU000669V2987,S,Blue,1,21.0,21.0,21.0,0,False,
7242,2886,P000139,SKU000139V620,M,Blue,1,21.0,21.0,21.0,0,False,
7243,2886,P000502,SKU000502V2239,XL,Red,1,21.0,21.0,21.0,0,False,
7244,2887,P000334,SKU000334V1500,L,Brown,1,18.91,18.91,18.91,1.08,False,
7245,2887,P000624,SKU000624V2792,XXL,White,1,18.91,18.91,18.91,0,False,
7246,2887,P000166,SKU000166V738,L,Blue,1,18.91,18.91,18.91,0,False,
7247,2888,P000523,SKU000523V2337,XL,Blue,1,44.95,44.95,44.95,0,False,
7248,2889,P000498,SKU000498V2219,XS,Pink,1,24.86,24.86,24.86,0,False,
7249,2889,P000130,SKU000130V580,XS,White,1,24.86,24.86,24.86,0,False,
7250,2889,P000071,SKU000071V324,L,Blue,1,24.86,24.86,24.86,0,False,
7251,2890,P000682,SKU000682V3046,XL,Beige,1,13.88,13.88,13.88,0,False,
7252,2890,P000064,SKU000064V297,XL,Red,1,13.88,13.88,13.88,0,False,
7253,2890,P000627,SKU000627V2804,XXL,Brown,1,13.88,13.88,13.88,0,False,
7254,2890,P000382,SKU000382V1720,XXL,Navy,1,13.88,13.88,13.88,0,False,Task tough.
7255,2891,P000539,SKU000539V2409,XS,Black,1,11.6,11.6,11.6,0,False,
7256,2891,P000286,SKU000286V1288,XS,Red,1,11.6,11.6,11.6,0,False,
7257,2891,P000466,SKU000466V2087,XL,Brown,1,11.6,11.6,11.6,0,False,
7258,2891,P000136,SKU000136V604,L,Beige,1,11.6,11.6,11.6,0,False,Decide somebody.
7259,2892,P000025,SKU000025V119,XS,Red,1,21.74,21.74,21.74,0.94,False,
7260,2892,P000637,SKU000637V2849,XXL,Red,1,21.74,21.74,21.74,0,False,
7261,2892,P000581,SKU000581V2593,L,Beige,1,21.74,21.74,21.74,0,False,
7262,2893,P000585,SKU000585V2612,XXL,White,1,22.3,22.3,22.3,0,False,
7263,2893,P000354,SKU000354V1593,S,Green,1,22.3,22.3,22.3,0,False,
7264,2894,P000019,SKU000019V089,S,Gray,1,22.01,22.01,22.01,1.47,False,
7265,2894,P000152,SKU000152V668,L,Navy,1,22.01,22.01,22.01,1.25,False,
7266,2894,P000588,SKU000588V2626,XS,Brown,1,22.01,22.01,22.01,0,False,
7267,2895,P000124,SKU000124V554,M,Brown,1,24.84,24.84,24.84,0,False,
7268,2895,P000384,SKU000384V1728,S,Black,1,24.84,24.84,24.84,0,False,
7269,2895,P000040,SKU000040V183,L,Black,1,24.84,24.84,24.84,2.04,False,
7270,2896,P000421,SKU000421V1902,XXL,Blue,1,23.77,23.77,23.77,0,False,
7271,2896,P000594,SKU000594V2657,XS,Green,1,23.77,23.77,23.77,0,False,
7272,2896,P000148,SKU000148V653,M,Navy,1,23.77,23.77,23.77,0.86,False,
7273,2896,P000618,SKU000618V2767,L,Black,1,23.77,23.77,23.77,0,False,
7274,2897,P000567,SKU000567V2534,XL,Navy,1,55.25,55.25,55.25,0,False,
7275,2898,P000053,SKU000053V242,XL,Brown,1,56.86,56.86,56.86,3.64,False,
7276,2899,P000208,SKU000208V921,XS,Pink,1,31.64,31.64,31.64,0,False,
7277,2899,P000391,SKU000391V1764,XXL,Green,1,31.64,31.64,31.64,0,False,
7278,2900,P000348,SKU000348V1568,L,Red,1,20.11,20.11,20.11,0,False,
7279,2900,P000248,SKU000248V1119,XS,Beige,1,20.11,20.11,20.11,0,False,
7280,2900,P000529,SKU000529V2364,XS,Brown,1,20.11,20.11,20.11,0,False,
7281,2901,P000549,SKU000549V2453,XL,Navy,2,9.65,19.3,19.3,0,False,
7282,2901,P000082,SKU000082V376,L,Brown,1,19.31,19.31,19.31,0,False,
7283,2901,P000133,SKU000133V592,S,Black,2,9.65,19.3,19.3,0,False,
7284,2902,P000199,SKU000199V880,M,Pink,1,43.23,43.23,43.23,0,True,
7285,2902,P000297,SKU000297V1336,XXL,Red,1,43.23,43.23,43.23,0,False,
7286,2903,P000411,SKU000411V1858,L,White,1,19.68,19.68,19.68,0,False,
7287,2903,P000431,SKU000431V1946,XL,Brown,1,19.68,19.68,19.68,0,False,
7288,2904,P000055,SKU000055V252,M,Gray,1,14.98,14.98,14.98,0,False,
7289,2904,P000007,SKU000007V029,M,White,1,14.98,14.98,14.98,0,False,
7290,2905,P000250,SKU000250V1126,M,Pink,1,66.76,66.76,66.76,6.35,False,
7291,2906,P000307,SKU000307V1380,S,White,1,21.32,21.32,21.32,0,False,
7292,2906,P000658,SKU000658V2942,L,Blue,1,21.32,21.32,21.32,0,False,
7293,2906,P000034,SKU000034V160,M,Brown,1,21.32,21.32,21.32,0,False,
7294,2907,P000320,SKU000320V1437,XS,Red,1,26.24,26.24,26.24,0,False,
7295,2907,P000187,SKU000187V829,XXL,Blue,1,26.24,26.24,26.24,0,False,
7296,2908,P000004,SKU000004V018,XS,Brown,1,44.69,44.69,44.69,0,False,
7297,2909,P000277,SKU000277V1244,L,Brown,1,22.2,22.2,22.2,0,False,
7298,2909,P000275,SKU000275V1235,XL,Blue,2,11.1,22.2,22.2,0,False,
7299,2909,P000122,SKU000122V546,L,White,1,22.2,22.2,22.2,0,False,
7300,2910,P000453,SKU000453V2033,XS,Blue,1,17.41,17.41,17.41,0,False,
7301,2910,P000149,SKU000149V659,XS,Pink,1,17.41,17.41,17.41,0,False,
7302,2910,P000305,SKU000305V1370,XXL,Red,1,17.41,17.41,17.41,0,False,
7303,2910,P000513,SKU000513V2291,L,Gray,1,17.41,17.41,17.41,0,False,
7304,2911,P000693,SKU000693V3098,M,Brown,1,61.2,61.2,61.2,0,False,
7305,2912,P000616,SKU000616V2751,L,Gray,1,14.46,14.46,14.46,0,False,
7306,2912,P000355,SKU000355V1598,XL,White,1,14.46,14.46,14.46,0,True,
7307,2912,P000538,SKU000538V2408,L,Brown,1,14.46,14.46,14.46,0,False,
7308,2912,P000613,SKU000613V2743,S,Black,1,14.46,14.46,14.46,0,False,
7309,2913,P000044,SKU000044V204,XL,Gray,1,22.62,22.62,22.62,0,False,
7310,2913,P000109,SKU000109V499,XXL,Navy,1,22.62,22.62,22.62,0,False,
7311,2914,P000361,SKU000361V1627,S,Navy,1,44.05,44.05,44.05,0,False,
7312,2915,P000618,SKU000618V2763,L,Blue,1,17.38,17.38,17.38,0,False,
7313,2915,P000611,SKU000611V2730,M,Pink,1,17.38,17.38,17.38,0,False,
7314,2915,P000348,SKU000348V1567,XXL,Blue,1,17.38,17.38,17.38,0,False,
7315,2915,P000665,SKU000665V2969,L,Brown,1,17.38,17.38,17.38,0.19,False,
7316,2916,P000493,SKU000493V2195,XL,Gray,1,34.6,34.6,34.6,0,False,
7317,2916,P000617,SKU000617V2760,XXL,Green,1,34.6,34.6,34.6,0,False,
7318,2917,P000414,SKU000414V1867,L,Beige,1,22.34,22.34,22.34,0,False,
7319,2917,P000198,SKU000198V877,XL,Green,1,22.34,22.34,22.34,0,False,
7320,2918,P000065,SKU000065V300,M,Gray,1,47.76,47.76,47.76,0,False,
7321,2919,P000302,SKU000302V1362,S,Brown,1,38.99,38.99,38.99,0,False,
7322,2919,P000244,SKU000244V1097,M,Brown,1,38.99,38.99,38.99,0,False,
7323,2920,P000084,SKU000084V387,S,Blue,1,55.61,55.61,55.61,0.81,False,
7324,2921,P000208,SKU000208V923,S,Red,1,72.1,72.1,72.1,0,False,
7325,2922,P000350,SKU000350V1576,XS,Brown,1,23.99,23.99,23.99,0.04,False,
7326,2922,P000146,SKU000146V643,M,Navy,1,23.99,23.99,23.99,1.04,False,
7327,2922,P000353,SKU000353V1590,XXL,Beige,1,23.99,23.99,23.99,0,False,
7328,2923,P000453,SKU000453V2035,XL,Pink,1,20.19,20.19,20.19,0,False,
7329,2923,P000220,SKU000220V977,L,Beige,1,20.19,20.19,20.19,0,False,
7330,2923,P000535,SKU000535V2390,XL,Brown,1,20.19,20.19,20.19,1.17,False,
7331,2923,P000086,SKU000086V391,M,Gray,1,20.19,20.19,20.19,0,False,
7332,2924,P000124,SKU000124V552,S,Beige,1,13.36,13.36,13.36,0,False,
7333,2924,P000526,SKU000526V2348,XS,Red,1,13.36,13.36,13.36,0,False,
7334,2924,P000344,SKU000344V1548,L,Pink,1,13.36,13.36,13.36,0,False,
7335,2924,P000172,SKU000172V764,XXL,Blue,1,13.36,13.36,13.36,0,False,
7336,2925,P000634,SKU000634V2831,M,Pink,1,25.7,25.7,25.7,0,False,
7337,2925,P000619,SKU000619V2770,XXL,Navy,1,25.7,25.7,25.7,0,False,
7338,2925,P000153,SKU000153V678,L,White,1,25.7,25.7,25.7,0,False,
7339,2926,P000402,SKU000402V1811,XL,Blue,1,18.47,18.47,18.47,0,False,
7340,2926,P000002,SKU000002V006,S,Black,1,18.47,18.47,18.47,0.63,False,
7341,2926,P000324,SKU000324V1451,M,Black,1,18.47,18.47,18.47,0.11,False,
7342,2927,P000574,SKU000574V2560,XS,Brown,1,24.41,24.41,24.41,1.76,False,
7343,2927,P000456,SKU000456V2045,S,Brown,1,24.41,24.41,24.41,0,False,
7344,2927,P000095,SKU000095V432,XXL,Navy,1,24.41,24.41,24.41,0,False,
7345,2928,P000214,SKU000214V951,XL,Brown,1,20.13,20.13,20.13,0,False,
7346,2928,P000426,SKU000426V1926,XS,Gray,1,20.13,20.13,20.13,0,False,
7347,2928,P000601,SKU000601V2685,M,Pink,1,20.13,20.13,20.13,0,False,
7348,2929,P000660,SKU000660V2949,XS,Black,1,13.81,13.81,13.81,0.89,False,
7349,2929,P000237,SKU000237V1066,M,Green,1,13.81,13.81,13.81,0.26,False,
7350,2929,P000596,SKU000596V2666,XL,Brown,1,13.81,13.81,13.81,0,False,
7351,2929,P000589,SKU000589V2631,XS,Black,1,13.81,13.81,13.81,0,False,
7352,2930,P000598,SKU000598V2676,XXL,Navy,1,17.55,17.55,17.55,0,False,
7353,2930,P000568,SKU000568V2537,S,Black,1,17.55,17.55,17.55,0.59,False,
7354,2931,P000224,SKU000224V997,L,Black,1,23.38,23.38,23.38,0.04,False,
7355,2931,P000630,SKU000630V2815,L,Gray,1,23.38,23.38,23.38,0,False,
7356,2932,P000029,SKU000029V137,M,Pink,1,30.43,30.43,30.43,0,False,
7357,2932,P000191,SKU000191V843,XXL,Green,1,30.43,30.43,30.43,0.7,False,
7358,2933,P000009,SKU000009V038,XL,Blue,1,44.48,44.48,44.48,0,False,
7359,2934,P000487,SKU000487V2170,L,Pink,1,12.06,12.06,12.06,0,False,
7360,2934,P000347,SKU000347V1563,XL,Blue,1,12.06,12.06,12.06,0,False,
7361,2934,P000634,SKU000634V2833,XXL,Brown,1,12.06,12.06,12.06,0.17,False,
7362,2935,P000296,SKU000296V1332,M,Blue,1,20.83,20.83,20.83,0,False,
7363,2935,P000582,SKU000582V2596,M,Brown,1,20.83,20.83,20.83,0,False,
7364,2935,P000696,SKU000696V3116,L,Red,1,20.83,20.83,20.83,0,False,
7365,2935,P000640,SKU000640V2864,M,Navy,1,20.83,20.83,20.83,0,False,
7366,2936,P000242,SKU000242V1088,XXL,Blue,1,19.97,19.97,19.97,0,False,
7367,2936,P000251,SKU000251V1129,XS,Gray,1,19.97,19.97,19.97,0,False,
7368,2937,P000393,SKU000393V1770,L,Black,2,7.4,14.8,14.8,0,False,
7369,2937,P000107,SKU000107V488,L,Green,1,14.79,14.79,14.79,0.96,False,
7370,2937,P000600,SKU000600V2684,L,Beige,1,14.79,14.79,14.79,0,False,
7371,2937,P000206,SKU000206V915,XXL,Pink,2,7.4,14.8,14.8,1.23,False,
7372,2938,P000217,SKU000217V962,XL,Pink,1,18.07,18.07,18.07,0,False,
7373,2938,P000427,SKU000427V1931,XXL,Beige,1,18.07,18.07,18.07,1.58,False,
7374,2938,P000347,SKU000347V1565,L,Black,1,18.07,18.07,18.07,0,False,
7375,2939,P000684,SKU000684V3054,XL,Red,1,28.47,28.47,28.47,0,False,
7376,2939,P000111,SKU000111V505,XXL,Green,1,28.47,28.47,28.47,2.02,False,
7377,2940,P000041,SKU000041V194,XXL,Gray,1,17.13,17.13,17.13,0,False,
7378,2940,P000294,SKU000294V1322,S,Green,1,17.13,17.13,17.13,0,False,
7379,2940,P000464,SKU000464V2076,XS,Navy,1,17.13,17.13,17.13,0,False,
7380,2941,P000637,SKU000637V2847,L,Black,1,33.3,33.3,33.3,0,False,
7381,2941,P000017,SKU000017V079,L,Blue,1,33.3,33.3,33.3,3.07,True,
7382,2942,P000249,SKU000249V1123,L,Pink,1,15.54,15.54,15.54,0.81,False,
7383,2942,P000230,SKU000230V1030,XS,Navy,1,15.54,15.54,15.54,0,False,
7384,2942,P000528,SKU000528V2357,L,Pink,1,15.54,15.54,15.54,0,False,
7385,2942,P000649,SKU000649V2904,XL,Pink,1,15.54,15.54,15.54,0,False,
7386,2943,P000642,SKU000642V2873,S,Gray,1,36.61,36.61,36.61,0,False,
7387,2943,P000044,SKU000044V206,M,Navy,1,36.61,36.61,36.61,0,False,
7388,2944,P000652,SKU000652V2914,XL,Beige,1,16.0,16.0,16.0,0,False,
7389,2944,P000210,SKU000210V932,XXL,Green,1,16.0,16.0,16.0,0,False,
7390,2944,P000075,SKU000075V342,XXL,Red,1,16.0,16.0,16.0,1.02,False,
7391,2944,P000057,SKU000057V262,XL,Brown,1,16.0,16.0,16.0,1.09,False,
7392,2945,P000111,SKU000111V504,M,Blue,1,29.55,29.55,29.55,2.18,False,
7393,2945,P000662,SKU000662V2955,M,White,1,29.55,29.55,29.55,0,False,
7394,2946,P000484,SKU000484V2158,XL,Navy,2,31.81,63.62,63.62,0,True,
7395,2947,P000345,SKU000345V1550,M,Green,1,18.84,18.84,18.84,0,False,
7396,2947,P000603,SKU000603V2695,L,Blue,1,18.84,18.84,18.84,1.55,True,
7397,2947,P000616,SKU000616V2752,S,Pink,1,18.84,18.84,18.84,0,False,
7398,2948,P000008,SKU000008V034,L,Red,1,14.79,14.79,14.79,0,False,
7399,2948,P000291,SKU000291V1309,L,Black,1,14.79,14.79,14.79,0,False,
7400,2948,P000361,SKU000361V1626,M,Black,1,14.79,14.79,14.79,0,False,
7401,2948,P000288,SKU000288V1294,XS,Green,1,14.79,14.79,14.79,0,False,
7402,2949,P000226,SKU000226V1010,L,Red,1,56.68,56.68,56.68,0,False,
7403,2950,P000030,SKU000030V140,XS,Gray,1,62.71,62.71,62.71,0,False,
7404,2951,P000262,SKU000262V1174,M,Pink,1,45.16,45.16,45.16,0,False,Yourself her about relate.
7405,2951,P000106,SKU000106V485,XS,Black,1,45.16,45.16,45.16,0,False,
7406,2952,P000343,SKU000343V1545,XXL,Gray,2,14.19,28.38,28.38,0,False,
7407,2952,P000515,SKU000515V2298,M,Brown,1,28.38,28.38,28.38,0.81,False,
7408,2953,P000286,SKU000286V1290,S,Red,1,18.3,18.3,18.3,0,False,
7409,2953,P000450,SKU000450V2020,XS,Green,1,18.3,18.3,18.3,0,False,
7410,2953,P000451,SKU000451V2024,M,Green,1,18.3,18.3,18.3,0,False,
7411,2953,P000608,SKU000608V2715,S,White,1,18.3,18.3,18.3,0,False,
7412,2954,P000310,SKU000310V1396,XL,Blue,2,8.92,17.84,17.84,0.43,False,
7413,2954,P000441,SKU000441V1985,S,Beige,1,17.84,17.84,17.84,0,False,
7414,2954,P000262,SKU000262V1172,L,Beige,1,17.84,17.84,17.84,0,False,
7415,2955,P000285,SKU000285V1280,XXL,Beige,1,83.27,83.27,83.27,3.11,False,
7416,2956,P000568,SKU000568V2538,M,Pink,1,17.89,17.89,17.89,0,False,
7417,2956,P000398,SKU000398V1797,L,Pink,1,17.89,17.89,17.89,0,False,
7418,2956,P000363,SKU000363V1636,L,Pink,1,17.89,17.89,17.89,0,False,
7419,2956,P000074,SKU000074V340,L,Black,1,17.89,17.89,17.89,0,True,
7420,2957,P000267,SKU000267V1198,XL,Pink,1,14.46,14.46,14.46,0,False,
7421,2957,P000267,SKU000267V1197,S,Red,1,14.46,14.46,14.46,0,False,
7422,2957,P000140,SKU000140V621,XS,Black,1,14.46,14.46,14.46,0,False,
7423,2957,P000519,SKU000519V2318,XS,Green,1,14.46,14.46,14.46,1.04,False,
7424,2958,P000064,SKU000064V297,XL,Red,1,22.16,22.16,22.16,2.05,False,
7425,2958,P000207,SKU000207V919,XXL,White,1,22.16,22.16,22.16,0.86,False,
7426,2959,P000443,SKU000443V1993,XS,Green,1,14.31,14.31,14.31,0,False,
7427,2959,P000563,SKU000563V2514,XL,Pink,1,14.31,14.31,14.31,0,False,
7428,2960,P000692,SKU000692V3097,XXL,Green,1,40.27,40.27,40.27,0.58,False,
7429,2960,P000315,SKU000315V1414,XXL,Beige,1,40.27,40.27,40.27,0,False,
7430,2961,P000497,SKU000497V2217,XS,Green,1,78.69,78.69,78.69,0,False,
7431,2962,P000627,SKU000627V2803,M,Pink,1,33.75,33.75,33.75,0,False,
7432,2962,P000588,SKU000588V2627,XS,Brown,1,33.75,33.75,33.75,0,False,
7433,2963,P000549,SKU000549V2452,XXL,Black,1,30.02,30.02,30.02,0,False,
7434,2963,P000352,SKU000352V1586,M,Pink,1,30.02,30.02,30.02,0,False,
7435,2964,P000342,SKU000342V1535,XL,Black,1,44.35,44.35,44.35,0,True,
7436,2965,P000270,SKU000270V1209,XS,Navy,1,18.68,18.68,18.68,0.03,False,
7437,2965,P000515,SKU000515V2300,S,Blue,1,18.68,18.68,18.68,0,False,
7438,2966,P000265,SKU000265V1188,M,Beige,1,17.93,17.93,17.93,0,False,
7439,2966,P000306,SKU000306V1376,M,Blue,1,17.93,17.93,17.93,0.63,False,
7440,2966,P000347,SKU000347V1562,XL,Green,1,17.93,17.93,17.93,1.7,False,
7441,2967,P000704,SKU000704V3145,XXL,Blue,1,17.76,17.76,17.76,0,False,
7442,2967,P000023,SKU000023V108,L,Black,1,17.76,17.76,17.76,0,False,
7443,2967,P000498,SKU000498V2219,XS,Pink,1,17.76,17.76,17.76,0,False,
7444,2968,P000596,SKU000596V2662,XL,White,1,13.96,13.96,13.96,0,False,
7445,2968,P000374,SKU000374V1682,L,Gray,2,6.98,13.96,13.96,0.82,False,
7446,2968,P000314,SKU000314V1410,S,Brown,1,13.96,13.96,13.96,0,False,Establish wall question.
7447,2968,P000475,SKU000475V2118,XL,White,1,13.96,13.96,13.96,0,True,
7448,2969,P000557,SKU000557V2490,S,Brown,1,12.86,12.86,12.86,0,False,
7449,2969,P000644,SKU000644V2881,XL,Pink,1,12.86,12.86,12.86,0,False,
7450,2969,P000432,SKU000432V1950,XXL,Gray,1,12.86,12.86,12.86,0,False,
7451,2969,P000428,SKU000428V1932,XL,Brown,1,12.86,12.86,12.86,0,False,
7452,2970,P000652,SKU000652V2914,XL,Beige,1,52.81,52.81,52.81,0,False,
7453,2971,P000380,SKU000380V1709,XXL,Brown,1,20.03,20.03,20.03,0,False,
7454,2971,P000112,SKU000112V507,S,Pink,1,20.03,20.03,20.03,0,False,
7455,2971,P000091,SKU000091V417,S,Gray,1,20.03,20.03,20.03,1.1,False,
7456,2972,P000019,SKU000019V088,M,White,1,15.48,15.48,15.48,0,False,
7457,2972,P000709,SKU000709V3165,XL,Blue,1,15.48,15.48,15.48,0,False,
7458,2972,P000239,SKU000239V1077,XS,Beige,1,15.48,15.48,15.48,0,False,
7459,2972,P000379,SKU000379V1703,M,Beige,1,15.48,15.48,15.48,0,False,
7460,2973,P000233,SKU000233V1045,M,Beige,1,21.07,21.07,21.07,0,False,
7461,2973,P000177,SKU000177V785,L,Red,2,10.53,21.06,21.06,0,False,
7462,2974,P000690,SKU000690V3086,XL,Black,1,11.75,11.75,11.75,0,True,
7463,2974,P000283,SKU000283V1271,M,Pink,2,5.87,11.74,11.74,0,False,
7464,2974,P000310,SKU000310V1394,S,Navy,1,11.75,11.75,11.75,0,False,
7465,2974,P000346,SKU000346V1559,XL,Gray,1,11.75,11.75,11.75,0,False,
7466,2975,P000234,SKU000234V1048,S,Black,1,22.96,22.96,22.96,0,False,
7467,2975,P000505,SKU000505V2253,M,White,1,22.96,22.96,22.96,0.1,False,
7468,2975,P000182,SKU000182V813,S,Red,1,22.96,22.96,22.96,0,False,
7469,2976,P000646,SKU000646V2891,XXL,Red,1,15.26,15.26,15.26,0,False,
7470,2976,P000234,SKU000234V1049,XL,Brown,1,15.26,15.26,15.26,0,False,
7471,2976,P000185,SKU000185V822,S,Blue,2,7.63,15.26,15.26,0.22,False,
7472,2977,P000432,SKU000432V1950,XXL,Gray,1,21.03,21.03,21.03,1.24,False,
7473,2977,P000144,SKU000144V636,L,Green,1,21.03,21.03,21.03,0,False,
7474,2977,P000680,SKU000680V3039,L,Beige,1,21.03,21.03,21.03,0,False,
7475,2977,P000077,SKU000077V351,L,White,1,21.03,21.03,21.03,0,False,
7476,2978,P000683,SKU000683V3050,XXL,Red,1,33.12,33.12,33.12,0,False,
7477,2978,P000316,SKU000316V1421,XS,Pink,1,33.12,33.12,33.12,0,False,
7478,2979,P000672,SKU000672V3000,M,Blue,1,11.54,11.54,11.54,0,False,
7479,2979,P000502,SKU000502V2240,XL,White,1,11.54,11.54,11.54,0,False,
7480,2979,P000023,SKU000023V111,S,Brown,1,11.54,11.54,11.54,0,False,
7481,2979,P000542,SKU000542V2426,S,Navy,1,11.54,11.54,11.54,0,False,
7482,2980,P000604,SKU000604V2698,M,Pink,1,18.52,18.52,18.52,0,False,
7483,2980,P000023,SKU000023V112,S,Pink,1,18.52,18.52,18.52,0.37,False,
7484,2980,P000015,SKU000015V070,XL,White,1,18.52,18.52,18.52,0,False,
7485,2980,P000597,SKU000597V2671,XS,White,1,18.52,18.52,18.52,0,False,
7486,2981,P000664,SKU000664V2966,S,Brown,1,38.79,38.79,38.79,0,False,
7487,2981,P000372,SKU000372V1671,XS,Gray,1,38.79,38.79,38.79,3.84,False,
7488,2982,P000414,SKU000414V1870,S,Black,1,22.85,22.85,22.85,0,False,
7489,2982,P000215,SKU000215V956,XL,Pink,1,22.85,22.85,22.85,0,False,
7490,2982,P000398,SKU000398V1794,S,Beige,1,22.85,22.85,22.85,0,False,
7491,2983,P000603,SKU000603V2694,XL,Black,2,10.21,20.42,20.42,0,False,
7492,2983,P000456,SKU000456V2047,S,Black,1,20.41,20.41,20.41,0,False,
7493,2983,P000257,SKU000257V1156,S,Beige,1,20.41,20.41,20.41,0,False,
7494,2983,P000321,SKU000321V1443,XS,Red,1,20.41,20.41,20.41,0,False,
7495,2984,P000675,SKU000675V3016,XS,Navy,1,27.81,27.81,27.81,0,False,
7496,2984,P000488,SKU000488V2175,XL,White,1,27.81,27.81,27.81,0.41,False,
7497,2984,P000453,SKU000453V2035,XL,Pink,1,27.81,27.81,27.81,0,False,
7498,2985,P000523,SKU000523V2338,XS,Pink,1,54.95,54.95,54.95,0,False,
7499,2986,P000481,SKU000481V2144,XL,Green,1,42.0,42.0,42.0,1.44,False,In center this.
7500,2986,P000192,SKU000192V849,XL,Green,2,21.0,42.0,42.0,0,False,
7501,2987,P000491,SKU000491V2186,XL,Black,1,17.1,17.1,17.1,0,False,
7502,2987,P000302,SKU000302V1359,L,Black,1,17.1,17.1,17.1,0,False,
7503,2987,P000393,SKU000393V1773,L,Navy,1,17.1,17.1,17.1,0.07,False,Player one large.
7504,2987,P000038,SKU000038V179,M,White,2,8.55,17.1,17.1,0,False,
7505,2988,P000322,SKU000322V1444,S,Brown,1,46.24,46.24,46.24,0,False,
7506,2989,P000676,SKU000676V3021,XL,Red,1,50.78,50.78,50.78,0,False,
7507,2990,P000429,SKU000429V1938,M,Beige,1,25.31,25.31,25.31,0,False,
7508,2990,P000623,SKU000623V2785,XS,Gray,1,25.31,25.31,25.31,0,False,
7509,2990,P000389,SKU000389V1757,XXL,Gray,1,25.31,25.31,25.31,0,False,
7510,2991,P000572,SKU000572V2550,XL,White,1,12.98,12.98,12.98,0,False,
7511,2991,P000274,SKU000274V1231,S,Black,1,12.98,12.98,12.98,1.29,True,
7512,2991,P000271,SKU000271V1218,S,Navy,1,12.98,12.98,12.98,0,False,
7513,2991,P000407,SKU000407V1836,XXL,Navy,1,12.98,12.98,12.98,1.15,False,
7514,2992,P000158,SKU000158V698,XS,Blue,1,20.11,20.11,20.11,0,False,
7515,2992,P000697,SKU000697V3118,XS,Gray,1,20.11,20.11,20.11,0,False,
7516,2992,P000223,SKU000223V991,L,Green,1,20.11,20.11,20.11,0,False,
7517,2992,P000483,SKU000483V2154,M,Blue,1,20.11,20.11,20.11,0,False,
7518,2993,P000428,SKU000428V1932,XL,Brown,1,64.67,64.67,64.67,0.56,False,Key meeting.
7519,2994,P000377,SKU000377V1692,XS,Beige,1,23.47,23.47,23.47,1.51,False,
7520,2994,P000220,SKU000220V975,XL,Beige,1,23.47,23.47,23.47,0.35,False,
7521,2994,P000052,SKU000052V240,L,White,1,23.47,23.47,23.47,0,False,
7522,2995,P000498,SKU000498V2222,XL,Pink,1,71.32,71.32,71.32,7.01,False,
7523,2996,P000074,SKU000074V340,L,Black,1,37.4,37.4,37.4,0,False,
7524,2997,P000687,SKU000687V3072,M,White,1,22.84,22.84,22.84,0,False,
7525,2997,P000346,SKU000346V1558,XXL,Brown,2,11.42,22.84,22.84,0,False,
7526,2997,P000219,SKU000219V971,M,Navy,1,22.84,22.84,22.84,0.79,False,
7527,2998,P000022,SKU000022V106,XXL,Blue,1,36.92,36.92,36.92,0,False,
7528,2998,P000477,SKU000477V2122,XS,Navy,1,36.92,36.92,36.92,0,False,
7529,2999,P000169,SKU000169V752,M,Red,2,30.52,61.04,61.04,0,False,
7530,3000,P000668,SKU000668V2982,XL,Red,1,15.78,15.78,15.78,0.75,False,
7531,3000,P000525,SKU000525V2344,S,Beige,1,15.78,15.78,15.78,0,False,
7532,3000,P000407,SKU000407V1837,XS,Red,1,15.78,15.78,15.78,0,False,
7533,3000,P000583,SKU000583V2600,M,Blue,1,15.78,15.78,15.78,0,False,
7534,3001,P000402,SKU000402V1813,L,Pink,1,9.75,9.75,9.75,0,False,
7535,3001,P000652,SKU000652V2915,L,Gray,1,9.75,9.75,9.75,0.01,False,
7536,3001,P000509,SKU000509V2274,S,Blue,1,9.75,9.75,9.75,0,False,
7537,3002,P000399,SKU000399V1799,XS,Black,1,19.75,19.75,19.75,0,False,
7538,3002,P000112,SKU000112V507,S,Pink,1,19.75,19.75,19.75,0,False,
7539,3002,P000171,SKU000171V759,M,Beige,1,19.75,19.75,19.75,0,True,
7540,3002,P000102,SKU000102V468,S,Beige,1,19.75,19.75,19.75,0,False,
7541,3003,P000579,SKU000579V2586,XL,Brown,1,33.97,33.97,33.97,0,False,
7542,3004,P000026,SKU000026V124,S,Blue,1,16.44,16.44,16.44,0,False,
7543,3004,P000029,SKU000029V138,M,Blue,1,16.44,16.44,16.44,1.51,False,
7544,3004,P000060,SKU000060V280,XXL,Brown,1,16.44,16.44,16.44,0,False,
7545,3004,P000669,SKU000669V2986,M,Navy,1,16.44,16.44,16.44,1.09,False,
7546,3005,P000277,SKU000277V1246,XL,Beige,2,11.97,23.94,23.94,0,False,
7547,3005,P000473,SKU000473V2110,S,Blue,1,23.95,23.95,23.95,0,False,
7548,3006,P000381,SKU000381V1712,XXL,Brown,1,13.75,13.75,13.75,1.33,False,
