customer_id,tier_level,points_balance,points_lifetime,tier_start_date,next_tier_threshold,birthday_month,anniversary_date,preferred_categories,communication_preferences,vip_status,last_tier_review
388,bronze,922,297,2024-05-27,1000,8,2022-06-08,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-26
389,bronze,2037,2752,2024-04-23,1000,7,2024-07-16,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-21
390,gold,1656,11853,2024-04-09,5000,4,2023-05-26,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-18
391,bronze,3826,2534,2024-06-19,1000,5,2024-01-07,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-06
392,bronze,2381,5972,2024-03-05,1000,3,2022-06-06,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-18
393,bronze,787,3877,2024-05-10,1000,11,2021-12-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-10
394,bronze,242,1142,2024-07-15,1000,2,2023-02-06,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-01
395,silver,474,136,2024-07-05,2000,12,2024-08-10,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-07
396,bronze,881,10950,2024-04-15,1000,12,2024-11-30,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-25
397,bronze,1345,1361,2024-09-21,1000,10,2022-02-13,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-15
398,bronze,1627,4911,2024-03-21,1000,6,2023-03-30,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-21
399,bronze,4157,6872,2024-07-19,1000,13,2022-04-22,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-07
400,platinum,1227,8595,2024-03-28,10000,2,2023-08-20,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-22
401,bronze,4289,6766,2024-03-13,1000,9,2022-12-15,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-01-29
402,bronze,4058,6479,2024-07-11,1000,2,2023-01-28,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-18
403,bronze,1695,4088,2024-02-10,1000,3,2024-09-18,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-12
404,bronze,2549,2266,2024-07-30,1000,1,2024-08-11,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-15
405,silver,4073,6560,2024-01-30,2000,2,2024-10-08,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-02
406,bronze,2154,12183,2024-01-27,1000,8,2022-02-06,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-12
407,bronze,3527,8314,2024-03-02,1000,7,2023-06-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-09
408,bronze,1405,8438,2024-03-31,1000,3,2023-05-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-07
409,bronze,4097,13154,2024-08-27,1000,2,2023-03-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-04
410,gold,3451,2900,2024-10-17,5000,9,2022-09-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-24
411,bronze,509,4070,2024-01-08,1000,8,2023-02-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-03-26
412,bronze,179,9868,2024-06-29,1000,10,2022-01-13,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-08
413,bronze,4455,5744,2024-01-14,1000,9,2022-04-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-14
414,bronze,3612,5999,2024-02-17,1000,13,2024-10-02,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-17
415,silver,2526,4686,2024-03-06,2000,5,2024-09-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-01-31
416,bronze,3745,9760,2024-02-28,1000,12,2024-09-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-10
417,bronze,4548,8046,2024-06-03,1000,10,2023-08-13,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-14
418,bronze,2966,6864,2024-02-11,1000,4,2023-12-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-23
419,bronze,434,10427,2024-03-06,1000,7,2024-11-19,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-20
420,platinum,4686,5521,2024-04-25,10000,5,2023-10-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-24
421,bronze,1481,9281,2024-04-21,1000,8,2024-08-06,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-25
422,bronze,1644,2934,2024-03-03,1000,10,2024-11-15,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-10
423,bronze,2274,14084,2024-05-17,1000,6,2022-11-15,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-09
424,bronze,3685,11497,2024-03-10,1000,1,2023-01-20,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-29
425,silver,1834,9627,2024-01-14,2000,9,2024-06-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-01-05
426,bronze,1320,10723,2024-10-18,1000,5,2023-11-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-22
427,bronze,4817,13875,2024-02-04,1000,5,2024-02-13,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-29
428,bronze,3305,4378,2024-05-30,1000,1,2022-08-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-08
429,bronze,3378,9695,2024-07-19,1000,5,2022-10-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-05
430,gold,838,10528,2024-02-03,5000,7,2022-10-26,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-01-23
431,bronze,1115,14292,2024-08-22,1000,6,2023-01-16,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-30
432,bronze,1219,4735,2024-09-25,1000,13,2023-12-06,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-13
433,bronze,819,6089,2024-05-21,1000,4,2024-06-29,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-11
434,bronze,4201,14761,2024-05-10,1000,13,2023-06-26,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-03
435,silver,2981,1930,2024-10-25,2000,11,2024-04-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-02
436,bronze,921,2544,2024-02-22,1000,7,2022-04-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-24
437,bronze,3558,6426,2024-07-08,1000,10,2023-04-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-07
438,bronze,2627,12989,2024-01-01,1000,4,2023-09-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-08
439,bronze,3636,7614,2024-03-04,1000,5,2022-07-11,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-01
440,platinum,954,5122,2024-08-09,10000,10,2023-11-29,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-19
441,bronze,1508,13376,2024-02-17,1000,2,2023-05-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-06
442,bronze,4869,1932,2024-07-14,1000,12,2023-09-18,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-03
443,bronze,2173,11207,2024-03-27,1000,7,2022-10-07,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-15
444,bronze,4101,3028,2024-08-24,1000,12,2024-12-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-03
445,silver,787,14468,2024-05-19,2000,13,2022-07-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-16
446,bronze,3921,14610,2024-04-28,1000,6,2024-04-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-23
447,bronze,21,2408,2024-05-23,1000,12,2023-02-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-01
448,bronze,3752,14252,2024-01-23,1000,3,2023-03-19,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-18
449,bronze,2952,12626,2024-10-21,1000,7,2021-12-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-26
450,gold,2847,9235,2024-01-14,5000,7,2023-10-06,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-17
451,bronze,4223,14685,2024-01-13,1000,7,2023-11-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-04
452,bronze,3666,9330,2024-06-23,1000,8,2024-06-22,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-12
453,bronze,1866,5490,2024-04-20,1000,6,2024-06-09,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-28
454,bronze,3950,2679,2024-07-29,1000,11,2022-02-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-14
455,silver,4081,8033,2024-04-25,2000,11,2022-01-20,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-25
456,bronze,4240,4187,2024-08-25,1000,9,2024-11-30,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-01-07
457,bronze,2616,6514,2024-01-16,1000,1,2024-09-26,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-16
458,bronze,1708,7952,2024-10-08,1000,7,2024-04-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-28
459,bronze,1488,3601,2024-06-01,1000,4,2023-04-20,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-04
460,platinum,1917,13813,2024-10-24,10000,8,2023-07-28,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-19
461,bronze,3121,2868,2024-08-22,1000,6,2024-05-09,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-09
462,bronze,4229,8351,2024-03-07,1000,5,2022-02-28,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-23
463,bronze,3646,8711,2024-07-19,1000,10,2023-05-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-24
464,bronze,4722,14334,2024-01-18,1000,9,2024-02-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-11
465,silver,811,1343,2024-03-06,2000,9,2022-04-15,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-23
466,bronze,1734,2167,2024-10-16,1000,10,2023-05-28,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-30
467,bronze,1175,153,2024-07-18,1000,10,2023-08-22,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-30
468,bronze,820,10879,2024-10-10,1000,12,2023-04-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-20
469,bronze,2332,9198,2024-02-01,1000,4,2022-01-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-13
470,gold,2556,11860,2024-07-11,5000,2,2022-10-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-15
471,bronze,1247,13404,2024-02-02,1000,2,2023-06-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-01-19
472,bronze,4237,11279,2024-01-04,1000,9,2024-07-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-07
473,bronze,4813,5420,2024-03-08,1000,12,2022-10-31,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-27
474,bronze,792,11705,2024-02-01,1000,4,2024-06-13,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-18
475,silver,4005,13092,2024-01-19,2000,6,2022-06-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-08
476,bronze,4339,5670,2024-07-09,1000,6,2024-11-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-27
477,bronze,4439,11400,2024-10-18,1000,7,2023-06-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-10
478,bronze,4036,1331,2024-04-11,1000,10,2024-05-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-27
479,bronze,1224,3862,2024-06-08,1000,7,2022-08-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-27
480,platinum,1865,14397,2024-02-15,10000,4,2024-08-06,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-06
481,bronze,1637,5146,2024-06-01,1000,12,2022-03-09,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-19
482,bronze,2648,9551,2024-06-28,1000,8,2024-03-11,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-28
483,bronze,890,9549,2024-03-31,1000,3,2024-07-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-26
484,bronze,2255,10962,2024-05-03,1000,10,2023-01-31,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-28
485,silver,3543,11497,2024-06-14,2000,6,2023-04-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-03
486,bronze,2788,375,2024-05-05,1000,7,2022-09-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-07
487,bronze,2067,9413,2024-01-23,1000,10,2024-11-29,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-29
488,bronze,862,7633,2024-04-25,1000,6,2022-09-28,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-02
489,bronze,925,10632,2024-04-22,1000,5,2022-05-18,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-06
490,gold,2765,1375,2024-08-05,5000,7,2022-10-20,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-22
491,bronze,4533,12817,2024-10-04,1000,6,2022-12-08,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-23
492,bronze,2863,3586,2024-08-13,1000,4,2023-03-20,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-06
493,bronze,2902,7989,2024-04-29,1000,7,2022-10-18,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-04
494,bronze,4745,11276,2024-09-16,1000,8,2023-10-13,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-19
495,silver,1418,9565,2024-07-26,2000,9,2023-10-15,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-14
496,bronze,1380,3310,2024-04-11,1000,10,2022-07-28,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-30
497,bronze,4032,11139,2024-02-01,1000,2,2023-03-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-29
498,bronze,929,14565,2024-08-17,1000,7,2023-12-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-13
499,bronze,701,12456,2024-03-05,1000,12,2022-12-31,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-06
500,platinum,3604,9799,2024-01-31,10000,8,2024-06-01,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-29
501,bronze,3089,3878,2024-02-26,1000,10,2022-05-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-03
502,bronze,2732,8703,2024-06-27,1000,7,2024-02-11,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-19
503,bronze,4057,7294,2024-10-20,1000,10,2022-10-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-09
504,bronze,3496,11345,2024-02-11,1000,9,2022-07-10,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-01
505,silver,2568,13461,2024-08-15,2000,5,2023-04-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-18
506,bronze,1677,7151,2024-02-18,1000,4,2024-06-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-26
507,bronze,773,2693,2024-03-10,1000,6,2023-12-22,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-02-02
508,bronze,877,8187,2024-02-20,1000,1,2023-10-06,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-28
509,bronze,1562,8371,2024-02-01,1000,7,2022-09-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-09
510,gold,2169,6747,2024-09-12,5000,9,2022-10-29,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-03
511,bronze,4786,12214,2024-05-25,1000,9,2022-12-20,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-05
512,bronze,3953,5483,2024-09-07,1000,1,2023-10-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-29
513,bronze,3802,9624,2024-04-15,1000,12,2022-06-08,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-19
514,bronze,2622,6218,2024-05-28,1000,11,2022-08-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-10
515,silver,4560,996,2024-04-10,2000,12,2024-03-12,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-10
516,bronze,1026,6824,2024-03-24,1000,4,2022-11-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-23
517,bronze,4290,7996,2024-02-17,1000,12,2023-09-16,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-31
518,bronze,1060,8791,2024-01-04,1000,8,2024-05-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-27
519,bronze,4588,8466,2024-07-04,1000,7,2023-12-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-23
520,platinum,3925,1319,2024-04-25,10000,6,2024-04-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-09
521,bronze,4791,9704,2024-08-08,1000,13,2023-06-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-21
522,bronze,1382,3122,2024-06-29,1000,3,2024-05-28,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-22
523,bronze,302,12144,2024-02-05,1000,6,2023-08-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-14
524,bronze,3687,9764,2024-05-16,1000,5,2024-12-19,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-22
525,silver,4238,8273,2024-02-06,2000,8,2022-03-31,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-01-07
526,bronze,1020,7920,2024-06-18,1000,5,2022-07-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-02
527,bronze,2851,11357,2024-04-04,1000,6,2022-01-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-22
528,bronze,3145,3681,2024-04-06,1000,6,2024-08-11,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-06
529,bronze,3739,8697,2024-10-03,1000,2,2023-06-16,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-14
530,gold,4843,11467,2024-10-21,5000,3,2022-07-13,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-15
531,bronze,4773,3095,2024-09-07,1000,9,2022-07-11,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-13
532,bronze,4867,14021,2024-04-11,1000,4,2023-08-13,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-10
533,bronze,3746,2846,2024-06-13,1000,1,2023-05-06,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-29
534,bronze,4760,375,2024-09-27,1000,9,2022-04-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-09
535,silver,1647,961,2024-05-30,2000,7,2023-08-28,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-02-06
536,bronze,1148,10273,2024-02-27,1000,9,2023-05-09,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-03-01
537,bronze,1430,7367,2024-03-17,1000,11,2022-06-25,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-01
538,bronze,4136,1305,2024-04-18,1000,12,2024-02-15,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-04
539,bronze,4679,12122,2024-08-16,1000,6,2022-01-10,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-12
540,platinum,4366,5816,2024-03-03,10000,12,2022-08-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-03-17
541,bronze,3346,4211,2024-06-02,1000,5,2023-11-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-09
542,bronze,3152,9966,2024-02-01,1000,13,2024-07-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-15
543,bronze,172,7683,2024-04-04,1000,4,2022-01-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-06
544,bronze,986,10299,2024-10-01,1000,3,2023-03-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-12
545,silver,385,6567,2024-03-18,2000,9,2024-07-25,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-24
546,bronze,4675,10272,2024-03-16,1000,5,2023-04-10,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-01-28
547,bronze,3456,2160,2024-06-23,1000,2,2024-04-29,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-07
548,bronze,3951,2940,2024-08-05,1000,3,2024-07-18,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-18
549,bronze,4568,6924,2024-05-20,1000,13,2023-09-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-26
550,gold,1132,5558,2024-04-05,5000,9,2024-03-16,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-17
551,bronze,3762,8615,2024-08-06,1000,6,2024-08-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-22
552,bronze,3150,258,2024-08-06,1000,12,2023-02-02,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-10
553,bronze,3237,4313,2024-05-06,1000,1,2022-11-02,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-02
554,bronze,2843,14148,2024-03-18,1000,12,2023-04-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-22
555,silver,3993,2169,2024-09-24,2000,2,2023-03-19,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-20
556,bronze,421,11967,2024-03-04,1000,10,2024-09-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-24
557,bronze,4655,12812,2024-05-27,1000,2,2023-10-31,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-13
558,bronze,941,1167,2024-10-15,1000,3,2024-09-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-12
559,bronze,3797,11380,2024-10-03,1000,12,2022-08-18,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-25
560,platinum,443,10498,2024-09-05,10000,4,2023-08-16,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-01
561,bronze,846,10629,2024-07-30,1000,9,2024-03-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-02
562,bronze,57,10598,2024-05-14,1000,1,2022-05-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-06
563,bronze,2,10192,2024-01-26,1000,5,2023-02-01,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-03
564,bronze,626,8956,2024-06-14,1000,6,2022-11-25,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-20
565,silver,565,5967,2024-02-01,2000,12,2023-12-22,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-31
566,bronze,2961,9189,2024-03-11,1000,10,2024-05-18,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-27
567,bronze,4848,13753,2024-01-16,1000,8,2022-06-06,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-14
568,bronze,2308,12628,2024-06-20,1000,3,2023-02-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-02-15
569,bronze,3954,7973,2024-04-22,1000,4,2022-11-12,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-17
570,gold,3302,11345,2024-07-07,5000,5,2023-10-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-29
571,bronze,2470,3725,2024-09-15,1000,3,2022-04-11,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-29
572,bronze,3060,13384,2024-06-26,1000,10,2022-08-31,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-19
573,bronze,4050,14885,2024-05-03,1000,9,2023-01-26,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-03-10
574,bronze,2828,12753,2024-09-10,1000,6,2023-02-08,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-21
575,silver,1263,6363,2024-02-21,2000,4,2024-11-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-03-02
576,bronze,2060,14178,2024-08-11,1000,11,2024-07-01,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-02
