mention_id,customer_id,platform,post_url,username,post_date,post_type,post_text,hashtags,mentions,engagement_count,follower_count,sentiment_score,brand_mentioned,products_tagged,influence_score,ugc_usage_rights,campaign_tagged
SM70N9EM9N,40813,TikTok,https://tiktok.com/@trendsetter_mia/video/7653299,trendsetter_mia,2025-02-25 17:32:34,Video,Found the perfect yoga for date night! Link in bio 💕 #outfit #trendy #styleinspo #lookbook #styling #outfitinspo,#outfit #trendy #styleinspo #lookbook #styling #outfitinspo,@eliteedge2,212,2730,-0.62,Elite Edge 2,P000401,23,True,
SMU73365RD,40556,Facebook,https://facebook.com/outfit_obsessed/posts/8368441,outfit_obsessed,2024-08-06 03:03:41,Comment,Styling my new accessories three different ways! Swipe to see ➡️ #fashion #trendy #outfitinspo,#fashion #trendy #outfitinspo,@metrostyle2,16651,255369,0.83,Metro Style 2,P000283,70,False,
SMJCZLXOZV,49459,TikTok,https://tiktok.com/@chic_and_sleek/video/1097573,chic_and_sleek,2025-06-23 00:03:38,Video,This jewelry is giving me life! Such amazing quality 💫 #fashionpost #fashionblogger #fashionista #lookbook #instafashion #ootd,#fashionpost #fashionblogger #fashionista #lookbook #instafashion #ootd,@citycasual2,76,1916,0.78,City Casual 2,P000005,40,False,campaign_summer
SMLWB46T86,30823,Instagram,https://instagram.com/p/QEXUFQJEGY1,fashionista_maya,2025-05-12 18:50:01,Reel,Chic Collection never disappoints! This clothing is pure perfection 🔥 #lookbook #styling #outfitinspo #fashion #fashionpost,#lookbook #styling #outfitinspo #fashion #fashionpost,@chiccollection,369,7110,-0.4,Chic Collection,P000006,45,True,
SMMIAY8MLN,33289,Twitter,https://twitter.com/style_maven_kate/status/3748049,style_maven_kate,2024-11-30 08:38:04,Post,Bold Basics never disappoints! This pants is pure perfection 🔥 #outfitinspo #fashion #trendy #outfit #fashionblogger #fashionlover,#outfitinspo #fashion #trendy #outfit #fashionblogger #fashionlover,@boldbasics,5015,912435,-0.77,Bold Basics,P000290,77,False,campaign_holiday
SMA03DAZ3R,5284,TikTok,https://tiktok.com/@style_queen_jen/video/9604731,style_queen_jen,2023-10-28 14:10:28,Post,Can''t get enough of this activewear! Perfect for fall vibes ✨ #styleinspo #fashion #styling #streetstyle #style #ootd,#styleinspo #fashion #styling #streetstyle #style #ootd,@luxelabel2,460,2505,0.96,Luxe Label 2,P000567,34,False,campaign_holiday
SMQWB7YGHB,38043,TikTok,https://tiktok.com/@chic_sarah/video/9571954,chic_sarah,2024-09-17 08:39:36,Post,Styling my new yoga three different ways! Swipe to see ➡️ #fashionlover #fashionblogger #outfitinspo #instafashion,#fashionlover #fashionblogger #outfitinspo #instafashion,@sunsetstyles2,163387,4570879,-0.27,Sunset Styles 2,P000485,84,True,
SMDL0L89K8,2974,Instagram,https://instagram.com/p/T3U6OKGK8MY,fashion_guru_anna,2023-12-07 11:38:38,Comment,Can''t get enough of this tops! Perfect for summer vibes ✨ #styling #ootd #outfitinspo #fashionista,#styling #ootd #outfitinspo #fashionista,@citycasual,1163,67532,0.52,City Casual,P000309,44,False,campaign_fall
SMIYBHK3H3,7135,Pinterest,https://pinterest.com/chic_and_sleek/pin/4829651,chic_and_sleek,2024-05-31 09:06:55,Comment,Casual Friday calls for this comfy jewelry - so versatile! #lookbook #outfitinspo #fashionblogger,#lookbook #outfitinspo #fashionblogger,@urbanthread3,3625,48475,0.05,Urban Thread 3,P000239,62,True,campaign_holiday
SM7PKBRFBF,267,Twitter,https://twitter.com/chic_sarah/status/8306755,chic_sarah,2024-04-13 03:08:46,Reel,Just got my hands on the latest formal from Sunset Styles 3! Absolutely obsessed 😍 #styling #fashion #fashionista #lookbook,#styling #fashion #fashionista #lookbook,@sunsetstyles3,3157,29028,-0.05,Sunset Styles 3,P000626,40,False,
SMODUX5X64,13274,Instagram,https://instagram.com/p/UBV9TKRWQDY,glamour_vibes,2024-06-07 04:21:02,Video,This clothing is giving me life! Such amazing quality 💫 #trendy #fashionblogger #fashion #lookbook #fashionlover #outfit,#trendy #fashionblogger #fashion #lookbook #fashionlover #outfit,@streetsmart,307,7771,-0.08,Street Smart,P000366,20,True,
SMRB0FGYNS,42610,Twitter,https://twitter.com/glamour_vibes/status/3678133,glamour_vibes,2023-12-29 03:01:32,Post,Found the perfect clothing for date night! Link in bio 💕 #fashion #trendy #fashionlover,#fashion #trendy #fashionlover,@classiccraft2,32762,171325,-0.16,Classic Craft 2,P000588,77,True,
SMW6M0JTQU,39111,TikTok,https://tiktok.com/@glamour_girl_23/video/1073561,glamour_girl_23,2025-05-22 03:25:39,Reel,Just got my hands on the latest tops from Sunset Styles! Absolutely obsessed 😍 #lookbook #fashion #ootd #style #styling #fashionblogger,#lookbook #fashion #ootd #style #styling #fashionblogger,@sunsetstyles,132199,3250906,0.79,Sunset Styles,P000293,100,True,campaign_holiday
SMYPP0KLX5,20862,TikTok,https://tiktok.com/@fashion_guru_anna/video/9461660,fashion_guru_anna,2024-08-09 00:27:34,Video,This footwear is giving me life! Such amazing quality 💫 #fashionlover #fashion #outfit #style,#fashionlover #fashion #outfit #style,@vintagevibe2,243,9834,0.27,Vintage Vibe 2,P000709,49,False,campaign_spring
SM0HC39ERM,34814,Instagram,https://instagram.com/p/05SA9C2LTWI,trendy_alex,2025-08-01 21:11:32,Story,Casual Friday calls for this comfy tops - so versatile! #fashionpost #styleinspo #instafashion #ootd,#fashionpost #styleinspo #instafashion #ootd,@eliteedge2,570,75365,-0.46,Elite Edge 2,P000217,66,False,
SMOET37PJ6,16518,TikTok,https://tiktok.com/@fashion_guru_anna/video/9012676,fashion_guru_anna,2024-11-02 18:51:35,Reel,Just got my hands on the latest pants from Bold Basics 2! Absolutely obsessed 😍 #lookbook #ootd #styleinspo #fashionlover,#lookbook #ootd #styleinspo #fashionlover,@boldbasics2,150,5034,0.79,Bold Basics 2,P000114,46,True,
SMFM2OGGV9,29428,Pinterest,https://pinterest.com/fashion_guru_anna/pin/6044884,fashion_guru_anna,2025-07-01 19:50:53,Story,City Casual never disappoints! This jewelry is pure perfection 🔥 #fashionpost #instafashion #trendy #streetstyle #styling #outfit,#fashionpost #instafashion #trendy #streetstyle #styling #outfit,@citycasual,263008,5937576,-0.73,City Casual,P000143,92,False,
SMYS9W24XV,17781,Facebook,https://facebook.com/trendsetter_mia/posts/7830920,trendsetter_mia,2023-09-30 23:32:52,Video,Casual Friday calls for this comfy jewelry - so versatile! #fashionblogger #style #ootd #styling #outfit,#fashionblogger #style #ootd #styling #outfit,@sunsetstyles,4050,15724,-0.72,Sunset Styles,P000025,61,False,
SMULR7Z3UO,16574,TikTok,https://tiktok.com/@glamour_girl_23/video/1869156,glamour_girl_23,2025-02-21 21:46:07,Video,Bold Basics never disappoints! This formal is pure perfection 🔥 #instafashion #style #fashion #ootd #streetstyle #trendy,#instafashion #style #fashion #ootd #streetstyle #trendy,@boldbasics,382,7933,-0.54,Bold Basics,P000432,36,False,campaign_holiday
SMU4AVPMX5,2062,Pinterest,https://pinterest.com/glamour_girl_23/pin/1608334,glamour_girl_23,2025-08-05 08:16:30,Reel,Found the perfect clothing for date night! Link in bio 💕 #outfitinspo #instafashion #trendy #fashionpost #fashion #styling,#outfitinspo #instafashion #trendy #fashionpost #fashion #styling,@citycasual2,423,1856,-0.32,City Casual 2,P000153,22,False,
SM6L3EXTS6,16294,TikTok,https://tiktok.com/@chic_and_sleek/video/1071275,chic_and_sleek,2024-11-24 12:46:05,Story,Styling my new bottoms three different ways! Swipe to see ➡️ #fashionlover #outfit #fashionpost #styleinspo #stylish,#fashionlover #outfit #fashionpost #styleinspo #stylish,@streetsmart2,947,15078,-0.89,Street Smart 2,P000486,43,True,campaign_holiday
SMDYJXM8OG,26008,Facebook,https://facebook.com/fashion_diary_emma/posts/9299483,fashion_diary_emma,2024-09-22 21:57:13,Video,Can''t get enough of this formal! Perfect for spring vibes ✨ #style #fashionpost #fashionblogger #lookbook #fashionlover #trendy,#style #fashionpost #fashionblogger #lookbook #fashionlover #trendy,@coastalchic,3775,58957,0.99,Coastal Chic,P000109,58,False,campaign_fall
SMC9ASZ5G4,49990,TikTok,https://tiktok.com/@fashion_guru_anna/video/5418842,fashion_guru_anna,2024-08-16 01:35:01,Comment,Casual Friday calls for this comfy footwear - so versatile! #style #instafashion #streetstyle #ootd #fashionista,#style #instafashion #streetstyle #ootd #fashionista,@citycasual2,3890,98011,0.07,City Casual 2,P000144,50,False,
SM04FI3D7J,39290,Twitter,https://twitter.com/trendy_alex/status/9882151,trendy_alex,2023-11-11 04:31:40,Story,Style Studio 2 never disappoints! This footwear is pure perfection 🔥 #style #fashionista #styleinspo #styling,#style #fashionista #styleinspo #styling,@stylestudio2,4543,93796,-0.96,Style Studio 2,P000325,69,True,
SMW1Z6R222,8776,Instagram,https://instagram.com/p/S86Y05B967E,fashion_guru_anna,2024-02-22 18:52:57,Story,Styling my new formal three different ways! Swipe to see ➡️ #stylish #ootd #fashionlover #styleinspo #outfit,#stylish #ootd #fashionlover #styleinspo #outfit,@chiccollection,284,9110,0.32,Chic Collection,P000286,42,False,campaign_spring
SMVAXQUD13,26875,Instagram,https://instagram.com/p/EEEMMV8B71K,fashion_forward_lily,2024-11-05 18:30:04,Reel,This pants is giving me life! Such amazing quality 💫 #outfitinspo #fashionista #outfit #styling #fashionblogger #instafashion,#outfitinspo #fashionista #outfit #styling #fashionblogger #instafashion,@chiccollection2,1110,69071,-0.54,Chic Collection 2,P000033,40,False,
SMJLAR90ES,22956,Instagram,https://instagram.com/p/OXC0VVKLQ0X,trendsetter_mia,2024-07-07 02:08:47,Post,Casual Friday calls for this comfy clothing - so versatile! #fashionblogger #fashionista #fashion #styleinspo,#fashionblogger #fashionista #fashion #styleinspo,@chiccollection,391131,2962538,0.27,Chic Collection,P000229,84,True,campaign_fall
SMPGJX19EM,41772,Instagram,https://instagram.com/p/BC4PW8ZW7NH,fashion_guru_anna,2025-01-25 16:49:37,Story,This yoga is giving me life! Such amazing quality 💫 #fashionblogger #fashionista #fashionlover #stylish #styling,#fashionblogger #fashionista #fashionlover #stylish #styling,@modernmuse,11203,259581,-0.99,Modern Muse,P000524,81,False,
SMWW4HUDSN,3446,Facebook,https://facebook.com/trendy_alex/posts/4201282,trendy_alex,2025-05-09 15:12:46,Reel,Casual Friday calls for this comfy running - so versatile! #lookbook #outfitinspo #fashionblogger #stylish,#lookbook #outfitinspo #fashionblogger #stylish,@luxelabel2,4522,43467,-0.78,Luxe Label 2,P000493,41,True,
SMF7Q2398N,23746,Pinterest,https://pinterest.com/street_style_sam/pin/6262297,street_style_sam,2024-10-21 06:40:31,Reel,Modern Muse 2 never disappoints! This bottoms is pure perfection 🔥 #fashion #style #trendy #fashionlover,#fashion #style #trendy #fashionlover,@modernmuse2,1758,69293,0.47,Modern Muse 2,P000170,56,True,
SM04NWF222,4632,TikTok,https://tiktok.com/@outfit_obsessed/video/8097119,outfit_obsessed,2025-01-27 20:33:16,Story,Found the perfect formal for date night! Link in bio 💕 #outfitinspo #instafashion #stylish #streetstyle,#outfitinspo #instafashion #stylish #streetstyle,@classiccraft,4153,94882,-0.0,Classic Craft,P000234,58,False,
SM6BXPDZLH,40030,TikTok,https://tiktok.com/@chic_sarah/video/9602280,chic_sarah,2024-09-07 10:19:52,Video,New bottoms haul from Coastal Chic 3 - which one should I style first? #style #fashionlover #fashion #streetstyle #styling #fashionpost,#style #fashionlover #fashion #streetstyle #styling #fashionpost,@coastalchic3,468,6845,0.67,Coastal Chic 3,P000535,46,False,
SMXQQGD5KX,13645,Instagram,https://instagram.com/p/6YRGC5FJ2TE,trendy_alex,2025-05-12 09:20:27,Reel,Found the perfect yoga for date night! Link in bio 💕 #styling #fashionista #fashionpost #fashionlover,#styling #fashionista #fashionpost #fashionlover,@metrostyle3,4331,32361,0.62,Metro Style 3,P000590,60,True,
SM1QX4Q7XO,36995,Facebook,https://facebook.com/outfit_obsessed/posts/3367380,outfit_obsessed,2023-11-09 04:12:13,Reel,Styling my new clothing three different ways! Swipe to see ➡️ #streetstyle #fashionpost #fashionista #lookbook #ootd #fashionblogger,#streetstyle #fashionpost #fashionista #lookbook #ootd #fashionblogger,@metrostyle3,387,7153,-0.99,Metro Style 3,P000324,28,False,campaign_spring
SMRUJ3NP6W,35497,Facebook,https://facebook.com/trendy_alex/posts/1317782,trendy_alex,2024-03-06 04:41:28,Video,Found the perfect yoga for date night! Link in bio 💕 #trendy #style #fashionpost,#trendy #style #fashionpost,@citycasual,3363,30454,0.46,City Casual,P000662,42,False,
SMNKN444O0,6046,Facebook,https://facebook.com/street_style_sam/posts/8610176,street_style_sam,2024-04-24 12:22:46,Story,Found the perfect yoga for date night! Link in bio 💕 #fashion #fashionlover #style #styling #outfit,#fashion #fashionlover #style #styling #outfit,@trendtribe,947,53633,0.45,Trend Tribe,P000277,62,False,
SMWK51GLRA,19718,TikTok,https://tiktok.com/@chic_sarah/video/1914616,chic_sarah,2024-11-29 16:17:12,Video,New running haul from City Casual 2 - which one should I style first? #fashion #fashionlover #lookbook #instafashion #styleinspo,#fashion #fashionlover #lookbook #instafashion #styleinspo,@citycasual2,980,20956,0.68,City Casual 2,P000003,50,False,
SMC6PUCUXE,21917,TikTok,https://tiktok.com/@style_inspiration/video/9861477,style_inspiration,2024-01-09 20:21:14,Post,Just got my hands on the latest activewear from Bella Vista 2! Absolutely obsessed 😍 #outfitinspo #outfit #fashionblogger #styling,#outfitinspo #outfit #fashionblogger #styling,@bellavista2,35333,331002,-0.04,Bella Vista 2,P000013,67,True,
SMW35F5SAY,7980,Instagram,https://instagram.com/p/PPHV9OB7NBQ,fashion_guru_anna,2025-09-19 15:09:51,Video,Can''t get enough of this bottoms! Perfect for winter vibes ✨ #style #streetstyle #outfitinspo #fashion #fashionista #styling,#style #streetstyle #outfitinspo #fashion #fashionista #styling,@citycasual2,359,7509,0.08,City Casual 2,P000226,21,False,
SMCLRL9A3G,29644,Instagram,https://instagram.com/p/TPG97GZA2BZ,trendsetter_mia,2024-05-10 19:20:34,Story,Luxe Label 2 never disappoints! This clothing is pure perfection 🔥 #fashionblogger #fashionlover #ootd #stylish,#fashionblogger #fashionlover #ootd #stylish,@luxelabel2,41908,990778,-0.23,Luxe Label 2,P000521,77,True,
SMG3HD6OI9,5758,Instagram,https://instagram.com/p/LV323XQPLUY,glamour_girl_23,2024-09-04 09:09:59,Post,New bottoms haul from Elite Edge 2 - which one should I style first? #fashionblogger #fashion #styling,#fashionblogger #fashion #styling,@eliteedge2,477,2075,0.59,Elite Edge 2,P000392,30,True,
SMVK0KJ1YT,40060,TikTok,https://tiktok.com/@glamour_girl_23/video/8383618,glamour_girl_23,2025-08-14 06:15:41,Reel,Just got my hands on the latest pants from Sunset Styles 3! Absolutely obsessed 😍 #stylish #trendy #fashionlover,#stylish #trendy #fashionlover,@sunsetstyles3,3486,18222,-0.8,Sunset Styles 3,P000525,43,True,
SM4PYX3S63,10205,Facebook,https://facebook.com/outfit_obsessed/posts/9397547,outfit_obsessed,2025-03-25 10:24:52,Reel,Just got my hands on the latest running from Modern Muse 3! Absolutely obsessed 😍 #streetstyle #trendy #fashionlover,#streetstyle #trendy #fashionlover,@modernmuse3,336,9102,0.72,Modern Muse 3,P000096,38,False,
SMLRKAIHN0,27961,Instagram,https://instagram.com/p/MS9TKYJXRY9,fashionista_maya,2024-10-10 13:46:24,Comment,Found the perfect accessories for date night! Link in bio 💕 #fashionista #instafashion #outfitinspo #styling #outfit #fashion,#fashionista #instafashion #outfitinspo #styling #outfit #fashion,@eliteedge3,99,7369,0.73,Elite Edge 3,P000489,23,True,
SM57GNVBA4,38633,Facebook,https://facebook.com/outfit_obsessed/posts/6808878,outfit_obsessed,2024-01-02 09:38:12,Video,Can''t get enough of this footwear! Perfect for fall vibes ✨ #outfitinspo #fashionpost #stylish #trendy #fashionista,#outfitinspo #fashionpost #stylish #trendy #fashionista,@metrostyle3,141,8130,-0.54,Metro Style 3,P000156,44,False,
SML4RV2YN9,8775,Instagram,https://instagram.com/p/IXMNHKTGIWE,trendsetter_mia,2023-10-22 12:15:21,Story,New accessories haul from Classic Craft 3 - which one should I style first? #style #fashionblogger #streetstyle #outfitinspo #fashionista #fashionpost,#style #fashionblogger #streetstyle #outfitinspo #fashionista #fashionpost,@classiccraft3,276,3374,0.25,Classic Craft 3,P000498,49,False,
SMF9HKJF0U,16281,TikTok,https://tiktok.com/@fashion_diary_emma/video/6364985,fashion_diary_emma,2025-01-31 10:33:25,Video,Bella Vista never disappoints! This yoga is pure perfection 🔥 #styling #ootd #style #stylish,#styling #ootd #style #stylish,@bellavista,2177,30590,0.58,Bella Vista,P000371,55,False,
SMZB62G6B4,28651,TikTok,https://tiktok.com/@chic_and_sleek/video/6470553,chic_and_sleek,2025-01-15 00:16:51,Comment,Styling my new bottoms three different ways! Swipe to see ➡️ #styleinspo #fashion #lookbook #trendy,#styleinspo #fashion #lookbook #trendy,@luxelabel,339253,3781335,-0.68,Luxe Label,P000503,80,False,campaign_fall
SMQ4CN4WQA,34182,Instagram,https://instagram.com/p/NSNT3EFHZCO,style_inspiration,2025-06-11 22:22:42,Story,Luxe Label never disappoints! This clothing is pure perfection 🔥 #fashion #fashionlover #trendy #lookbook #outfit #fashionpost,#fashion #fashionlover #trendy #lookbook #outfit #fashionpost,@luxelabel,433,8220,0.67,Luxe Label,P000591,25,True,
SM2IXW2LYN,18717,Instagram,https://instagram.com/p/B38LSTU0CGF,fashionista_maya,2024-04-02 22:55:06,Story,Casual Friday calls for this comfy clothing - so versatile! #instafashion #ootd #styleinspo #stylish #style #lookbook,#instafashion #ootd #styleinspo #stylish #style #lookbook,@eliteedge3,4405,68173,0.52,Elite Edge 3,P000346,69,False,
SM3Y2EU0ES,25489,TikTok,https://tiktok.com/@chic_and_sleek/video/7842541,chic_and_sleek,2025-04-03 09:24:05,Video,This jewelry is giving me life! Such amazing quality 💫 #fashionlover #outfit #lookbook #instafashion #fashion,#fashionlover #outfit #lookbook #instafashion #fashion,@freshfashion,23884,382936,-0.85,Fresh Fashion,P000117,70,False,campaign_holiday
SMCFU9NLGS,37376,Pinterest,https://pinterest.com/outfit_obsessed/pin/3363734,outfit_obsessed,2024-01-31 02:28:24,Video,This activewear is giving me life! Such amazing quality 💫 #outfit #fashion #trendy #fashionpost #fashionblogger,#outfit #fashion #trendy #fashionpost #fashionblogger,@stylestudio,2158,87676,0.59,Style Studio,P000614,59,True,
SM1SNBC5AD,16087,Instagram,https://instagram.com/p/WCHGTWY3Y76,fashion_guru_anna,2024-05-28 10:53:34,Comment,Metro Style 2 never disappoints! This activewear is pure perfection 🔥 #fashionpost #styling #lookbook #fashionlover #trendy #outfit,#fashionpost #styling #lookbook #fashionlover #trendy #outfit,@metrostyle2,2061,65248,0.49,Metro Style 2,P000013,60,True,
SMZC7BKSKI,1683,Instagram,https://instagram.com/p/4G4ZRRP52I7,trendy_alex,2024-11-30 22:28:26,Comment,This yoga is giving me life! Such amazing quality 💫 #outfitinspo #fashionista #fashionlover #instafashion #lookbook,#outfitinspo #fashionista #fashionlover #instafashion #lookbook,@urbanthread,458922,5101807,0.97,Urban Thread,P000524,93,False,
SM4RQVZYIE,24629,Twitter,https://twitter.com/chic_and_sleek/status/9818262,chic_and_sleek,2023-10-10 17:00:03,Video,Just got my hands on the latest clothing from Bold Basics! Absolutely obsessed 😍 #ootd #fashionblogger #fashionlover,#ootd #fashionblogger #fashionlover,@boldbasics,416,9398,-0.29,Bold Basics,P000268,45,False,
SMH4EM5GOT,484,Instagram,https://instagram.com/p/LZ5RLTDCL3A,chic_and_sleek,2024-12-02 00:48:10,Comment,Can''t get enough of this footwear! Perfect for winter vibes ✨ #fashionista #style #stylish,#fashionista #style #stylish,@streetsmart,79,4558,-0.79,Street Smart,P000703,24,False,campaign_spring
SMCX8G4XU4,1220,Twitter,https://twitter.com/trendsetter_mia/status/1302071,trendsetter_mia,2024-08-11 23:35:17,Comment,New formal haul from Bold Basics - which one should I style first? #outfit #ootd #trendy #fashionpost #styling,#outfit #ootd #trendy #fashionpost #styling,@boldbasics,285,2137,-0.38,Bold Basics,P000675,39,True,
SMWKBZ8A06,49517,TikTok,https://tiktok.com/@trendy_alex/video/1609461,trendy_alex,2023-12-11 11:38:09,Reel,New clothing haul from Modern Muse - which one should I style first? #fashionlover #fashion #stylish #instafashion,#fashionlover #fashion #stylish #instafashion,@modernmuse,3679,46339,-0.54,Modern Muse,P000397,59,True,
SM5V72KALW,7343,Instagram,https://instagram.com/p/B6X38DHEVPB,style_maven_kate,2024-03-22 14:48:51,Story,Found the perfect formal for date night! Link in bio 💕 #outfit #fashion #fashionista #outfitinspo #instafashion,#outfit #fashion #fashionista #outfitinspo #instafashion,@eliteedge,413,7590,-0.32,Elite Edge,P000432,25,False,
SM5AA2KOYR,15654,Facebook,https://facebook.com/outfit_obsessed/posts/6370127,outfit_obsessed,2025-07-14 15:01:45,Post,This pants is giving me life! Such amazing quality 💫 #styleinspo #stylish #fashionista #ootd,#styleinspo #stylish #fashionista #ootd,@classiccraft2,41927,347989,-0.81,Classic Craft 2,P000228,61,False,
SMN0XCS16A,15806,TikTok,https://tiktok.com/@trendsetter_mia/video/5873004,trendsetter_mia,2025-09-08 04:20:13,Story,Bella Vista never disappoints! This running is pure perfection 🔥 #stylish #outfitinspo #fashionista,#stylish #outfitinspo #fashionista,@bellavista,187,2987,-0.66,Bella Vista,P000372,32,True,
SMB8E9UF3Q,22811,Facebook,https://facebook.com/chic_and_sleek/posts/6856249,chic_and_sleek,2023-12-27 05:09:32,Reel,Can''t get enough of this accessories! Perfect for winter vibes ✨ #fashionlover #styleinspo #fashion,#fashionlover #styleinspo #fashion,@chiccollection2,357,2722,0.6,Chic Collection 2,P000561,36,False,
SM2FFA489C,25655,Facebook,https://facebook.com/trendsetter_mia/posts/9372452,trendsetter_mia,2024-09-22 12:06:09,Post,Metro Style 3 never disappoints! This pants is pure perfection 🔥 #trendy #styleinspo #outfitinspo #fashionpost #styling,#trendy #styleinspo #outfitinspo #fashionpost #styling,@metrostyle3,1806,94869,0.66,Metro Style 3,P000149,61,False,
SM7MCKUM88,22241,TikTok,https://tiktok.com/@fashion_guru_anna/video/8345724,fashion_guru_anna,2023-12-30 07:49:05,Post,Casual Friday calls for this comfy formal - so versatile! #outfit #fashionista #lookbook #fashionlover #styling,#outfit #fashionista #lookbook #fashionlover #styling,@eliteedge3,195,4727,-0.71,Elite Edge 3,P000386,35,True,
SMPFHAKR2A,47114,Instagram,https://instagram.com/p/WB2ASFLXEZX,chic_sarah,2025-02-14 04:16:27,Story,New clothing haul from Luxe Label - which one should I style first? #instafashion #lookbook #fashionista #outfit #stylish,#instafashion #lookbook #fashionista #outfit #stylish,@luxelabel,3367,86380,-0.27,Luxe Label,P000482,49,False,
SMKCNYDI9W,13249,Twitter,https://twitter.com/glamour_vibes/status/6812098,glamour_vibes,2025-07-07 10:21:49,Reel,New accessories haul from Style Studio - which one should I style first? #lookbook #trendy #outfit,#lookbook #trendy #outfit,@stylestudio,48150,792838,0.54,Style Studio,P000193,62,False,
SMX9PD327K,36288,Facebook,https://facebook.com/chic_and_sleek/posts/8101540,chic_and_sleek,2024-01-27 16:19:13,Reel,Just got my hands on the latest activewear from Street Smart! Absolutely obsessed 😍 #fashionlover #outfitinspo #fashionpost #style,#fashionlover #outfitinspo #fashionpost #style,@streetsmart,4150,24891,0.44,Street Smart,P000629,46,False,
SMM55UGPAS,30379,Pinterest,https://pinterest.com/chic_and_sleek/pin/3604540,chic_and_sleek,2024-10-21 04:28:59,Reel,Styling my new pants three different ways! Swipe to see ➡️ #styleinspo #fashion #styling #fashionpost #style,#styleinspo #fashion #styling #fashionpost #style,@metrostyle,250495,6966022,0.53,Metro Style,P000339,85,True,campaign_summer
SMIBUSA0WQ,21125,Instagram,https://instagram.com/p/43154MAPHAY,trendy_alex,2025-09-23 12:00:13,Video,Just got my hands on the latest pants from Bold Basics! Absolutely obsessed 😍 #fashionpost #instafashion #outfitinspo #style #fashionblogger #fashionlover,#fashionpost #instafashion #outfitinspo #style #fashionblogger #fashionlover,@boldbasics,122,6465,0.18,Bold Basics,P000253,20,True,
SMXI17L2OP,42382,Instagram,https://instagram.com/p/MZAP796IQPH,glamour_vibes,2025-04-08 16:32:41,Reel,Casual Friday calls for this comfy bottoms - so versatile! #ootd #outfitinspo #stylish #fashion #lookbook #streetstyle,#ootd #outfitinspo #stylish #fashion #lookbook #streetstyle,@bellavista,426,3015,0.2,Bella Vista,P000337,20,False,
SMG5WU9LOL,36910,Facebook,https://facebook.com/chic_and_sleek/posts/1719580,chic_and_sleek,2024-05-13 18:47:03,Post,This bottoms is giving me life! Such amazing quality 💫 #styling #ootd #outfit #fashionista,#styling #ootd #outfit #fashionista,@pureelegance,16800,495452,0.85,Pure Elegance,P000419,83,False,campaign_summer
SMX0BMZDD2,20198,TikTok,https://tiktok.com/@chic_and_sleek/video/2440317,chic_and_sleek,2024-10-29 08:09:08,Story,Casual Friday calls for this comfy tops - so versatile! #fashionista #outfitinspo #fashionlover #fashionblogger,#fashionista #outfitinspo #fashionlover #fashionblogger,@modernmuse2,672,35060,0.36,Modern Muse 2,P000460,68,True,
SMG4REPUOC,28034,TikTok,https://tiktok.com/@glamour_girl_23/video/2259480,glamour_girl_23,2025-03-30 23:54:59,Reel,Styling my new formal three different ways! Swipe to see ➡️ #stylish #fashionblogger #fashion #style #ootd #fashionlover,#stylish #fashionblogger #fashion #style #ootd #fashionlover,@streetsmart,276,4937,-0.08,Street Smart,P000678,28,True,campaign_summer
SMCDOTVOIW,16734,Facebook,https://facebook.com/style_maven_kate/posts/4254686,style_maven_kate,2024-04-29 11:06:00,Post,Found the perfect clothing for date night! Link in bio 💕 #outfitinspo #style #fashionista #streetstyle #fashionlover,#outfitinspo #style #fashionista #streetstyle #fashionlover,@sunsetstyles3,325,8557,-0.97,Sunset Styles 3,P000235,35,False,campaign_summer
SMSW1YK83G,2972,Twitter,https://twitter.com/glamour_vibes/status/2149728,glamour_vibes,2024-08-17 19:23:30,Comment,Just got my hands on the latest activewear from Metro Style 2! Absolutely obsessed 😍 #ootd #trendy #streetstyle #lookbook #fashion #fashionblogger,#ootd #trendy #streetstyle #lookbook #fashion #fashionblogger,@metrostyle2,2942,26328,0.56,Metro Style 2,P000684,57,False,campaign_summer
SMSG61VH0A,17191,Pinterest,https://pinterest.com/style_inspiration/pin/2571836,style_inspiration,2025-07-09 10:28:21,Reel,Styling my new footwear three different ways! Swipe to see ➡️ #instafashion #styling #ootd #style,#instafashion #styling #ootd #style,@vintagevibe2,67,7185,-0.99,Vintage Vibe 2,P000559,49,True,campaign_summer
SMHI0X5FRZ,18166,Twitter,https://twitter.com/trendsetter_mia/status/2606578,trendsetter_mia,2024-10-08 20:32:04,Comment,This bottoms is giving me life! Such amazing quality 💫 #instafashion #fashionista #outfitinspo #outfit #styleinspo #stylish,#instafashion #fashionista #outfitinspo #outfit #styleinspo #stylish,@chiccollection,385,2834,-0.79,Chic Collection,P000412,22,True,
SMAF6YTCMB,13602,Instagram,https://instagram.com/p/OXIL6RSOFRV,style_maven_kate,2024-09-30 20:54:19,Comment,This bottoms is giving me life! Such amazing quality 💫 #style #lookbook #outfit #styling,#style #lookbook #outfit #styling,@pureelegance2,236,4037,-0.82,Pure Elegance 2,P000516,42,False,
SMSF81BGKS,11380,Instagram,https://instagram.com/p/822XSJUIL3P,chic_and_sleek,2024-04-06 09:33:50,Post,This activewear is giving me life! Such amazing quality 💫 #fashionpost #lookbook #styling #outfitinspo,#fashionpost #lookbook #styling #outfitinspo,@eliteedge2,4683,79610,0.72,Elite Edge 2,P000250,61,True,
