response_id,campaign_id,customer_id,sent_date,delivered_date,opened_date,clicked_date,converted_date,conversion_order_id,conversion_amount,response_status
RESP_000492,CAMP002,359,2025-08-08 19:57:52.193712,2025-08-08 20:23:58.84867,,,,,0.00,delivered
RESP_000493,CAMP003,359,2025-08-28 03:49:03.285031,2025-08-28 05:46:49.643651,,,,,0.00,delivered
RESP_000494,CAMP004,359,2025-09-15 01:38:52.585289,2025-09-15 01:55:44.809979,2025-09-16 01:42:12.016721,,,,0.00,opened
RESP_000495,CAMP005,359,2025-10-05 03:09:02.114037,2025-10-05 05:07:16.464989,2025-10-06 20:36:58.274261,,,,0.00,opened
RESP_000496,CAMP001,4729,2025-07-19 20:28:14.547959,2025-07-19 21:07:40.118016,,,,,0.00,delivered
RESP_000497,CAMP002,4729,2025-08-08 19:57:52.193712,2025-08-08 20:41:06.962511,,,,,0.00,delivered
RESP_000498,CAMP003,4729,2025-08-28 03:49:03.285031,2025-08-28 05:38:33.812913,,,,,0.00,delivered
RESP_000499,CAMP004,4729,2025-09-15 01:38:52.585289,2025-09-15 03:37:03.857249,,,,,0.00,delivered
RESP_000500,CAMP005,4729,2025-10-05 03:09:02.114037,2025-10-05 03:42:01.820649,,,,,0.00,delivered
RESP_000501,CAMP001,4749,2025-07-19 20:28:14.547959,2025-07-19 21:07:13.804289,,,,,0.00,delivered
RESP_000502,CAMP002,4749,2025-08-08 19:57:52.193712,2025-08-08 21:15:25.844236,,,,,0.00,delivered
RESP_000503,CAMP003,4749,2025-08-28 03:49:03.285031,2025-08-28 04:32:27.828265,,,,,0.00,delivered
RESP_000504,CAMP004,4749,2025-09-15 01:38:52.585289,2025-09-15 03:18:59.601044,,,,,0.00,delivered
RESP_000505,CAMP005,4749,2025-10-05 03:09:02.114037,2025-10-05 04:46:33.779631,,,,,0.00,delivered
RESP_000506,CAMP001,569,2025-07-19 20:28:14.547959,2025-07-19 21:49:32.066573,,,,,0.00,delivered
RESP_000507,CAMP002,569,2025-08-08 19:57:52.193712,2025-08-08 21:53:57.5049,2025-08-10 14:54:14.063081,,,,0.00,opened
RESP_000508,CAMP003,569,2025-08-28 03:49:03.285031,2025-08-28 05:02:12.893788,,,,,0.00,delivered
RESP_000509,CAMP004,569,2025-09-15 01:38:52.585289,2025-09-15 02:00:36.359884,,,,,0.00,delivered
RESP_000510,CAMP005,569,2025-10-05 03:09:02.114037,2025-10-05 04:13:39.386901,,2025-10-08 04:59:02.448682,,,0.00,clicked
RESP_000511,CAMP001,3258,2025-07-19 20:28:14.547959,2025-07-19 21:02:56.01108,,,,,0.00,delivered
RESP_000512,CAMP002,3258,2025-08-08 19:57:52.193712,2025-08-08 21:38:32.803305,,,,,0.00,delivered
RESP_000513,CAMP003,3258,2025-08-28 03:49:03.285031,2025-08-28 04:11:49.206989,2025-08-29 05:59:15.93906,2025-08-30 19:22:03.617671,,,0.00,clicked
RESP_000514,CAMP004,3258,2025-09-15 01:38:52.585289,2025-09-15 03:32:27.497522,,,,,0.00,delivered
RESP_000515,CAMP005,3258,2025-10-05 03:09:02.114037,2025-10-05 05:13:00.094279,,,,,0.00,delivered
RESP_000516,CAMP001,3621,2025-07-19 20:28:14.547959,2025-07-19 20:35:34.053741,,,,,0.00,delivered
RESP_000517,CAMP002,3621,2025-08-08 19:57:52.193712,2025-08-08 21:48:41.118376,,,,,0.00,delivered
RESP_000518,CAMP003,3621,2025-08-28 03:49:03.285031,2025-08-28 05:48:12.505145,,,,,0.00,delivered
RESP_000519,CAMP004,3621,2025-09-15 01:38:52.585289,2025-09-15 03:15:31.138517,,,,,0.00,delivered
RESP_000520,CAMP005,3621,2025-10-05 03:09:02.114037,2025-10-05 04:56:04.778656,,,,,0.00,delivered
RESP_000521,CAMP001,3577,2025-07-19 20:28:14.547959,2025-07-19 22:08:38.9592,2025-07-21 20:12:04.459772,2025-07-20 07:43:42.338824,,,0.00,clicked
RESP_000522,CAMP002,3577,2025-08-08 19:57:52.193712,2025-08-08 21:15:49.89926,,,,,0.00,delivered
RESP_000523,CAMP003,3577,2025-08-28 03:49:03.285031,2025-08-28 05:06:18.057238,,2025-08-30 02:58:36.089971,,,0.00,clicked
RESP_000524,CAMP004,3577,2025-09-15 01:38:52.585289,2025-09-15 02:14:25.805017,2025-09-15 15:11:09.048297,,,,0.00,opened
RESP_000525,CAMP005,3577,2025-10-05 03:09:02.114037,2025-10-05 04:41:51.939593,,,,,0.00,delivered
RESP_000526,CAMP001,3833,2025-07-19 20:28:14.547959,2025-07-19 21:33:56.792031,,,,,0.00,delivered
RESP_000527,CAMP002,3833,2025-08-08 19:57:52.193712,2025-08-08 21:30:23.524314,,,,,0.00,delivered
RESP_000528,CAMP003,3833,2025-08-28 03:49:03.285031,2025-08-28 05:13:04.776251,,,,,0.00,delivered
RESP_000529,CAMP004,3833,2025-09-15 01:38:52.585289,2025-09-15 01:58:25.270654,,,,,0.00,delivered
RESP_000530,CAMP005,3833,2025-10-05 03:09:02.114037,2025-10-05 04:16:24.69577,,,,,0.00,delivered
RESP_000531,CAMP001,3841,2025-07-19 20:28:14.547959,2025-07-19 21:09:37.483297,,,,,0.00,delivered
RESP_000532,CAMP002,3841,2025-08-08 19:57:52.193712,2025-08-08 21:07:15.134568,,2025-08-11 21:29:32.819924,,,0.00,clicked
RESP_000533,CAMP003,3841,2025-08-28 03:49:03.285031,2025-08-28 04:14:36.154042,,,,,0.00,delivered
RESP_000534,CAMP004,3841,2025-09-15 01:38:52.585289,2025-09-15 01:45:57.450175,,,,,0.00,delivered
RESP_000535,CAMP005,3841,2025-10-05 03:09:02.114037,2025-10-05 04:19:38.430965,,,,,0.00,delivered
RESP_000536,CAMP001,1336,2025-07-19 20:28:14.547959,2025-07-19 20:38:12.902175,,,,,0.00,delivered
RESP_000537,CAMP002,1336,2025-08-08 19:57:52.193712,2025-08-08 21:14:18.499725,2025-08-09 20:59:36.423428,,,,0.00,opened
RESP_000538,CAMP003,1336,2025-08-28 03:49:03.285031,2025-08-28 04:43:04.684305,2025-08-28 23:49:56.731676,,,,0.00,opened
RESP_000539,CAMP004,1336,2025-09-15 01:38:52.585289,2025-09-15 01:51:23.289393,,,,,0.00,delivered
RESP_000540,CAMP005,1336,2025-10-05 03:09:02.114037,2025-10-05 04:13:43.937811,,,,,0.00,delivered
RESP_000541,CAMP001,2007,2025-07-19 20:28:14.547959,2025-07-19 20:55:18.967068,2025-07-20 10:14:53.301177,,,,0.00,opened
RESP_000542,CAMP002,2007,2025-08-08 19:57:52.193712,2025-08-08 20:24:10.513218,,,,,0.00,delivered
RESP_000543,CAMP003,2007,2025-08-28 03:49:03.285031,2025-08-28 04:15:08.302682,2025-08-29 13:16:30.754691,,,,0.00,opened
RESP_000544,CAMP004,2007,2025-09-15 01:38:52.585289,2025-09-15 01:49:09.237143,2025-09-16 22:18:16.357636,,,,0.00,opened
RESP_000545,CAMP005,2007,2025-10-05 03:09:02.114037,2025-10-05 03:51:40.137485,,,,,0.00,delivered
RESP_000546,CAMP001,1090,2025-07-19 20:28:14.547959,2025-07-19 21:02:04.104537,,,,,0.00,delivered
RESP_000547,CAMP002,1090,2025-08-08 19:57:52.193712,2025-08-08 21:23:56.32374,,,,,0.00,delivered
RESP_000548,CAMP003,1090,2025-08-28 03:49:03.285031,2025-08-28 04:17:49.02095,,,,,0.00,delivered
RESP_000549,CAMP004,1090,2025-09-15 01:38:52.585289,2025-09-15 02:03:12.475946,,2025-09-15 20:23:01.762239,,,0.00,clicked
RESP_000550,CAMP005,1090,2025-10-05 03:09:02.114037,2025-10-05 04:39:27.268676,,,,,0.00,delivered
RESP_000551,CAMP001,3446,2025-07-19 20:28:14.547959,2025-07-19 20:47:18.531788,,,,,0.00,delivered
RESP_000552,CAMP002,3446,2025-08-08 19:57:52.193712,2025-08-08 20:54:54.707774,2025-08-10 10:03:43.735203,,,,0.00,opened
RESP_000553,CAMP003,3446,2025-08-28 03:49:03.285031,2025-08-28 03:59:25.365179,2025-08-28 05:45:01.466308,,,,0.00,opened
RESP_000554,CAMP004,3446,2025-09-15 01:38:52.585289,2025-09-15 03:15:05.33935,2025-09-16 17:57:51.910672,,,,0.00,opened
RESP_000555,CAMP005,3446,2025-10-05 03:09:02.114037,2025-10-05 03:18:20.102646,,,,,0.00,delivered
RESP_000556,CAMP001,4690,2025-07-19 20:28:14.547959,2025-07-19 20:42:47.557488,,,,,0.00,delivered
RESP_000557,CAMP002,4690,2025-08-08 19:57:52.193712,2025-08-08 21:14:46.613341,2025-08-09 18:36:56.675602,,,,0.00,opened
RESP_000558,CAMP003,4690,2025-08-28 03:49:03.285031,2025-08-28 04:55:28.485619,,,,,0.00,delivered
RESP_000559,CAMP004,4690,2025-09-15 01:38:52.585289,2025-09-15 03:36:52.243447,,,,,0.00,delivered
RESP_000560,CAMP005,4690,2025-10-05 03:09:02.114037,2025-10-05 04:39:03.656344,2025-10-07 02:25:39.817442,,,,0.00,opened
RESP_000561,CAMP001,668,2025-07-19 20:28:14.547959,2025-07-19 22:21:45.681668,,,,,0.00,delivered
RESP_000562,CAMP002,668,2025-08-08 19:57:52.193712,,2025-08-08 23:51:21.288769,,,,0.00,bounced
RESP_000563,CAMP003,668,2025-08-28 03:49:03.285031,2025-08-28 05:21:13.547175,,,,,0.00,delivered
RESP_000564,CAMP004,668,2025-09-15 01:38:52.585289,2025-09-15 02:05:31.355571,2025-09-16 19:10:23.245867,,,,0.00,opened
RESP_000565,CAMP005,668,2025-10-05 03:09:02.114037,2025-10-05 04:05:59.113,,,,,0.00,delivered
RESP_000566,CAMP001,2323,2025-07-19 20:28:14.547959,2025-07-19 22:32:43.398605,,,,,0.00,delivered
RESP_000567,CAMP002,2323,2025-08-08 19:57:52.193712,2025-08-08 20:32:42.287235,,,,,0.00,delivered
RESP_000568,CAMP003,2323,2025-08-28 03:49:03.285031,2025-08-28 04:14:48.728876,,,,,0.00,delivered
RESP_000569,CAMP004,2323,2025-09-15 01:38:52.585289,2025-09-15 03:18:10.703992,,,,,0.00,delivered
RESP_000570,CAMP005,2323,2025-10-05 03:09:02.114037,2025-10-05 03:22:37.061835,,,,,0.00,delivered
RESP_000571,CAMP001,1285,2025-07-19 20:28:14.547959,2025-07-19 22:03:40.646228,2025-07-20 07:19:45.631383,,,,0.00,opened
RESP_000572,CAMP002,1285,2025-08-08 19:57:52.193712,2025-08-08 21:24:56.03009,2025-08-09 01:12:43.909007,,,,0.00,opened
RESP_000573,CAMP003,1285,2025-08-28 03:49:03.285031,2025-08-28 04:21:11.059826,,,,,0.00,delivered
RESP_000574,CAMP004,1285,2025-09-15 01:38:52.585289,2025-09-15 02:13:31.330395,,,,,0.00,delivered
RESP_000575,CAMP005,1285,2025-10-05 03:09:02.114037,2025-10-05 03:16:27.622307,,,,,0.00,delivered
RESP_000576,CAMP001,1554,2025-07-19 20:28:14.547959,2025-07-19 22:27:21.377844,2025-07-21 01:33:17.818229,,,,0.00,opened
RESP_000577,CAMP002,1554,2025-08-08 19:57:52.193712,2025-08-08 20:45:07.61349,,,,,0.00,delivered
RESP_000578,CAMP003,1554,2025-08-28 03:49:03.285031,2025-08-28 04:41:46.286106,2025-08-28 19:06:46.703795,,,,0.00,opened
RESP_000579,CAMP004,1554,2025-09-15 01:38:52.585289,2025-09-15 02:08:08.522917,,,,,0.00,delivered
RESP_000580,CAMP005,1554,2025-10-05 03:09:02.114037,2025-10-05 04:41:28.744659,,2025-10-06 22:16:08.856611,,,0.00,clicked
RESP_000581,CAMP001,2650,2025-07-19 20:28:14.547959,2025-07-19 21:23:20.328001,2025-07-20 18:56:43.552814,,,,0.00,opened
RESP_000582,CAMP002,2650,2025-08-08 19:57:52.193712,2025-08-08 22:01:41.285464,,,,,0.00,delivered
RESP_000583,CAMP003,2650,2025-08-28 03:49:03.285031,2025-08-28 05:32:15.329601,,,,,0.00,delivered
RESP_000584,CAMP004,2650,2025-09-15 01:38:52.585289,2025-09-15 03:22:52.801147,,2025-09-17 11:22:42.247445,,,0.00,clicked
RESP_000585,CAMP005,2650,2025-10-05 03:09:02.114037,2025-10-05 03:44:03.696418,,,,,0.00,delivered
RESP_000586,CAMP001,219,2025-07-19 20:28:14.547959,2025-07-19 21:46:01.097768,,,,,0.00,delivered
RESP_000587,CAMP002,219,2025-08-08 19:57:52.193712,,2025-08-09 19:33:30.811691,,,,0.00,bounced
RESP_000588,CAMP003,219,2025-08-28 03:49:03.285031,2025-08-28 05:15:39.038462,,,,,0.00,delivered
RESP_000589,CAMP004,219,2025-09-15 01:38:52.585289,2025-09-15 03:10:44.184758,2025-09-16 07:47:22.85606,,,,0.00,opened
RESP_000590,CAMP005,219,2025-10-05 03:09:02.114037,2025-10-05 03:43:51.241959,,,,,0.00,delivered
RESP_000591,CAMP001,329,2025-07-19 20:28:14.547959,2025-07-19 22:22:32.153494,,,,,0.00,delivered
RESP_000592,CAMP002,329,2025-08-08 19:57:52.193712,2025-08-08 20:06:19.909099,,,,,0.00,delivered
RESP_000593,CAMP003,329,2025-08-28 03:49:03.285031,2025-08-28 04:40:17.167069,,,,,0.00,delivered
RESP_000594,CAMP004,329,2025-09-15 01:38:52.585289,2025-09-15 02:00:31.12266,,,,,0.00,delivered
RESP_000595,CAMP005,329,2025-10-05 03:09:02.114037,2025-10-05 03:29:38.368546,,,,,0.00,delivered
RESP_000596,CAMP001,4836,2025-07-19 20:28:14.547959,2025-07-19 20:33:20.541469,,,,,0.00,delivered
RESP_000597,CAMP002,4836,2025-08-08 19:57:52.193712,2025-08-08 22:02:25.703559,,,,,0.00,delivered
RESP_000598,CAMP003,4836,2025-08-28 03:49:03.285031,2025-08-28 05:45:57.880279,2025-08-28 21:42:40.537661,,,,0.00,opened
RESP_000599,CAMP004,4836,2025-09-15 01:38:52.585289,2025-09-15 03:28:02.03577,,,,,0.00,delivered
RESP_000600,CAMP005,4836,2025-10-05 03:09:02.114037,2025-10-05 04:32:07.833119,,,,,0.00,delivered
RESP_000601,CAMP001,3742,2025-07-19 20:28:14.547959,2025-07-19 21:42:11.08478,,,,,0.00,delivered
RESP_000602,CAMP002,3742,2025-08-08 19:57:52.193712,,,,,,0.00,bounced
RESP_000603,CAMP003,3742,2025-08-28 03:49:03.285031,,,,,,0.00,bounced
RESP_000604,CAMP004,3742,2025-09-15 01:38:52.585289,2025-09-15 02:35:06.855315,,,,,0.00,delivered
RESP_000605,CAMP005,3742,2025-10-05 03:09:02.114037,2025-10-05 03:22:37.398696,,2025-10-07 13:19:20.801272,,,0.00,clicked
RESP_000606,CAMP001,4490,2025-07-19 20:28:14.547959,2025-07-19 21:06:19.190323,,,,,0.00,delivered
RESP_000607,CAMP002,4490,2025-08-08 19:57:52.193712,2025-08-08 21:57:35.955083,,,,,0.00,delivered
RESP_000608,CAMP003,4490,2025-08-28 03:49:03.285031,2025-08-28 05:04:53.39153,2025-08-28 06:16:21.934951,,,,0.00,opened
RESP_000609,CAMP004,4490,2025-09-15 01:38:52.585289,2025-09-15 02:52:06.992184,,,,,0.00,delivered
RESP_000610,CAMP005,4490,2025-10-05 03:09:02.114037,2025-10-05 04:45:15.355366,2025-10-06 09:45:09.617637,,,,0.00,opened
RESP_000611,CAMP001,4598,2025-07-19 20:28:14.547959,2025-07-19 21:04:06.552879,,,,,0.00,delivered
RESP_000612,CAMP002,4598,2025-08-08 19:57:52.193712,2025-08-08 21:04:45.130902,,,,,0.00,delivered
RESP_000613,CAMP003,4598,2025-08-28 03:49:03.285031,2025-08-28 05:37:26.160563,,,,,0.00,delivered
RESP_000614,CAMP004,4598,2025-09-15 01:38:52.585289,2025-09-15 02:39:01.372094,,,,,0.00,delivered
RESP_000615,CAMP005,4598,2025-10-05 03:09:02.114037,2025-10-05 03:55:07.582286,,,,,0.00,delivered
RESP_000616,CAMP001,4362,2025-07-19 20:28:14.547959,2025-07-19 20:57:54.895452,2025-07-20 03:02:11.431081,,,,0.00,opened
RESP_000617,CAMP002,4362,2025-08-08 19:57:52.193712,2025-08-08 20:26:25.879401,,,,,0.00,delivered
RESP_000618,CAMP003,4362,2025-08-28 03:49:03.285031,2025-08-28 04:58:15.82097,,,,,0.00,delivered
RESP_000619,CAMP004,4362,2025-09-15 01:38:52.585289,2025-09-15 03:35:54.148781,,,,,0.00,delivered
RESP_000620,CAMP005,4362,2025-10-05 03:09:02.114037,2025-10-05 04:05:54.98281,,,,,0.00,delivered
RESP_000621,CAMP001,2358,2025-07-19 20:28:14.547959,2025-07-19 21:25:19.935848,,,,,0.00,delivered
RESP_000622,CAMP002,2358,2025-08-08 19:57:52.193712,2025-08-08 21:11:06.655838,,,,,0.00,delivered
RESP_000623,CAMP003,2358,2025-08-28 03:49:03.285031,2025-08-28 05:45:31.938132,,,,,0.00,delivered
RESP_000624,CAMP004,2358,2025-09-15 01:38:52.585289,2025-09-15 03:21:22.499145,,,,,0.00,delivered
RESP_000625,CAMP005,2358,2025-10-05 03:09:02.114037,2025-10-05 04:44:36.96257,,,,,0.00,delivered
RESP_000626,CAMP001,2484,2025-07-19 20:28:14.547959,2025-07-19 22:32:52.336907,,,,,0.00,delivered
RESP_000627,CAMP002,2484,2025-08-08 19:57:52.193712,2025-08-08 21:33:45.877953,,,,,0.00,delivered
RESP_000628,CAMP003,2484,2025-08-28 03:49:03.285031,2025-08-28 05:50:14.868082,,,,,0.00,delivered
RESP_000629,CAMP004,2484,2025-09-15 01:38:52.585289,2025-09-15 02:32:14.179007,2025-09-16 01:25:50.408061,,,,0.00,opened
RESP_000630,CAMP005,2484,2025-10-05 03:09:02.114037,2025-10-05 05:06:07.841988,,,,,0.00,delivered
RESP_000631,CAMP001,3066,2025-07-19 20:28:14.547959,2025-07-19 20:51:02.813269,,,,,0.00,delivered
RESP_000632,CAMP002,3066,2025-08-08 19:57:52.193712,2025-08-08 21:27:37.28962,,2025-08-11 07:27:09.71573,,,0.00,clicked
RESP_000633,CAMP003,3066,2025-08-28 03:49:03.285031,2025-08-28 04:11:14.445112,2025-08-28 06:27:06.22389,,,,0.00,opened
RESP_000634,CAMP004,3066,2025-09-15 01:38:52.585289,2025-09-15 02:24:47.577805,2025-09-17 00:48:43.860776,,,,0.00,opened
RESP_000635,CAMP005,3066,2025-10-05 03:09:02.114037,2025-10-05 03:25:15.859304,,,,,0.00,delivered
RESP_000636,CAMP001,2330,2025-07-19 20:28:14.547959,2025-07-19 20:34:22.080413,,,,,0.00,delivered
RESP_000637,CAMP002,2330,2025-08-08 19:57:52.193712,2025-08-08 20:49:00.231835,,,,,0.00,delivered
RESP_000638,CAMP003,2330,2025-08-28 03:49:03.285031,2025-08-28 04:49:47.851079,,,,,0.00,delivered
RESP_000639,CAMP004,2330,2025-09-15 01:38:52.585289,2025-09-15 01:52:14.649758,,,,,0.00,delivered
RESP_000640,CAMP005,2330,2025-10-05 03:09:02.114037,2025-10-05 05:10:14.550745,,,,,0.00,delivered
RESP_000641,CAMP001,3143,2025-07-19 20:28:14.547959,2025-07-19 21:07:57.331994,,,,,0.00,delivered
RESP_000642,CAMP002,3143,2025-08-08 19:57:52.193712,2025-08-08 20:16:48.90366,2025-08-10 16:50:13.936762,,,,0.00,opened
RESP_000643,CAMP003,3143,2025-08-28 03:49:03.285031,2025-08-28 05:34:02.827169,2025-08-29 03:44:46.562845,,,,0.00,opened
RESP_000644,CAMP004,3143,2025-09-15 01:38:52.585289,2025-09-15 02:58:23.552307,,,,,0.00,delivered
RESP_000645,CAMP005,3143,2025-10-05 03:09:02.114037,2025-10-05 05:00:09.883695,,,,,0.00,delivered
RESP_000646,CAMP001,3552,2025-07-19 20:28:14.547959,2025-07-19 21:24:51.910541,,,,,0.00,delivered
RESP_000647,CAMP002,3552,2025-08-08 19:57:52.193712,2025-08-08 20:57:16.39308,,,,,0.00,delivered
RESP_000648,CAMP003,3552,2025-08-28 03:49:03.285031,2025-08-28 04:25:23.424459,2025-08-28 16:57:43.334491,,,,0.00,opened
RESP_000649,CAMP004,3552,2025-09-15 01:38:52.585289,2025-09-15 02:08:01.512867,,,,,0.00,delivered
RESP_000650,CAMP005,3552,2025-10-05 03:09:02.114037,2025-10-05 03:48:32.378838,,2025-10-07 13:24:27.904897,,,0.00,clicked
RESP_000651,CAMP001,3440,2025-07-19 20:28:14.547959,2025-07-19 22:02:26.277521,2025-07-20 15:44:51.901866,,,,0.00,opened
RESP_000652,CAMP002,3440,2025-08-08 19:57:52.193712,2025-08-08 20:35:22.363869,2025-08-10 04:26:00.16118,2025-08-10 20:31:39.479167,,,0.00,clicked
RESP_000653,CAMP003,3440,2025-08-28 03:49:03.285031,2025-08-28 04:36:41.722119,2025-08-29 05:15:31.253378,,,,0.00,opened
RESP_000654,CAMP004,3440,2025-09-15 01:38:52.585289,2025-09-15 02:39:59.323185,2025-09-16 22:27:34.537965,,,,0.00,opened
RESP_000655,CAMP005,3440,2025-10-05 03:09:02.114037,2025-10-05 04:52:57.74076,2025-10-05 15:30:43.073768,,,,0.00,opened
RESP_000656,CAMP001,1117,2025-07-19 20:28:14.547959,2025-07-19 20:49:30.388927,,,,,0.00,delivered
RESP_000657,CAMP002,1117,2025-08-08 19:57:52.193712,2025-08-08 20:07:01.537968,,,,,0.00,delivered
RESP_000658,CAMP003,1117,2025-08-28 03:49:03.285031,2025-08-28 04:13:52.256968,,,,,0.00,delivered
RESP_000659,CAMP004,1117,2025-09-15 01:38:52.585289,2025-09-15 03:37:12.933891,,,,,0.00,delivered
RESP_000660,CAMP005,1117,2025-10-05 03:09:02.114037,2025-10-05 04:10:56.949643,,,,,0.00,delivered
RESP_000661,CAMP001,3584,2025-07-19 20:28:14.547959,2025-07-19 21:37:59.540571,,,,,0.00,delivered
RESP_000662,CAMP002,3584,2025-08-08 19:57:52.193712,2025-08-08 21:22:33.544522,2025-08-09 14:59:58.833434,,,,0.00,opened
RESP_000663,CAMP003,3584,2025-08-28 03:49:03.285031,2025-08-28 05:34:01.185363,,,,,0.00,delivered
RESP_000664,CAMP004,3584,2025-09-15 01:38:52.585289,2025-09-15 02:56:02.774951,,,,,0.00,delivered
RESP_000665,CAMP005,3584,2025-10-05 03:09:02.114037,,2025-10-05 11:06:45.208038,,,,0.00,bounced
RESP_000666,CAMP001,3934,2025-07-19 20:28:14.547959,2025-07-19 22:32:41.356403,2025-07-20 07:11:32.842129,,,,0.00,opened
RESP_000667,CAMP002,3934,2025-08-08 19:57:52.193712,2025-08-08 20:15:48.391218,,,,,0.00,delivered
RESP_000668,CAMP003,3934,2025-08-28 03:49:03.285031,2025-08-28 04:05:17.994149,2025-08-29 20:59:50.592076,,,,0.00,opened
RESP_000669,CAMP004,3934,2025-09-15 01:38:52.585289,2025-09-15 02:24:44.118771,2025-09-16 00:04:38.580384,,,,0.00,opened
RESP_000670,CAMP005,3934,2025-10-05 03:09:02.114037,2025-10-05 03:21:15.900779,2025-10-05 12:28:33.462373,,,,0.00,opened
RESP_000671,CAMP001,403,2025-07-19 20:28:14.547959,2025-07-19 21:16:06.541718,,,,,0.00,delivered
RESP_000672,CAMP002,403,2025-08-08 19:57:52.193712,2025-08-08 21:45:27.614629,,,,,0.00,delivered
RESP_000673,CAMP003,403,2025-08-28 03:49:03.285031,2025-08-28 04:12:29.915726,,,,,0.00,delivered
RESP_000674,CAMP004,403,2025-09-15 01:38:52.585289,2025-09-15 03:32:06.972984,,,,,0.00,delivered
RESP_000675,CAMP005,403,2025-10-05 03:09:02.114037,2025-10-05 05:11:11.604633,2025-10-05 20:39:10.123938,,,,0.00,opened
RESP_000676,CAMP001,260,2025-07-19 20:28:14.547959,2025-07-19 20:38:51.093634,,,,,0.00,delivered
RESP_000677,CAMP002,260,2025-08-08 19:57:52.193712,2025-08-08 20:14:51.317633,,,,,0.00,delivered
RESP_000678,CAMP003,260,2025-08-28 03:49:03.285031,2025-08-28 04:27:38.374803,,,,,0.00,delivered
RESP_000679,CAMP004,260,2025-09-15 01:38:52.585289,2025-09-15 03:15:07.831665,,,,,0.00,delivered
RESP_000680,CAMP005,260,2025-10-05 03:09:02.114037,2025-10-05 04:45:50.004939,,2025-10-06 14:30:30.260683,,,0.00,clicked
RESP_000681,CAMP001,2056,2025-07-19 20:28:14.547959,2025-07-19 21:16:06.983736,,,,,0.00,delivered
RESP_000682,CAMP002,2056,2025-08-08 19:57:52.193712,2025-08-08 21:45:45.243464,,,,,0.00,delivered
RESP_000683,CAMP003,2056,2025-08-28 03:49:03.285031,2025-08-28 05:14:54.90403,2025-08-29 23:07:39.997061,,,,0.00,opened
RESP_000684,CAMP004,2056,2025-09-15 01:38:52.585289,2025-09-15 01:54:16.922211,,,,,0.00,delivered
RESP_000685,CAMP005,2056,2025-10-05 03:09:02.114037,2025-10-05 03:33:12.849472,,,,,0.00,delivered
RESP_000686,CAMP001,4926,2025-07-19 20:28:14.547959,2025-07-19 22:23:47.390367,,,,,0.00,delivered
RESP_000687,CAMP002,4926,2025-08-08 19:57:52.193712,2025-08-08 20:06:27.975604,,,,,0.00,delivered
RESP_000688,CAMP003,4926,2025-08-28 03:49:03.285031,2025-08-28 04:34:33.10901,,,,,0.00,delivered
RESP_000689,CAMP004,4926,2025-09-15 01:38:52.585289,2025-09-15 02:40:00.228784,2025-09-15 09:35:50.874653,,,,0.00,opened
RESP_000690,CAMP005,4926,2025-10-05 03:09:02.114037,2025-10-05 05:02:05.248268,,,,,0.00,delivered
RESP_000691,CAMP001,3352,2025-07-19 20:28:14.547959,2025-07-19 20:40:38.417637,,,,,0.00,delivered
RESP_000692,CAMP002,3352,2025-08-08 19:57:52.193712,2025-08-08 21:37:09.793702,,,,,0.00,delivered
RESP_000693,CAMP003,3352,2025-08-28 03:49:03.285031,2025-08-28 05:21:34.818534,,,,,0.00,delivered
RESP_000694,CAMP004,3352,2025-09-15 01:38:52.585289,2025-09-15 02:57:24.944783,,,,,0.00,delivered
RESP_000695,CAMP005,3352,2025-10-05 03:09:02.114037,2025-10-05 04:39:27.937284,,,,,0.00,delivered
RESP_000696,CAMP001,3164,2025-07-19 20:28:14.547959,2025-07-19 22:03:44.314533,,,,,0.00,delivered
RESP_000697,CAMP002,3164,2025-08-08 19:57:52.193712,,2025-08-09 06:56:49.991586,,,,0.00,bounced
RESP_000698,CAMP003,3164,2025-08-28 03:49:03.285031,2025-08-28 04:24:27.790009,,,,,0.00,delivered
RESP_000699,CAMP004,3164,2025-09-15 01:38:52.585289,2025-09-15 02:13:09.210484,,,,,0.00,delivered
RESP_000700,CAMP005,3164,2025-10-05 03:09:02.114037,2025-10-05 03:43:51.484008,,,,,0.00,delivered
RESP_000701,CAMP001,985,2025-07-19 20:28:14.547959,2025-07-19 22:26:29.84133,,,,,0.00,delivered
RESP_000702,CAMP002,985,2025-08-08 19:57:52.193712,2025-08-08 21:37:58.243871,,2025-08-10 04:24:30.046286,,,0.00,clicked
RESP_000703,CAMP003,985,2025-08-28 03:49:03.285031,2025-08-28 04:39:05.913148,,,,,0.00,delivered
RESP_000704,CAMP004,985,2025-09-15 01:38:52.585289,2025-09-15 02:31:42.925656,,,,,0.00,delivered
RESP_000705,CAMP005,985,2025-10-05 03:09:02.114037,2025-10-05 03:27:50.121943,,,,,0.00,delivered
RESP_000706,CAMP001,2879,2025-07-19 20:28:14.547959,,,,,,0.00,bounced
RESP_000707,CAMP002,2879,2025-08-08 19:57:52.193712,2025-08-08 21:36:02.11969,,,,,0.00,delivered
RESP_000708,CAMP003,2879,2025-08-28 03:49:03.285031,2025-08-28 04:14:13.785169,,,,,0.00,delivered
RESP_000709,CAMP004,2879,2025-09-15 01:38:52.585289,2025-09-15 03:07:48.839817,,,,,0.00,delivered
RESP_000710,CAMP005,2879,2025-10-05 03:09:02.114037,2025-10-05 04:14:24.677265,,,,,0.00,delivered
