interaction_id,customer_id,interaction_date,channel,interaction_type,category,priority,subject_line,conversation_text,related_order_id,resolution_type,satisfaction_score,resolution_time_hours,agent_id,escalated,sentiment_score,keywords_extracted,follow_up_needed,interaction_cost
CS_000100,3728,2025-07-11 10:19:24.146563,email,complaint,sizing,high,Refund status inquiry,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,7933,,,,,f,,,f,
CS_000101,4401,2025-06-16 22:07:45.536807,live_chat,complaint,returns,medium,Package delivery delay,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000102,1652,2025-08-27 01:35:32.642886,email,complaint,returns,medium,Dress arrived damaged,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,7867,,,,,f,,,f,
CS_000103,4897,2025-05-15 12:39:11.495125,phone,inquiry,delivery,low,Dress arrived damaged,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000104,1973,2025-04-16 17:09:09.057377,phone,return_request,delivery,low,Dress arrived damaged,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,1578,,,,,f,,,f,
CS_000105,3552,2025-07-30 09:15:05.288293,live_chat,inquiry,payment,low,Quality concern with recent purchase,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000106,898,2025-06-02 19:05:55.137452,email,compliment,quality,high,Dress size doesn't fit as expected,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000108,4567,2025-07-13 22:32:40.244411,phone,compliment,delivery,medium,Dress size doesn't fit as expected,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000109,4822,2025-06-04 09:56:11.609843,email,inquiry,quality,low,Package delivery delay,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000110,965,2025-07-05 20:15:21.80272,email,return_request,delivery,low,Return process question,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",8300,,,,,f,,,f,
CS_000111,1946,2025-07-23 07:09:47.043593,phone,complaint,product_info,medium,Return process question,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",9361,,,,,f,,,f,
CS_000112,4511,2025-08-15 19:40:03.940447,phone,complaint,sizing,low,Size recommendation for dress,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000113,1425,2025-09-19 13:12:26.731476,email,complaint,delivery,medium,Refund status inquiry,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,6263,,,,,f,,,f,
CS_000114,370,2025-08-09 19:41:57.413523,phone,complaint,delivery,low,Need help with size exchange,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,7737,,,,,f,,,f,
CS_000115,1479,2025-08-30 00:46:35.574129,email,return_request,sizing,medium,Dress size doesn't fit as expected,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000116,4653,2025-09-18 18:39:38.257591,live_chat,inquiry,sizing,high,Return process question,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,3983,,,,,f,,,f,
CS_000117,984,2025-04-22 22:03:10.645092,email,return_request,sizing,low,Fabric defect noticed,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000118,2673,2025-09-06 15:17:37.059652,phone,complaint,payment,medium,Size chart confusion,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,6082,,,,,f,,,f,
CS_000119,3408,2025-09-13 11:08:10.455092,email,complaint,sizing,low,Fabric defect noticed,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000120,3129,2025-06-09 15:15:36.441114,email,complaint,quality,low,Package delivery delay,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,1786,,,,,f,,,f,
CS_000121,3814,2025-08-13 23:38:34.003435,live_chat,inquiry,delivery,medium,Quality concern with recent purchase,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000122,2621,2025-06-16 00:37:55.114962,email,compliment,quality,medium,Delivery tracking update needed,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,5884,,,,,f,,,f,
CS_000123,12,2025-08-03 12:37:34.747998,email,complaint,quality,high,Delivery tracking update needed,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,736,,,,,f,,,f,
CS_000124,1340,2025-04-23 00:06:38.552998,email,inquiry,sizing,low,Package delivery delay,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,11380,,,,,f,,,f,
CS_000125,4546,2025-07-11 16:06:07.305014,live_chat,complaint,sizing,low,Order not received,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000126,1557,2025-07-16 22:31:04.241958,email,complaint,quality,medium,Wrong item delivered,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000127,546,2025-04-13 06:50:08.413708,live_chat,complaint,sizing,high,Size chart confusion,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000128,365,2025-09-05 09:36:38.062004,email,inquiry,sizing,low,Dress size doesn't fit as expected,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,2406,,,,,f,,,f,
CS_000129,4747,2025-07-26 22:21:30.578014,email,compliment,quality,medium,Size chart confusion,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000130,2427,2025-06-06 09:54:15.876933,email,complaint,sizing,high,Fabric defect noticed,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,830,,,,,f,,,f,
CS_000131,1978,2025-07-12 16:44:03.904033,email,complaint,delivery,high,Quality concern with recent purchase,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000132,3914,2025-05-31 13:09:58.041439,phone,complaint,quality,low,Fabric defect noticed,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,462,,,,,f,,,f,
CS_000133,2749,2025-09-17 11:01:06.628594,live_chat,compliment,sizing,medium,Size recommendation for dress,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000134,2937,2025-07-28 18:29:02.043179,phone,inquiry,quality,high,Package delivery delay,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",9363,,,,,f,,,f,
CS_000135,2314,2025-07-13 14:53:03.168126,live_chat,complaint,sizing,medium,App functionality problem,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000136,742,2025-05-02 04:40:22.992656,phone,compliment,delivery,medium,Delivery tracking update needed,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000137,303,2025-04-15 11:32:16.845671,phone,complaint,quality,low,Dress size doesn't fit as expected,Customer experiencing issues with website checkout process. Guided through troubleshooting steps including clearing browser cache and trying different payment methods. Issue resolved after switching to different browser. Customer able to complete purchase successfully.,1289,,,,,f,,,f,
CS_000138,493,2025-04-18 05:40:43.329638,email,inquiry,delivery,medium,Size recommendation for dress,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,2782,,,,,f,,,f,
CS_000139,3206,2025-05-30 18:07:16.637157,live_chat,complaint,delivery,high,Return label request,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000140,2250,2025-04-01 23:37:15.245452,live_chat,compliment,returns,low,Wrong item delivered,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000141,3812,2025-09-09 09:16:42.40436,email,return_request,quality,low,Fabric defect noticed,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000142,4338,2025-08-13 03:03:58.985649,email,inquiry,delivery,low,Shopping cart issue,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,2311,,,,,f,,,f,
CS_000143,3411,2025-04-23 07:21:03.1847,live_chat,compliment,quality,medium,Wrong item delivered,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000144,1986,2025-08-20 00:45:32.051716,email,complaint,product_info,low,Dress arrived damaged,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",10498,,,,,f,,,f,
CS_000145,3904,2025-06-10 05:09:39.986636,phone,inquiry,quality,low,Wrong item delivered,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,9142,,,,,f,,,f,
CS_000146,3184,2025-04-15 03:10:58.968843,in_store,complaint,quality,medium,Size recommendation for dress,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,299,,,,,f,,,f,
CS_000147,2385,2025-06-14 11:47:44.852065,email,complaint,quality,low,Quality concern with recent purchase,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000148,1702,2025-08-01 17:49:27.535272,phone,inquiry,returns,low,Quality concern with recent purchase,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,3382,,,,,f,,,f,
CS_000149,715,2025-08-04 16:45:44.758085,email,complaint,quality,medium,Charge dispute,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,10525,,,,,f,,,f,
CS_000150,242,2025-04-11 12:06:19.210681,email,inquiry,returns,low,Package delivery delay,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000151,1169,2025-04-17 21:35:03.706988,phone,complaint,sizing,low,Exchange request,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000152,4425,2025-03-26 21:14:40.421479,live_chat,complaint,delivery,medium,Dress size doesn't fit as expected,Customer called to express satisfaction with recent purchase and fast delivery. Complimented on product quality and customer service experience. Noted positive feedback in customer record. Customer mentioned they will recommend to friends.,,,,,,f,,,f,
CS_000153,4770,2025-07-26 15:41:01.746036,email,complaint,quality,medium,Dress size doesn't fit as expected,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",12206,,,,,f,,,f,
CS_000154,995,2025-09-11 08:20:50.28148,email,inquiry,sizing,low,Return label request,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,3846,,,,,f,,,f,
CS_000155,3257,2025-04-05 19:34:23.632435,phone,inquiry,delivery,medium,Refund status inquiry,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000156,2528,2025-04-22 18:09:18.446808,email,complaint,sizing,low,Return process question,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000157,1042,2025-07-09 05:18:16.083518,email,inquiry,sizing,low,Fabric defect noticed,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000158,4381,2025-05-04 14:50:27.390869,email,complaint,payment,low,Refund status inquiry,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000159,822,2025-08-25 21:05:53.121967,email,compliment,quality,medium,Exchange request,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",,,,,,f,,,f,
CS_000160,3706,2025-03-26 15:19:56.354834,phone,return_request,quality,low,Fabric defect noticed,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000161,4825,2025-09-14 12:37:04.129814,live_chat,inquiry,sizing,low,Refund status inquiry,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000162,4258,2025-05-22 04:55:57.752122,email,complaint,delivery,low,Quality concern with recent purchase,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,668,,,,,f,,,f,
CS_000163,2726,2025-09-18 01:34:29.161376,live_chat,return_request,quality,low,Quality concern with recent purchase,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000164,4698,2025-07-25 21:40:52.188392,phone,inquiry,sizing,medium,Quality concern with recent purchase,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000165,801,2025-09-16 10:59:39.002982,phone,compliment,quality,low,Thread coming loose,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,10343,,,,,f,,,f,
CS_000166,3875,2025-06-23 09:57:41.21143,phone,inquiry,quality,medium,Wrong item delivered,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,10566,,,,,f,,,f,
CS_000167,4160,2025-05-19 00:22:56.342953,phone,return_request,delivery,low,Quality concern with recent purchase,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",11040,,,,,f,,,f,
CS_000168,472,2025-04-02 14:37:52.907811,email,inquiry,sizing,medium,Delivery tracking update needed,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000169,4743,2025-06-16 04:50:05.974584,email,inquiry,quality,medium,Order not received,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,6793,,,,,f,,,f,
CS_000170,3234,2025-08-20 17:03:27.292402,phone,return_request,quality,low,Dress arrived damaged,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,4753,,,,,f,,,f,
CS_000171,63,2025-06-29 13:17:29.360188,live_chat,compliment,sizing,low,Size chart confusion,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000172,4659,2025-06-02 03:51:36.78232,phone,return_request,website_issues,high,Delivery tracking update needed,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,5373,,,,,f,,,f,
CS_000173,1686,2025-08-11 05:05:04.53029,email,complaint,delivery,low,Quality concern with recent purchase,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,9740,,,,,f,,,f,
CS_000174,1318,2025-05-28 02:24:46.143708,live_chat,compliment,delivery,low,Quality concern with recent purchase,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,2496,,,,,f,,,f,
CS_000175,3950,2025-07-15 06:46:07.430273,live_chat,inquiry,returns,high,Dress arrived damaged,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000176,3203,2025-04-29 04:23:29.013101,email,return_request,sizing,medium,Return process question,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,7487,,,,,f,,,f,
CS_000177,175,2025-05-08 21:45:54.198732,live_chat,inquiry,quality,medium,Wrong item delivered,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000178,3396,2025-06-12 02:26:47.562557,live_chat,compliment,quality,low,Delivery tracking update needed,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000179,4806,2025-04-13 19:53:48.153773,live_chat,return_request,quality,medium,Thread coming loose,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000180,329,2025-08-25 14:47:53.548826,phone,inquiry,delivery,high,Dress size doesn't fit as expected,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000181,1254,2025-04-04 14:25:42.687954,phone,inquiry,delivery,low,Billing inquiry,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000182,4930,2025-06-10 16:37:59.692088,phone,complaint,sizing,medium,Dress arrived damaged,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,2363,,,,,f,,,f,
CS_000183,1793,2025-05-08 07:56:01.11703,email,inquiry,quality,medium,Size chart confusion,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000184,4706,2025-07-21 05:09:32.063221,live_chat,inquiry,quality,medium,Fabric defect noticed,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000185,4692,2025-09-09 03:36:16.211187,live_chat,inquiry,returns,high,Wrong item delivered,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,9222,,,,,f,,,f,
CS_000186,3444,2025-06-01 17:57:49.028678,email,compliment,payment,medium,Need help with size exchange,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",8401,,,,,f,,,f,
CS_000187,3527,2025-06-23 18:30:04.389496,phone,complaint,sizing,high,Wrong item delivered,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,2913,,,,,f,,,f,
CS_000188,1685,2025-06-27 22:49:34.436073,phone,inquiry,quality,medium,Payment method update,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,3323,,,,,f,,,f,
CS_000189,2216,2025-08-23 15:49:05.740321,phone,complaint,quality,low,Thread coming loose,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000190,790,2025-09-12 23:15:48.808445,phone,complaint,sizing,medium,Charge dispute,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",5672,,,,,f,,,f,
CS_000191,27,2025-07-02 01:58:33.253497,email,return_request,delivery,medium,Wrong item delivered,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000192,654,2025-03-25 12:47:00.563714,email,inquiry,payment,high,Fabric defect noticed,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000193,2694,2025-09-19 02:09:59.758183,email,complaint,sizing,medium,Thread coming loose,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",,,,,,f,,,f,
CS_000194,3426,2025-06-16 12:24:01.621754,phone,compliment,quality,low,Delivery tracking update needed,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,3839,,,,,f,,,f,
CS_000195,3230,2025-04-20 11:22:33.204198,social_media,return_request,delivery,low,Thread coming loose,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,6316,,,,,f,,,f,
CS_000196,2751,2025-08-26 11:02:42.138075,phone,complaint,sizing,low,Return label request,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000197,239,2025-06-30 01:03:42.951344,email,compliment,quality,medium,Dress arrived damaged,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,653,,,,,f,,,f,
CS_000198,1698,2025-06-04 21:38:17.356142,email,inquiry,returns,medium,Fabric defect noticed,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,7980,,,,,f,,,f,
CS_000199,841,2025-07-03 18:54:27.489686,phone,return_request,quality,low,Size recommendation for dress,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,5785,,,,,f,,,f,
CS_000200,2328,2025-06-06 13:43:48.203087,email,complaint,delivery,low,Size chart confusion,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,11535,,,,,f,,,f,
CS_000201,1858,2025-08-18 22:13:58.930152,email,inquiry,quality,medium,Size recommendation for dress,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
