variant_id,product_id,sku,size,color,additional_price,stock_quantity,weight_oz,created_at
697,P000158,SKU000158V697,XXL,Black,12.08,98,8.54,2025-03-03 16:23:19
698,P000158,SKU000158V698,XS,Blue,16.65,358,14.33,2025-04-30 00:07:00
699,P000158,SKU000158V699,L,Brown,14.23,142,13.95,2024-03-31 23:28:19
700,P000159,SKU000159V700,XXL,Gray,8.47,90,5.53,2025-04-18 12:38:41
701,P000159,SKU000159V701,XS,Brown,7.55,496,3.63,2025-03-01 00:59:04
702,P000159,SKU000159V702,S,Blue,12.38,122,7.1,2024-12-26 10:39:58
703,P000159,SKU000159V703,XXL,Brown,12.1,49,12.62,2025-05-16 15:09:37
704,P000159,SKU000159V704,L,Green,6.26,338,7.27,2024-02-24 13:43:41
705,P000160,SKU000160V705,S,Black,16.07,341,7.51,2024-11-03 00:39:49
706,P000160,SKU000160V706,M,White,2.09,195,9.84,2024-06-14 05:45:53
707,P000160,SKU000160V707,M,Black,4.79,93,9.04,2025-03-05 13:37:55
708,P000160,SKU000160V708,XS,Gray,11.94,397,13.83,2025-03-15 07:46:14
709,P000160,SKU000160V709,S,Brown,4.03,485,2.42,2024-02-12 21:56:22
710,P000160,SKU000160V710,M,White,19.53,299,2.58,2024-05-26 11:49:22
711,P000161,SKU000161V711,XS,Black,6.29,493,6.01,2024-11-24 12:17:16
712,P000161,SKU000161V712,M,Beige,19.17,266,4.53,2023-10-04 09:14:16
713,P000161,SKU000161V713,L,Red,19.48,369,10.77,2025-03-01 17:59:08
714,P000161,SKU000161V714,M,Blue,17.93,267,3.31,2023-10-02 18:03:25
715,P000161,SKU000161V715,S,Black,11.74,205,8.2,2025-07-03 03:51:57
716,P000161,SKU000161V716,XS,Beige,3.22,359,8.02,2023-11-17 22:45:58
717,P000162,SKU000162V717,XXL,Gray,17.69,423,10.86,2023-10-05 11:01:36
718,P000162,SKU000162V718,S,Navy,19.87,266,8.71,2024-08-10 14:16:57
719,P000162,SKU000162V719,XXL,Pink,13.03,486,11.99,2023-12-11 01:17:12
720,P000163,SKU000163V720,S,Red,5.82,329,13.13,2024-11-07 03:41:08
721,P000163,SKU000163V721,L,Black,17.81,406,10.88,2023-12-15 21:01:19
722,P000163,SKU000163V722,S,Gray,19.94,320,2.97,2025-03-11 14:41:16
723,P000163,SKU000163V723,S,Pink,12.56,264,3.27,2024-09-06 13:00:54
724,P000163,SKU000163V724,XS,Navy,15.33,168,9.11,2024-06-25 04:47:27
725,P000163,SKU000163V725,XS,Green,1.88,170,4.21,2024-03-14 14:16:00
726,P000164,SKU000164V726,S,White,5.6,196,6.59,2025-04-11 11:42:07
727,P000164,SKU000164V727,XS,Navy,14.21,245,5.35,2024-05-03 05:05:21
728,P000164,SKU000164V728,L,Beige,15.26,236,10.45,2024-04-08 19:44:01
729,P000164,SKU000164V729,S,White,19.43,259,2.51,2024-02-23 03:18:48
730,P000164,SKU000164V730,M,Blue,8.18,327,13.92,2023-10-22 14:38:04
731,P000165,SKU000165V731,L,Red,10.25,329,14.38,2023-10-14 13:51:31
732,P000165,SKU000165V732,M,White,13.64,269,7.85,2025-01-19 06:27:04
733,P000165,SKU000165V733,XXL,Black,12.41,339,2.74,2023-12-06 13:57:35
734,P000165,SKU000165V734,S,Brown,0.16,446,3.37,2023-11-09 08:24:20
735,P000166,SKU000166V735,S,Pink,7.99,47,4.9,2025-09-24 03:03:35
736,P000166,SKU000166V736,L,White,6.98,249,10.35,2024-12-30 15:35:45
737,P000166,SKU000166V737,L,White,1.72,384,3.41,2025-02-17 04:03:50
738,P000166,SKU000166V738,L,Blue,3.99,178,2.84,2025-08-20 12:48:07
739,P000166,SKU000166V739,M,Pink,9.73,369,11.64,2025-07-06 02:08:13
740,P000166,SKU000166V740,XS,Beige,9.09,289,4.02,2024-03-12 13:57:20
741,P000167,SKU000167V741,S,Gray,6.4,26,14.84,2025-01-03 17:23:44
742,P000167,SKU000167V742,L,Black,18.73,195,12.26,2025-02-02 18:46:37
743,P000167,SKU000167V743,L,Gray,1.08,454,2.3,2023-12-29 18:22:57
744,P000167,SKU000167V744,XXL,Blue,5.4,335,4.29,2025-03-29 03:31:35
745,P000167,SKU000167V745,S,White,5.48,51,5.88,2023-12-28 08:35:07
746,P000167,SKU000167V746,XXL,Green,17.43,278,4.78,2023-12-02 06:24:31
747,P000168,SKU000168V747,S,Black,1.85,471,7.57,2025-07-22 09:15:50
748,P000168,SKU000168V748,M,Navy,3.97,492,7.45,2025-01-07 20:12:36
749,P000168,SKU000168V749,L,Brown,13.78,92,14.55,2024-01-05 01:41:48
750,P000168,SKU000168V750,L,Red,18.25,302,7.06,2024-07-14 04:25:23
751,P000168,SKU000168V751,XS,Brown,15.66,315,4.58,2025-02-17 00:07:57
752,P000169,SKU000169V752,M,Red,0.28,469,7.96,2025-05-11 11:23:26
753,P000169,SKU000169V753,S,Green,17.29,68,12.3,2025-08-25 03:20:59
754,P000169,SKU000169V754,XXL,Blue,5.26,379,2.05,2025-02-10 09:53:24
755,P000169,SKU000169V755,L,Navy,12.69,337,14.6,2024-12-08 20:20:14
756,P000170,SKU000170V756,XS,Gray,14.91,106,7.46,2025-06-11 00:47:03
757,P000170,SKU000170V757,XL,Navy,12.02,120,6.53,2024-02-16 16:23:11
758,P000170,SKU000170V758,S,Pink,19.1,199,12.58,2025-08-22 02:43:51
759,P000171,SKU000171V759,M,Beige,10.04,454,3.62,2023-12-21 06:21:07
760,P000171,SKU000171V760,L,Green,8.28,190,6.58,2025-03-19 11:58:25
761,P000171,SKU000171V761,XL,Blue,10.46,401,6.37,2024-02-16 06:57:40
762,P000172,SKU000172V762,L,Blue,7.46,293,9.73,2024-04-09 22:34:13
763,P000172,SKU000172V763,XL,Blue,7.63,442,10.57,2024-05-11 23:12:25
764,P000172,SKU000172V764,XXL,Blue,12.68,369,10.06,2024-09-22 20:43:58
765,P000172,SKU000172V765,XS,White,16.12,63,3.17,2025-02-20 04:14:57
766,P000173,SKU000173V766,XL,Blue,2.07,393,11.77,2025-09-22 07:44:54
767,P000173,SKU000173V767,XL,White,12.67,267,9.56,2023-11-23 23:27:52
768,P000173,SKU000173V768,XS,Beige,17.03,118,4.9,2025-02-03 07:46:54
769,P000174,SKU000174V769,XL,Blue,2.29,448,8.1,2024-09-12 08:51:15
770,P000174,SKU000174V770,XS,Red,19.35,477,8.03,2025-09-11 20:20:19
771,P000174,SKU000174V771,XXL,Blue,0.15,201,12.17,2024-04-27 20:12:46
772,P000174,SKU000174V772,XL,Beige,5.35,347,5.44,2025-05-15 17:56:37
773,P000174,SKU000174V773,L,Gray,0.08,475,7.39,2024-08-22 19:35:50
774,P000174,SKU000174V774,XS,Black,3.07,201,12.93,2025-03-16 19:59:37
775,P000175,SKU000175V775,M,Navy,19.18,230,5.14,2025-08-27 20:29:16
776,P000175,SKU000175V776,L,Gray,12.33,211,12.77,2025-02-25 16:37:41
777,P000175,SKU000175V777,XL,Blue,2.58,335,7.08,2025-05-16 03:39:46
778,P000175,SKU000175V778,XXL,Navy,8.06,172,8.72,2025-05-16 08:07:12
779,P000175,SKU000175V779,L,Gray,1.99,420,3.64,2024-06-03 08:44:23
780,P000176,SKU000176V780,XXL,Pink,15.69,441,11.91,2024-04-13 01:09:06
781,P000176,SKU000176V781,M,Brown,3.18,175,4.65,2024-01-29 23:18:56
782,P000176,SKU000176V782,XS,Black,8.75,331,12.01,2025-05-24 13:56:10
783,P000177,SKU000177V783,XS,Pink,14.15,481,14.64,2023-11-22 15:27:18
784,P000177,SKU000177V784,XL,Blue,0.51,385,3.7,2024-04-28 13:03:47
785,P000177,SKU000177V785,L,Red,3.73,344,13.67,2025-05-21 18:21:17
786,P000177,SKU000177V786,M,Gray,10.71,135,11.44,2023-11-13 15:02:06
787,P000178,SKU000178V787,M,Black,5.5,488,3.87,2024-07-19 11:56:26
788,P000178,SKU000178V788,XS,Pink,17.34,66,7.97,2024-07-23 23:54:02
789,P000178,SKU000178V789,XL,White,2.14,154,5.41,2024-06-10 13:11:01
790,P000178,SKU000178V790,S,White,1.55,442,6.7,2023-11-11 19:37:27
791,P000178,SKU000178V791,S,Blue,2.01,417,2.29,2024-04-13 17:57:59
792,P000178,SKU000178V792,XS,Green,19.18,49,4.73,2025-06-18 11:45:22
793,P000179,SKU000179V793,L,Red,12.67,240,12.51,2024-04-18 17:45:37
794,P000179,SKU000179V794,S,Beige,0.2,101,10.58,2024-02-11 08:53:45
795,P000179,SKU000179V795,XXL,Pink,17.1,70,14.69,2024-09-02 08:57:36
796,P000179,SKU000179V796,M,Green,19.9,317,9.1,2023-11-19 01:43:53
797,P000179,SKU000179V797,S,Brown,14.83,484,3.58,2024-10-12 02:24:30
798,P000179,SKU000179V798,XL,Black,10.72,275,8.65,2025-09-16 10:09:11
799,P000180,SKU000180V799,S,Red,2.3,121,2.38,2024-02-29 00:47:36
800,P000180,SKU000180V800,S,Gray,1.67,364,14.22,2025-01-12 04:54:06
801,P000180,SKU000180V801,M,Beige,9.63,498,3.2,2024-07-27 03:17:11
802,P000180,SKU000180V802,XXL,Brown,13.04,249,11.69,2024-02-11 18:27:11
803,P000181,SKU000181V803,L,Brown,18.93,482,4.51,2025-02-08 12:43:42
804,P000181,SKU000181V804,S,Gray,13.74,464,11.33,2024-10-12 08:39:46
805,P000181,SKU000181V805,L,White,11.67,402,9.64,2023-12-19 09:20:25
806,P000181,SKU000181V806,S,Gray,19.08,259,7.64,2024-01-15 22:01:46
807,P000181,SKU000181V807,L,Blue,11.93,149,12.61,2024-11-19 02:09:49
808,P000181,SKU000181V808,XL,White,12.15,229,4.6,2025-05-15 05:47:35
809,P000182,SKU000182V809,M,White,8.99,465,2.44,2024-08-26 03:11:57
810,P000182,SKU000182V810,XL,Beige,11.74,160,9.85,2024-03-13 19:04:09
811,P000182,SKU000182V811,XXL,Brown,7.05,25,3.49,2025-01-15 01:12:40
812,P000182,SKU000182V812,M,Blue,15.82,193,5.19,2025-02-06 20:44:33
813,P000182,SKU000182V813,S,Red,7.44,409,6.09,2023-12-17 16:41:17
814,P000183,SKU000183V814,M,Black,14.34,119,8.05,2025-09-04 00:19:08
815,P000183,SKU000183V815,M,Gray,11.23,207,5.69,2024-09-03 03:43:46
816,P000183,SKU000183V816,S,Brown,4.35,297,5.61,2025-04-03 20:04:42
817,P000184,SKU000184V817,XL,Blue,13.64,232,6.13,2024-04-14 08:05:24
818,P000184,SKU000184V818,M,Gray,3.94,420,8.42,2023-12-15 09:27:41
819,P000184,SKU000184V819,XS,Beige,8.42,73,7.89,2023-10-23 05:54:15
820,P000185,SKU000185V820,XL,Blue,4.73,20,5.71,2023-11-21 19:22:05
821,P000185,SKU000185V821,XXL,Pink,19.76,476,8.0,2023-11-19 20:37:51
822,P000185,SKU000185V822,S,Blue,0.74,283,13.93,2024-12-12 22:41:04
823,P000185,SKU000185V823,XS,Red,12.9,45,8.11,2025-04-13 06:28:28
824,P000185,SKU000185V824,L,Beige,5.49,395,6.5,2024-04-07 19:30:16
825,P000186,SKU000186V825,XL,Red,9.88,34,7.11,2025-05-21 20:48:03
826,P000186,SKU000186V826,XXL,Green,9.87,338,14.57,2024-09-06 11:53:38
827,P000186,SKU000186V827,XS,Red,18.75,62,2.38,2023-10-10 17:51:03
828,P000187,SKU000187V828,XS,Navy,2.1,175,13.2,2025-08-22 12:15:08
829,P000187,SKU000187V829,XXL,Blue,4.53,55,4.49,2024-10-16 17:52:34
830,P000187,SKU000187V830,M,Brown,19.79,488,10.95,2024-01-19 18:53:41
831,P000188,SKU000188V831,M,Black,2.22,494,5.96,2025-02-14 06:20:30
832,P000188,SKU000188V832,M,Red,13.76,415,12.56,2025-02-04 12:45:52
833,P000188,SKU000188V833,M,Navy,18.5,308,7.99,2023-09-26 20:13:26
834,P000189,SKU000189V834,M,Navy,15.06,464,13.05,2025-09-19 18:26:58
835,P000189,SKU000189V835,L,Green,13.36,277,8.86,2023-10-25 13:21:26
836,P000189,SKU000189V836,XL,Green,13.23,153,6.18,2025-02-23 09:12:02
837,P000189,SKU000189V837,XXL,Green,4.52,145,11.96,2024-07-25 11:11:45
838,P000190,SKU000190V838,M,Brown,16.71,134,10.57,2024-04-20 02:47:09
839,P000190,SKU000190V839,XXL,Gray,13.9,48,14.63,2024-01-21 22:13:05
840,P000190,SKU000190V840,XS,Gray,0.26,120,8.09,2025-03-22 22:01:29
841,P000191,SKU000191V841,S,Green,2.09,116,12.58,2024-06-08 08:32:34
842,P000191,SKU000191V842,XL,Brown,17.17,399,14.28,2025-08-28 19:20:35
843,P000191,SKU000191V843,XXL,Green,13.11,444,8.56,2024-07-26 02:58:36
844,P000191,SKU000191V844,S,Gray,18.33,207,14.68,2024-12-15 12:07:14
845,P000191,SKU000191V845,XL,Brown,4.06,214,4.44,2023-09-29 01:05:34
846,P000191,SKU000191V846,M,Blue,3.28,167,14.37,2024-10-30 11:29:07
847,P000192,SKU000192V847,S,Green,17.52,391,3.43,2025-03-28 18:46:31
848,P000192,SKU000192V848,XS,Green,3.74,24,8.19,2025-09-25 05:15:44
849,P000192,SKU000192V849,XL,Green,7.04,70,14.05,2025-05-17 00:21:25
850,P000193,SKU000193V850,M,Blue,4.24,213,8.53,2024-10-11 06:58:40
851,P000193,SKU000193V851,XL,Red,1.06,149,6.81,2024-10-01 13:12:53
852,P000193,SKU000193V852,XS,Blue,14.64,226,4.52,2024-08-29 20:45:14
853,P000194,SKU000194V853,L,Navy,11.88,281,9.9,2024-08-04 21:31:45
854,P000194,SKU000194V854,XL,Blue,2.18,35,10.4,2025-07-12 18:15:59
855,P000194,SKU000194V855,XS,Gray,2.3,468,2.46,2025-04-13 10:37:04
856,P000194,SKU000194V856,M,Gray,1.32,61,5.58,2025-05-24 17:46:17
857,P000195,SKU000195V857,L,Blue,2.03,385,12.71,2025-06-18 01:57:56
858,P000195,SKU000195V858,XXL,Beige,9.9,97,12.21,2025-05-28 04:37:34
859,P000195,SKU000195V859,M,Beige,14.12,157,11.54,2023-11-19 14:48:10
860,P000195,SKU000195V860,XS,Navy,10.06,368,10.09,2024-11-18 16:46:44
861,P000195,SKU000195V861,XXL,Beige,17.05,362,5.1,2024-03-19 14:08:25
862,P000195,SKU000195V862,M,White,3.33,180,13.7,2023-09-28 17:42:13
863,P000196,SKU000196V863,XS,Green,8.56,20,4.31,2024-07-20 18:13:49
864,P000196,SKU000196V864,M,White,3.41,399,13.09,2025-03-14 12:48:43
865,P000196,SKU000196V865,XL,Red,19.39,308,2.01,2025-06-22 12:14:24
866,P000196,SKU000196V866,S,Green,2.19,429,2.23,2025-05-23 21:07:57
867,P000197,SKU000197V867,S,Brown,10.06,396,3.91,2024-10-04 14:25:04
868,P000197,SKU000197V868,XS,White,6.09,386,6.36,2023-12-29 07:26:59
869,P000197,SKU000197V869,L,Red,19.8,141,10.62,2024-12-09 18:14:32
870,P000197,SKU000197V870,M,Red,9.18,433,6.58,2024-11-14 22:50:28
871,P000197,SKU000197V871,XXL,Red,17.83,406,10.63,2025-09-21 10:29:58
872,P000198,SKU000198V872,XS,Beige,13.72,382,10.32,2024-06-30 22:46:21
873,P000198,SKU000198V873,S,Blue,17.13,347,14.92,2024-06-11 03:49:00
874,P000198,SKU000198V874,M,Green,0.62,305,11.63,2025-03-08 18:23:21
875,P000198,SKU000198V875,L,Red,4.13,55,4.52,2024-05-18 09:10:28
876,P000198,SKU000198V876,L,White,19.31,459,10.15,2024-08-02 08:03:04
877,P000198,SKU000198V877,XL,Green,19.75,458,8.85,2023-11-08 00:57:11
878,P000199,SKU000199V878,XXL,Red,17.76,210,9.66,2025-01-29 06:27:50
879,P000199,SKU000199V879,M,Beige,3.81,306,8.76,2025-02-09 18:23:28
880,P000199,SKU000199V880,M,Pink,2.46,417,7.92,2023-12-05 14:12:17
881,P000199,SKU000199V881,M,Beige,2.2,14,8.49,2024-07-05 22:46:03
882,P000199,SKU000199V882,XXL,Navy,9.33,86,8.8,2024-11-14 10:12:23
883,P000200,SKU000200V883,XL,Brown,13.29,165,8.33,2025-07-19 23:29:57
884,P000200,SKU000200V884,XS,Beige,0.31,30,4.83,2024-06-16 07:16:47
885,P000200,SKU000200V885,XL,White,1.06,166,2.07,2023-11-27 15:52:23
886,P000200,SKU000200V886,M,Black,1.0,80,6.55,2025-07-10 12:48:40
887,P000200,SKU000200V887,M,Brown,13.31,403,9.29,2024-09-17 04:20:54
888,P000201,SKU000201V888,XXL,Beige,2.85,385,4.56,2025-05-08 19:55:22
889,P000201,SKU000201V889,XL,White,5.82,26,8.15,2025-05-13 12:47:47
890,P000201,SKU000201V890,M,Gray,16.23,336,7.02,2024-05-08 09:16:16
891,P000202,SKU000202V891,XS,Beige,18.4,315,6.04,2025-02-10 07:46:43
892,P000202,SKU000202V892,XL,Blue,13.58,175,12.46,2024-03-01 22:29:24
893,P000202,SKU000202V893,S,Gray,5.0,223,9.21,2024-02-10 08:27:13
894,P000202,SKU000202V894,M,Beige,1.71,300,14.05,2024-11-29 20:13:19
895,P000202,SKU000202V895,L,Brown,3.67,410,13.39,2023-10-26 17:14:10
896,P000202,SKU000202V896,L,White,2.77,236,11.02,2024-07-20 13:22:47
897,P000203,SKU000203V897,L,Red,8.55,225,14.5,2025-02-20 09:01:34
898,P000203,SKU000203V898,L,Black,18.25,23,14.45,2024-02-21 12:36:25
899,P000203,SKU000203V899,L,White,15.12,324,13.79,2024-05-15 07:23:49
900,P000203,SKU000203V900,S,Pink,10.24,75,10.07,2025-03-19 16:14:09
901,P000203,SKU000203V901,XL,Beige,1.07,442,7.1,2024-07-25 04:07:44
902,P000204,SKU000204V902,XXL,Black,9.26,400,13.37,2025-08-22 11:17:19
903,P000204,SKU000204V903,L,Black,1.69,148,12.79,2023-12-18 02:21:00
904,P000204,SKU000204V904,XXL,White,6.67,59,12.69,2025-01-27 23:36:14
905,P000204,SKU000204V905,XL,Green,13.81,452,2.79,2025-03-14 05:00:23
906,P000204,SKU000204V906,XXL,Pink,13.49,388,11.32,2024-07-01 05:09:45
907,P000204,SKU000204V907,XXL,Gray,10.33,297,11.63,2024-10-08 01:08:00
908,P000205,SKU000205V908,S,Gray,17.9,337,13.08,2023-12-01 02:00:04
909,P000205,SKU000205V909,M,Beige,14.38,489,2.08,2025-08-13 17:38:16
910,P000205,SKU000205V910,L,Pink,13.76,68,2.87,2025-01-29 16:08:03
911,P000205,SKU000205V911,S,Pink,17.6,276,3.26,2024-08-31 08:39:31
912,P000205,SKU000205V912,S,White,9.47,436,8.58,2025-04-19 07:29:10
913,P000205,SKU000205V913,L,Black,18.52,163,7.26,2024-02-20 07:55:27
914,P000206,SKU000206V914,S,Brown,5.21,323,10.86,2024-01-12 20:46:32
915,P000206,SKU000206V915,XXL,Pink,2.46,84,10.27,2023-10-23 21:30:51
916,P000206,SKU000206V916,S,Navy,16.37,346,5.13,2024-02-23 03:33:33
917,P000206,SKU000206V917,XL,Brown,4.01,255,5.77,2023-10-15 20:52:49
918,P000207,SKU000207V918,XL,Green,7.35,150,7.09,2025-04-07 04:57:28
919,P000207,SKU000207V919,XXL,White,9.28,426,7.52,2024-12-29 17:21:14
920,P000207,SKU000207V920,XS,Beige,9.14,298,7.06,2024-03-29 09:44:06
921,P000208,SKU000208V921,XS,Pink,8.89,474,13.79,2024-10-10 04:00:20
922,P000208,SKU000208V922,S,Green,17.65,244,5.6,2024-07-24 03:12:07
923,P000208,SKU000208V923,S,Red,10.01,450,8.54,2023-11-14 02:19:03
924,P000208,SKU000208V924,M,Brown,7.81,42,4.27,2025-06-02 21:46:45
925,P000208,SKU000208V925,S,Red,13.12,298,6.41,2024-11-19 00:40:13
926,P000209,SKU000209V926,M,Beige,18.47,44,13.91,2025-02-06 22:02:15
927,P000209,SKU000209V927,XXL,Green,7.53,251,9.88,2024-05-22 04:34:09
928,P000209,SKU000209V928,S,Pink,14.17,269,12.08,2024-10-18 06:50:15
929,P000209,SKU000209V929,XL,Beige,2.59,175,9.66,2024-11-13 21:24:49
930,P000210,SKU000210V930,XL,Pink,16.6,44,2.58,2025-07-05 03:36:09
931,P000210,SKU000210V931,XXL,Navy,4.63,350,3.38,2025-06-17 16:41:25
932,P000210,SKU000210V932,XXL,Green,6.47,128,14.76,2024-09-09 03:44:40
933,P000210,SKU000210V933,XXL,Gray,2.11,460,4.26,2023-10-08 22:06:32
934,P000210,SKU000210V934,L,Blue,18.45,41,9.95,2023-10-24 22:34:32
935,P000211,SKU000211V935,XS,White,8.83,201,9.88,2024-06-15 16:46:58
936,P000211,SKU000211V936,XS,Navy,6.42,367,7.84,2023-11-08 16:58:50
937,P000211,SKU000211V937,S,Pink,11.13,110,5.28,2024-06-14 11:34:51
938,P000212,SKU000212V938,XXL,Beige,4.51,389,4.11,2025-05-30 01:18:22
939,P000212,SKU000212V939,XL,Gray,1.72,22,10.18,2025-04-08 04:41:15
940,P000212,SKU000212V940,XXL,White,4.07,424,3.83,2023-10-29 10:10:14
941,P000212,SKU000212V941,XS,Red,15.49,300,9.11,2024-08-06 03:15:51
942,P000212,SKU000212V942,XS,Red,3.71,383,14.45,2023-12-26 23:13:02
943,P000212,SKU000212V943,XXL,Brown,9.92,436,4.7,2024-03-08 14:01:01
944,P000213,SKU000213V944,XL,Red,7.13,470,9.26,2025-06-14 01:33:12
945,P000213,SKU000213V945,S,White,8.78,330,6.89,2025-02-15 00:41:46
946,P000213,SKU000213V946,XS,Pink,1.56,410,8.72,2025-02-25 11:43:46
947,P000213,SKU000213V947,XS,White,9.97,36,9.82,2024-11-05 11:42:24
948,P000213,SKU000213V948,M,Black,4.48,491,5.77,2024-09-16 04:41:34
949,P000213,SKU000213V949,M,Blue,14.07,44,13.34,2025-09-25 08:35:37
950,P000214,SKU000214V950,M,White,10.69,133,13.09,2025-03-05 20:20:12
951,P000214,SKU000214V951,XL,Brown,6.24,326,2.74,2025-08-02 01:45:15
952,P000214,SKU000214V952,XXL,White,11.66,489,13.93,2025-08-05 05:21:06
953,P000214,SKU000214V953,M,Black,0.65,225,5.39,2024-11-15 22:16:45
954,P000215,SKU000215V954,XS,Navy,4.08,428,11.54,2024-01-19 20:44:48
955,P000215,SKU000215V955,XXL,Black,4.71,47,12.47,2025-04-23 18:15:04
956,P000215,SKU000215V956,XL,Pink,14.06,401,12.5,2024-12-19 03:50:12
957,P000215,SKU000215V957,M,White,19.0,316,11.61,2024-03-25 03:13:02
958,P000215,SKU000215V958,XS,Brown,9.58,76,5.52,2025-09-13 11:51:58
959,P000216,SKU000216V959,XS,Black,9.93,125,10.45,2023-11-21 02:51:04
960,P000216,SKU000216V960,L,Green,6.07,445,13.39,2023-10-24 19:29:58
961,P000216,SKU000216V961,S,Black,18.62,23,12.06,2025-04-19 10:00:46
962,P000217,SKU000217V962,XL,Pink,17.21,359,10.89,2024-01-14 03:29:15
963,P000217,SKU000217V963,XS,Brown,9.64,208,11.95,2024-10-09 21:42:28
964,P000217,SKU000217V964,XXL,Navy,8.59,228,9.14,2025-02-15 00:21:11
965,P000217,SKU000217V965,XS,Green,2.36,325,14.77,2023-10-10 23:24:36
966,P000218,SKU000218V966,M,Gray,6.86,480,2.75,2024-09-26 04:13:14
967,P000218,SKU000218V967,S,White,11.77,126,7.37,2025-08-30 19:05:23
968,P000218,SKU000218V968,XL,Pink,0.92,420,2.19,2025-09-08 05:09:57
969,P000218,SKU000218V969,XXL,Gray,16.25,49,2.74,2025-01-18 11:20:28
970,P000218,SKU000218V970,L,Navy,5.65,170,6.55,2023-10-31 17:51:19
971,P000219,SKU000219V971,M,Navy,12.12,255,10.55,2024-04-01 15:58:50
972,P000219,SKU000219V972,XXL,White,1.53,490,9.07,2025-03-23 21:10:12
973,P000219,SKU000219V973,L,Red,17.95,449,4.86,2025-02-11 02:18:19
974,P000219,SKU000219V974,XXL,Beige,18.83,409,9.17,2024-01-05 13:26:59
975,P000220,SKU000220V975,XL,Beige,6.38,287,8.54,2023-10-07 07:50:12
976,P000220,SKU000220V976,XS,Red,18.01,371,14.36,2024-02-06 23:00:15
977,P000220,SKU000220V977,L,Beige,1.57,476,3.78,2025-01-29 13:42:51
978,P000220,SKU000220V978,XL,Gray,6.1,293,4.74,2023-11-03 23:20:04
979,P000221,SKU000221V979,XXL,Navy,0.72,130,11.08,2025-08-28 20:10:42
980,P000221,SKU000221V980,XXL,Green,19.06,20,8.49,2024-05-21 21:13:59
981,P000221,SKU000221V981,XS,Beige,5.56,206,5.91,2025-06-24 15:44:16
982,P000221,SKU000221V982,XS,Black,5.58,322,6.99,2025-06-03 15:38:11
983,P000221,SKU000221V983,XS,Blue,7.69,32,4.92,2023-12-10 17:42:31
984,P000222,SKU000222V984,S,Blue,10.65,348,5.97,2024-09-14 11:56:49
985,P000222,SKU000222V985,XL,Red,18.74,475,9.91,2025-01-12 22:07:35
986,P000222,SKU000222V986,M,Beige,16.2,312,4.82,2024-02-05 17:55:50
987,P000222,SKU000222V987,XS,Red,14.52,328,7.64,2025-07-06 00:08:34
988,P000222,SKU000222V988,L,Black,16.15,293,7.05,2024-12-28 05:52:50
989,P000222,SKU000222V989,XXL,Beige,17.17,490,8.95,2023-11-14 20:18:22
990,P000223,SKU000223V990,XL,Pink,15.38,143,4.11,2025-06-22 08:57:00
991,P000223,SKU000223V991,L,Green,14.91,483,5.1,2025-06-22 02:48:09
992,P000223,SKU000223V992,XS,Beige,15.99,496,5.57,2023-12-17 18:12:26
993,P000223,SKU000223V993,S,Brown,5.92,302,7.13,2023-12-23 20:30:48
994,P000223,SKU000223V994,XL,Beige,7.23,347,5.26,2024-10-16 07:28:35
995,P000223,SKU000223V995,XXL,Pink,0.25,167,9.39,2024-12-31 07:13:57
996,P000224,SKU000224V996,M,Navy,8.88,18,7.72,2025-06-07 21:45:21
997,P000224,SKU000224V997,L,Black,19.32,255,10.29,2025-01-16 08:11:51
998,P000224,SKU000224V998,XL,Gray,8.17,306,14.2,2024-03-15 11:49:11
999,P000224,SKU000224V999,M,Pink,11.03,498,2.83,2023-11-14 04:30:27
1000,P000224,SKU000224V1000,S,Beige,15.32,151,5.37,2025-06-12 00:09:02
1001,P000225,SKU000225V1001,S,Gray,12.61,85,13.33,2024-03-01 13:33:16
1002,P000225,SKU000225V1002,XXL,Black,4.65,345,2.5,2024-08-22 05:12:27
1003,P000225,SKU000225V1003,XXL,Brown,17.21,306,6.13,2024-06-14 04:34:52
1004,P000225,SKU000225V1004,XL,Gray,1.22,375,14.9,2025-06-17 11:53:54
1005,P000225,SKU000225V1005,M,Black,13.57,449,13.04,2025-07-06 10:16:47
1006,P000225,SKU000225V1006,XL,Black,12.01,189,3.42,2025-04-21 08:01:56
1007,P000226,SKU000226V1007,XS,Brown,1.55,114,6.24,2025-03-06 02:18:08
1008,P000226,SKU000226V1008,M,Blue,1.43,228,13.39,2024-08-03 10:02:01
1009,P000226,SKU000226V1009,S,Black,6.53,413,6.68,2024-06-04 00:13:38
1010,P000226,SKU000226V1010,L,Red,9.41,160,10.08,2023-12-28 23:58:14
1011,P000226,SKU000226V1011,S,Red,0.89,486,3.95,2025-03-10 12:22:54
1012,P000226,SKU000226V1012,XL,Black,2.12,118,12.5,2024-12-16 12:51:11
1013,P000227,SKU000227V1013,S,Blue,16.61,26,10.54,2024-11-23 04:04:48
1014,P000227,SKU000227V1014,S,Blue,15.25,342,3.02,2024-01-10 20:03:20
1015,P000227,SKU000227V1015,XS,Gray,11.31,304,10.19,2024-06-01 22:55:11
1016,P000227,SKU000227V1016,XXL,Blue,10.78,72,13.02,2025-07-06 20:10:51
1017,P000227,SKU000227V1017,XL,Black,12.14,347,8.82,2025-06-03 04:32:12
1018,P000228,SKU000228V1018,M,Beige,3.9,304,5.81,2024-03-09 18:58:46
