return_id,order_id,customer_id,return_date,return_reason,return_status,refund_amount,refund_method,restocking_fee,return_method,condition_received,processed_by,created_at
RETJ6OK2KEP,1901,3860,2025-09-16 13:29:20,fit,processed,67.96,original_payment,1.38,mail,fair,Shirley Watkins PhD,2025-09-16 13:29:20
RET8C8LW0SN,8036,4596,2024-12-21 14:01:27,fit,approved,30.26,original_payment,11.8,store,new,Laura Lynch,2024-12-21 14:01:27
RETZS3HZWGI,4813,2875,2025-08-28 00:00:12,changed_mind,completed,46.7,original_payment,2.43,mail,new,Molly Sloan,2025-08-28 00:00:12
RETVGXPREKD,2643,2104,2023-12-23 06:29:21,changed_mind,processed,56.05,original_payment,13.27,store,new,Eric Webb MD,2023-12-23 06:29:21
RETH8JRDVJV,3393,1295,2025-09-06 04:40:04,changed_mind,approved,26.81,original_payment,8.85,mail,new,Barbara Sanchez,2025-09-06 04:40:04
RET9ZN9N8LO,4153,4867,2025-04-20 10:47:33,other,completed,37.28,original_payment,12.46,store,poor,Lauren Jones,2025-04-20 10:47:33
RETVSJA5C3Y,10599,4313,2025-06-06 23:07:46,fit,processed,41.41,original_payment,4.25,store,fair,Christopher Lee,2025-06-06 23:07:46
RET2SJY4R95,2581,2661,2025-05-09 18:39:25,other,pending,56.65,original_payment,4.28,pickup,good,Jennifer Choi,2025-05-09 18:39:25
RETJ5MN08SB,798,4076,2025-07-22 23:22:00,defective,approved,35.34,store_credit,10.27,pickup,like_new,Jeremy Smith,2025-07-22 23:22:00
RETXXHQM4XN,5058,511,2025-09-16 12:16:20,fit,approved,67.61,store_credit,1.08,mail,good,Kathy Meyers,2025-09-16 12:16:20
RETZZ6D4864,7685,3846,2025-01-04 00:55:48,fit,pending,43.8,original_payment,2.98,mail,poor,Jennifer Walker,2025-01-04 00:55:48
RETK46TA4R4,2355,1771,2025-09-20 14:32:24,changed_mind,approved,33.72,store_credit,0.41,store,good,Rita Crawford,2025-09-20 14:32:24
RETQBHI4G4W,5853,773,2025-09-19 00:37:29,fit,approved,22.99,store_credit,11.99,store,good,James Graham,2025-09-19 00:37:29
RETF6COMBUU,507,2250,2024-12-06 17:02:59,other,processed,32.22,original_payment,7.56,mail,like_new,Stephen Lopez,2024-12-06 17:02:59
RETN2DZVLOI,9434,3172,2024-04-23 18:01:21,fit,pending,42.69,original_payment,4.29,pickup,good,Eugene Rodriguez,2024-04-23 18:01:21
RET47GFONIX,422,2424,2024-08-30 21:11:21,changed_mind,processed,44.57,original_payment,11.88,pickup,good,Robert Porter,2024-08-30 21:11:21
RETVAQQS6FB,1034,3458,2025-03-18 11:57:45,changed_mind,processed,44.87,original_payment,14.84,pickup,poor,Melissa Miller,2025-03-18 11:57:45
RET0YKY268G,2152,3576,2025-05-01 17:43:48,fit,pending,66.03,original_payment,12.28,store,poor,Amanda Sexton,2025-05-01 17:43:48
RETTCX4OZTX,8310,162,2024-08-20 08:45:42,fit,completed,50.87,original_payment,2.64,mail,like_new,Rebecca Ortiz,2024-08-20 08:45:42
RET6QJ81LVI,3862,4354,2024-10-08 20:50:23,other,completed,36.9,store_credit,11.32,store,fair,April Macdonald,2024-10-08 20:50:23
RETXR80OUWC,6345,829,2025-06-20 05:09:01,changed_mind,approved,62.37,original_payment,4.04,mail,new,Jose Lawson,2025-06-20 05:09:01
RETMSI9WY54,8832,302,2025-07-09 12:42:59,defective,processed,35.58,original_payment,7.82,store,new,Bradley Turner,2025-07-09 12:42:59
RETQGQWXGD6,5886,439,2024-12-16 04:55:56,other,pending,58.88,original_payment,3.77,pickup,good,Lauren Cuevas,2024-12-16 04:55:56
RETKL5X1X9F,294,1572,2025-08-12 04:01:34,fit,completed,35.87,original_payment,12.09,pickup,like_new,Dr. Tony Daniel,2025-08-12 04:01:34
RETWWGNCOHA,8911,2155,2024-09-22 19:14:55,fit,completed,65.47,store_credit,9.17,store,good,Ashley Elliott,2024-09-22 19:14:55
RETRZO0LPVR,12007,4273,2025-06-03 04:55:18,fit,processed,56.42,store_credit,13.37,mail,new,Peter Ellison,2025-06-03 04:55:18
RET8S0SHOIU,7702,2173,2024-12-16 05:02:14,fit,processed,48.95,store_credit,11.48,pickup,poor,Tyler Meyers,2024-12-16 05:02:14
RETAH1E1U9J,9983,2822,2025-06-10 08:01:50,changed_mind,processed,53.2,store_credit,14.51,store,fair,Beverly Figueroa,2025-06-10 08:01:50
RET6N1M2P4V,9355,414,2025-09-24 06:30:25,changed_mind,processed,67.18,original_payment,13.64,pickup,fair,Carrie Jackson,2025-09-24 06:30:25
RETN46JHEPR,626,1452,2025-08-08 03:23:19,defective,approved,45.87,original_payment,12.57,pickup,fair,Anthony Cohen,2025-08-08 03:23:19
RETICQU6D2B,1031,410,2025-08-27 07:16:28,defective,pending,75.61,store_credit,4.36,pickup,new,Brenda Hughes,2025-08-27 07:16:28
RETBNNTVA3T,10087,4308,2024-02-27 08:39:35,fit,approved,73.11,original_payment,12.53,pickup,good,Shirley Stevens,2024-02-27 08:39:35
RET7D1NHKOQ,6102,1354,2025-07-02 19:25:55,defective,completed,50.76,original_payment,5.53,store,good,James Gibson,2025-07-02 19:25:55
RETU0C21LTH,5656,955,2025-07-25 13:44:14,fit,completed,46.85,store_credit,14.43,pickup,fair,Zachary Jones,2025-07-25 13:44:14
RETPHAF3RQY,11985,2372,2025-04-03 02:16:46,changed_mind,pending,28.02,original_payment,5.91,store,good,Tiffany Stevenson,2025-04-03 02:16:46
RET8H0206R2,9906,4148,2024-09-05 21:25:49,changed_mind,processed,47.64,original_payment,6.47,pickup,poor,Kenneth Fry,2024-09-05 21:25:49
RET1FA3JJ9C,1117,970,2025-03-31 03:25:34,changed_mind,completed,22.94,original_payment,14.73,mail,fair,Carrie Wise,2025-03-31 03:25:34
RETJ100FNE4,7727,3235,2024-11-25 17:44:39,fit,completed,33.96,store_credit,9.45,pickup,new,Adam Rice,2024-11-25 17:44:39
RETZCFKAEWU,1684,4428,2025-09-13 07:14:33,changed_mind,approved,59.33,original_payment,9.09,pickup,fair,Kara Myers,2025-09-13 07:14:33
RETK2VVYOOZ,2838,1762,2025-07-11 15:59:14,fit,completed,51.04,store_credit,13.28,pickup,like_new,Randy Hall,2025-07-11 15:59:14
RETYE2LZZK3,3988,2185,2025-09-11 02:41:49,changed_mind,approved,44.13,store_credit,11.32,mail,fair,Casey Gilbert,2025-09-11 02:41:49
RETE7Y86AI6,1057,811,2025-06-08 00:55:06,fit,processed,36.31,store_credit,6.49,mail,new,Austin Chavez,2025-06-08 00:55:06
RETZMM4HFBJ,4119,87,2025-03-24 12:21:49,defective,approved,72.12,store_credit,8.46,pickup,poor,Amanda Mclean,2025-03-24 12:21:49
RETO6W8R61Z,8723,3303,2024-07-25 16:32:50,fit,completed,15.59,store_credit,0.71,mail,like_new,Joseph Buchanan,2024-07-25 16:32:50
RETICFQ1LNO,12587,2478,2025-09-09 13:04:14,changed_mind,completed,53.51,store_credit,12.17,mail,new,Erin Williams,2025-09-09 13:04:14
RETY4KD0E3S,9586,3276,2024-11-08 04:43:54,defective,processed,60.01,store_credit,10.02,mail,poor,Harold Rogers,2024-11-08 04:43:54
RETJBEHNDGT,3850,255,2025-08-29 07:44:05,fit,pending,62.75,store_credit,14.25,store,new,Heidi Haas,2025-08-29 07:44:05
RET494UW2Z9,10492,4201,2024-04-11 19:25:37,fit,processed,38.7,original_payment,4.57,mail,good,Alexis Johnson,2024-04-11 19:25:37
RETYGHFIEI1,2696,3696,2024-04-26 10:04:54,changed_mind,pending,49.95,store_credit,6.12,store,poor,Paul Greene,2024-04-26 10:04:54
RET1UDE2ZQV,10276,4113,2025-02-12 21:46:33,fit,pending,42.11,store_credit,5.91,pickup,new,Richard Barnes,2025-02-12 21:46:33
RETTEQ98ZXL,11746,3399,2025-09-01 04:23:34,other,pending,62.54,original_payment,10.73,mail,good,Monica Harrell,2025-09-01 04:23:34
RET1D4GQDUX,10839,2299,2024-03-03 03:49:24,changed_mind,completed,42.55,store_credit,13.26,store,poor,Paul Nolan,2024-03-03 03:49:24
RET2RB4FKVW,3810,2534,2025-09-16 03:38:29,other,completed,30.87,original_payment,12.3,pickup,fair,Donna Martinez,2025-09-16 03:38:29
RETY094U5NN,3297,1534,2025-07-26 12:10:02,defective,completed,32.76,original_payment,2.1,mail,like_new,Sandra Nelson,2025-07-26 12:10:02
RETCM8CJWJA,11994,1805,2025-07-15 17:02:33,fit,completed,43.77,store_credit,4.54,store,new,Ariana Hall,2025-07-15 17:02:33
RETPN5BQTM0,2952,4219,2024-11-27 18:50:40,defective,processed,35.61,original_payment,9.32,pickup,poor,Courtney Gonzalez,2024-11-27 18:50:40
RETELTAT5CO,143,199,2024-04-27 09:57:49,fit,approved,30.19,original_payment,3.03,mail,like_new,Tyler Bennett,2024-04-27 09:57:49
RET2131QB2W,7997,3512,2025-08-05 23:57:38,changed_mind,pending,60.71,original_payment,14.25,store,fair,Erin Yang,2025-08-05 23:57:38
RET8AKT6FT1,12589,3206,2025-09-05 17:48:10,other,approved,26.04,original_payment,7.22,pickup,good,Stacy Mendoza,2025-09-05 17:48:10
RETCQ6UQL8O,10435,3811,2025-03-31 07:41:34,other,approved,64.97,original_payment,13.46,pickup,like_new,Paula Carter,2025-03-31 07:41:34
RETJCINFI2C,8201,2282,2025-06-26 01:22:48,fit,approved,21.77,original_payment,10.54,mail,like_new,Clinton Rosario,2025-06-26 01:22:48
RETCYK72LG2,11758,22,2023-12-07 01:49:45,fit,pending,70.03,original_payment,7.65,pickup,poor,Alex Davis,2023-12-07 01:49:45
RETJQW50ANZ,9584,110,2024-12-18 03:46:22,changed_mind,processed,69.0,original_payment,5.6,mail,fair,Kelly Rodriguez,2024-12-18 03:46:22
RETGP9HRN0R,6771,4752,2025-04-18 02:09:04,defective,completed,37.88,original_payment,2.62,pickup,like_new,Ashley White,2025-04-18 02:09:04
RETNELOKJJ2,6391,484,2025-08-01 07:43:04,other,completed,46.64,store_credit,11.66,pickup,like_new,Willie Rivera,2025-08-01 07:43:04
RETRY4N6UYH,3248,3290,2025-07-23 09:54:50,fit,completed,59.0,original_payment,11.88,pickup,like_new,David Coffey MD,2025-07-23 09:54:50
RET6Q6PAL23,6462,4586,2024-12-25 02:28:05,changed_mind,completed,45.35,original_payment,13.44,pickup,new,John Espinoza,2024-12-25 02:28:05
RET9OB00QYK,3487,1640,2025-06-07 02:26:47,defective,processed,34.81,store_credit,12.31,pickup,poor,Allen Sanders,2025-06-07 02:26:47
RETSYTDWR8P,7161,162,2025-09-04 14:32:11,other,approved,47.19,original_payment,7.08,store,like_new,Joseph Moreno,2025-09-04 14:32:11
RET2GRCCASF,2568,2768,2025-04-17 18:33:18,fit,processed,44.9,original_payment,6.97,store,like_new,Tiffany Sanders,2025-04-17 18:33:18
RETEAQHK999,4300,3185,2025-01-20 09:21:04,defective,processed,29.98,store_credit,9.24,store,fair,William Baxter,2025-01-20 09:21:04
RETFU643ZCJ,11448,2676,2025-08-15 02:05:00,fit,approved,37.73,store_credit,3.04,store,like_new,Cody Kelley,2025-08-15 02:05:00
RETLH3KVVWM,5076,936,2024-09-22 18:40:26,changed_mind,completed,34.6,original_payment,10.96,store,poor,Cody Smith,2024-09-22 18:40:26
RET5EOAFF6Y,2328,3555,2025-09-18 21:04:12,changed_mind,completed,50.16,original_payment,1.28,mail,good,Dustin Zhang,2025-09-18 21:04:12
RETIJP0G4V1,5287,3432,2025-04-17 17:09:14,changed_mind,processed,54.59,store_credit,12.91,mail,fair,Sarah Mann,2025-04-17 17:09:14
RETQKCHJ50M,10142,4279,2025-04-17 04:02:56,defective,completed,42.51,original_payment,12.23,mail,new,Danielle Sharp,2025-04-17 04:02:56
RETV5XBVGV7,181,527,2024-11-18 02:12:20,changed_mind,approved,24.11,original_payment,14.72,store,poor,Crystal Lee,2024-11-18 02:12:20
RET2BM2HGNN,8739,3300,2025-03-05 06:24:37,fit,processed,36.45,original_payment,2.42,store,fair,James Grimes,2025-03-05 06:24:37
RETNV2ID0B8,7079,1146,2025-09-12 15:32:16,fit,pending,46.12,original_payment,6.76,mail,poor,Sarah Miller,2025-09-12 15:32:16
RET4Z0HYSYY,4541,1968,2025-08-25 11:48:25,changed_mind,completed,20.25,store_credit,15.0,pickup,new,Alexis Allen,2025-08-25 11:48:25
RETJDWBF1EB,8127,1178,2025-01-27 22:17:17,changed_mind,processed,74.43,original_payment,14.95,store,like_new,Kimberly Hansen,2025-01-27 22:17:17
RETCT8XJEVK,4503,30,2025-09-16 23:54:22,defective,approved,40.47,store_credit,5.82,store,poor,Courtney Chandler,2025-09-16 23:54:22
RET8ZOFMKBL,3889,4473,2025-07-10 10:46:31,other,approved,54.56,original_payment,13.23,mail,like_new,Sandra Salazar,2025-07-10 10:46:31
RETC3F8H2L9,2004,1298,2025-01-29 23:47:52,defective,pending,30.57,original_payment,3.25,store,good,Sharon Gonzales,2025-01-29 23:47:52
RETI0F6JKKN,2429,2062,2024-12-15 09:41:51,defective,approved,43.68,original_payment,13.55,store,like_new,Jerry Koch,2024-12-15 09:41:51
RETQTV3GJEY,1809,4898,2025-02-06 14:35:02,changed_mind,pending,32.09,original_payment,1.23,pickup,new,Christopher Daniels,2025-02-06 14:35:02
RETVWE5YDMQ,1279,1378,2025-07-01 07:11:56,changed_mind,pending,70.72,store_credit,7.0,store,good,Patricia Rogers,2025-07-01 07:11:56
RET4QQXHNRR,10653,3232,2025-08-14 19:01:23,other,pending,26.14,original_payment,9.34,mail,poor,Victoria Harding,2025-08-14 19:01:23
RET4CFJUY6L,818,22,2025-04-26 02:50:29,defective,processed,74.78,original_payment,4.36,store,like_new,Kenneth Sanford,2025-04-26 02:50:29
RETOTOC64JU,9675,2554,2023-10-09 08:22:05,fit,pending,33.68,original_payment,14.38,mail,like_new,Bridget Lee,2023-10-09 08:22:05
RETU4B8AM3S,7029,2828,2024-11-21 22:34:39,fit,approved,37.24,original_payment,7.67,pickup,new,Dustin Bailey,2024-11-21 22:34:39
RET2K8IRR4A,2894,947,2024-09-14 23:45:24,defective,completed,33.78,store_credit,14.04,pickup,like_new,Autumn Chang,2024-09-14 23:45:24
RETJ209YY7U,6283,2302,2025-01-31 16:29:12,other,processed,35.13,original_payment,2.74,mail,new,Jacob Cruz,2025-01-31 16:29:12
RETXYO6T7ZB,9979,3460,2024-02-15 02:17:40,fit,pending,39.58,store_credit,5.45,pickup,like_new,Erica Zuniga,2024-02-15 02:17:40
RETA3WRT2LW,7392,4274,2025-04-09 16:52:39,fit,approved,42.83,original_payment,10.45,pickup,like_new,Gabriela Carter,2025-04-09 16:52:39
RET1BIOPNG3,3984,1025,2025-04-19 21:10:41,fit,processed,59.35,original_payment,9.45,pickup,new,Matthew Hicks,2025-04-19 21:10:41
RETHPBUUNTW,9973,2573,2025-07-26 14:26:14,other,completed,16.39,original_payment,14.09,pickup,fair,Craig Wiley,2025-07-26 14:26:14
RET92BF7UUL,224,3773,2025-04-29 07:53:15,fit,completed,45.33,original_payment,7.07,store,new,Ellen Schmitt,2025-04-29 07:53:15
RETMBHAQVGH,3211,1561,2025-06-25 17:13:59,defective,approved,26.73,original_payment,7.81,pickup,good,Tracy Johnson,2025-06-25 17:13:59
RETOWPWHURM,8105,44,2024-04-14 01:50:34,fit,approved,52.13,original_payment,12.79,store,poor,Brandon Conley,2024-04-14 01:50:34
RETJ56NMX20,7740,3010,2025-09-14 22:48:45,defective,pending,38.67,original_payment,0.14,store,good,Bradley Crawford,2025-09-14 22:48:45
RET14K7G0DR,6434,344,2024-02-27 00:03:52,fit,processed,34.94,original_payment,9.38,pickup,good,Brianna Graham,2024-02-27 00:03:52
RET9NYSWGR3,4498,2292,2025-02-23 09:16:50,fit,pending,56.37,store_credit,2.32,store,poor,Larry Perez,2025-02-23 09:16:50
RET271M7IGY,4826,2863,2025-09-24 10:45:43,fit,completed,52.14,original_payment,8.33,store,fair,James Mccarty,2025-09-24 10:45:43
RETJRAI37PR,5226,2950,2025-03-07 21:37:43,changed_mind,completed,29.08,original_payment,0.26,pickup,new,Ryan Roberts,2025-03-07 21:37:43
RETXKMHCE47,8119,3804,2025-05-17 00:04:40,fit,approved,30.82,store_credit,7.99,store,good,Danielle Wilson,2025-05-17 00:04:40
RET7SBOQC51,8927,2332,2025-09-18 06:50:23,changed_mind,pending,61.38,original_payment,4.19,mail,good,Melissa Stanton,2025-09-18 06:50:23
RET18AOBRPV,5769,1738,2024-10-15 15:40:58,fit,approved,29.48,original_payment,9.53,mail,new,Tami Rice,2024-10-15 15:40:58
RET7SHXQ9S9,3661,1939,2025-04-17 06:30:06,fit,approved,36.56,store_credit,6.48,mail,poor,Stacy Maxwell,2025-04-17 06:30:06
RETK1NF7P5N,3052,999,2025-09-20 14:08:59,changed_mind,processed,23.58,original_payment,4.35,store,new,Ronald Evans Jr.,2025-09-20 14:08:59
RETMHZNEUNI,10089,71,2025-02-06 04:35:13,defective,pending,63.8,store_credit,2.86,store,good,Steven Woods,2025-02-06 04:35:13
RETDB4BHZHP,11676,3403,2025-02-07 04:19:05,defective,approved,53.79,original_payment,7.12,pickup,new,Andrew Brown,2025-02-07 04:19:05
RETJAXJAO7Y,1226,1725,2025-08-25 12:26:04,other,completed,36.75,original_payment,8.5,pickup,new,Anita Anderson,2025-08-25 12:26:04
RETHIOW1NR0,10106,2434,2025-03-21 18:52:47,other,pending,19.33,original_payment,10.03,store,fair,Stephanie Johnson,2025-03-21 18:52:47
RET6CKEJ8N0,9081,927,2025-09-21 06:41:22,defective,pending,51.88,original_payment,8.07,mail,poor,Jennifer Donaldson,2025-09-21 06:41:22
RETTB200TKV,1531,3386,2024-03-07 12:29:39,fit,processed,55.43,original_payment,10.75,mail,poor,James Williamson,2024-03-07 12:29:39
RET6AFXROU5,8280,453,2025-07-31 00:46:20,fit,pending,41.97,original_payment,7.58,store,new,Travis Whitaker,2025-07-31 00:46:20
RETORYCA8T1,8440,2985,2024-08-05 03:35:26,fit,processed,43.76,original_payment,14.31,pickup,fair,Jessica Ortiz,2024-08-05 03:35:26
RETQ141KOJQ,4613,3351,2025-07-05 06:27:51,fit,processed,34.56,original_payment,3.17,store,like_new,Lorraine Adkins,2025-07-05 06:27:51
RETO412EO0M,12262,3516,2025-03-13 23:41:21,defective,processed,48.44,store_credit,1.53,pickup,new,Michael Myers,2025-03-13 23:41:21
RETJUDVY5HS,12275,354,2025-09-07 19:57:29,fit,approved,68.11,store_credit,7.95,pickup,like_new,Joseph Parker,2025-09-07 19:57:29
RETHIYP2IZ1,8839,36,2025-08-02 04:08:16,defective,approved,31.28,store_credit,14.17,pickup,good,Robert Young,2025-08-02 04:08:16
RET0O39PXYV,5433,3528,2024-11-05 15:25:02,fit,completed,54.74,original_payment,11.03,store,new,Lance Torres,2024-11-05 15:25:02
RET7ZJV3O8P,10302,2943,2024-03-04 00:05:10,changed_mind,completed,33.95,store_credit,3.01,mail,fair,Nicholas Small,2024-03-04 00:05:10
RETHP13WZZM,1887,3835,2025-05-21 07:20:24,fit,approved,44.87,original_payment,4.28,store,fair,Patricia Jordan,2025-05-21 07:20:24
RETFWO09TYQ,6071,2661,2024-10-30 08:07:58,fit,pending,36.68,store_credit,6.91,pickup,poor,Sheryl Moon,2024-10-30 08:07:58
RETWER1ZEHR,3165,4737,2025-06-16 12:28:43,defective,pending,62.75,store_credit,6.61,pickup,like_new,Robyn Johnson,2025-06-16 12:28:43
RETBJJL96PL,4220,1262,2025-08-21 02:28:37,changed_mind,pending,50.89,store_credit,14.31,pickup,new,Christopher Gutierrez,2025-08-21 02:28:37
RETAHIBUC2Q,2259,3486,2025-09-17 02:14:44,fit,pending,26.79,store_credit,4.75,pickup,good,Billy Glass,2025-09-17 02:14:44
RETN1IFKYTA,7340,4148,2025-04-08 22:53:47,fit,completed,50.56,original_payment,4.42,mail,like_new,Lisa Simon,2025-04-08 22:53:47
RET15NC7I9Q,6430,1403,2025-03-16 17:47:48,changed_mind,approved,53.73,store_credit,10.06,mail,new,Dalton Harris,2025-03-16 17:47:48
RET6BKX2GEB,9802,2753,2025-09-10 11:23:28,changed_mind,pending,35.38,store_credit,6.52,store,fair,Mary Blanchard,2025-09-10 11:23:28
RETY6LU9SP7,8385,4675,2025-06-05 23:14:50,fit,completed,27.7,original_payment,11.82,pickup,like_new,Katherine Lozano MD,2025-06-05 23:14:50
RET9KO6VZ01,6143,3247,2024-08-22 08:07:32,other,approved,66.83,original_payment,9.25,mail,fair,Sheila Landry,2024-08-22 08:07:32
RETU2N6P4RT,6198,682,2025-03-15 12:21:50,defective,processed,31.55,original_payment,12.53,pickup,fair,Michael Sims,2025-03-15 12:21:50
RET56CV5A4M,12695,4426,2024-09-28 06:49:49,defective,pending,27.68,original_payment,10.62,store,fair,Martin Allen,2024-09-28 06:49:49
RETL9YZ5SIL,8142,2546,2025-05-06 18:39:06,changed_mind,processed,52.96,original_payment,12.58,pickup,like_new,Kenneth Bennett,2025-05-06 18:39:06
RET6XCQW7YK,8372,4310,2024-10-26 16:49:27,defective,approved,31.98,original_payment,7.59,pickup,like_new,Brittany Henry,2024-10-26 16:49:27
RETSIYL5G7J,1864,4413,2025-08-22 08:27:32,defective,approved,47.17,original_payment,10.87,mail,new,Elizabeth Smith,2025-08-22 08:27:32
RETDS99WXNL,1316,1138,2024-10-22 13:58:13,other,approved,26.38,original_payment,7.48,pickup,fair,Michael Lowery,2024-10-22 13:58:13
RETXMWJ705P,11478,1059,2024-06-19 00:38:31,defective,pending,34.37,original_payment,9.11,pickup,fair,Monica Green,2024-06-19 00:38:31
RET9YUIE2K6,490,1918,2025-03-05 22:32:46,changed_mind,pending,28.89,store_credit,14.66,pickup,fair,Robert Henderson,2025-03-05 22:32:46
RET5VAJARGJ,11132,344,2025-04-01 21:25:25,changed_mind,processed,35.79,store_credit,10.74,store,good,Jessica Caldwell,2025-04-01 21:25:25
RETYVR9OTGP,1347,4298,2025-06-30 15:40:15,fit,approved,40.09,original_payment,14.24,pickup,poor,Ricardo Kim,2025-06-30 15:40:15
RET3OLFZLZA,6882,4952,2024-04-12 20:22:14,defective,pending,13.45,original_payment,14.99,pickup,fair,Sara Woods,2024-04-12 20:22:14
RETG4KTQ0K6,10564,4493,2025-09-06 21:28:27,defective,approved,34.93,original_payment,3.58,pickup,poor,Glenn Yang,2025-09-06 21:28:27
RETO7TWESQ6,3202,4853,2025-02-03 03:46:03,fit,pending,50.92,original_payment,4.05,pickup,new,Joanna Reeves,2025-02-03 03:46:03
RET4CSOAH22,8941,4250,2024-07-28 15:41:14,fit,pending,40.69,original_payment,3.26,store,new,Jason Farrell,2024-07-28 15:41:14
RETY4ROGVEC,11343,4570,2025-08-29 20:12:29,changed_mind,completed,34.02,store_credit,2.86,pickup,fair,Charles Perez,2025-08-29 20:12:29
RETRUSQ782Q,2784,2815,2025-01-03 20:44:24,changed_mind,pending,48.57,store_credit,0.11,store,poor,Greg Kelly,2025-01-03 20:44:24
RETD6MJNNWZ,5625,3657,2025-08-18 07:21:26,fit,completed,40.77,store_credit,0.19,mail,poor,Carmen Barber,2025-08-18 07:21:26
RETP2Y240WY,9578,361,2025-04-28 08:10:57,defective,pending,37.65,store_credit,6.49,mail,good,James Bryant,2025-04-28 08:10:57
RETA3VM8OUB,11295,3096,2025-05-21 16:09:31,changed_mind,approved,52.64,original_payment,8.59,store,like_new,Christopher Baxter,2025-05-21 16:09:31
RET6OGFEHXS,9439,360,2024-06-06 05:14:02,fit,approved,45.6,original_payment,7.46,store,good,Kelly Morse,2024-06-06 05:14:02
RET6L0GK7U2,6164,849,2025-08-08 17:34:51,defective,processed,36.64,store_credit,6.68,store,like_new,Dana Long,2025-08-08 17:34:51
RETYFR9P8UH,9537,3987,2025-07-21 02:34:57,other,approved,47.85,original_payment,8.21,store,poor,Jenny Orr,2025-07-21 02:34:57
RETBMZQHAMS,11930,264,2025-05-12 04:23:58,changed_mind,approved,84.27,store_credit,6.88,mail,fair,Jerry Willis,2025-05-12 04:23:58
RETWW17QDL6,5214,3901,2025-08-21 02:36:46,defective,processed,38.63,original_payment,1.43,store,fair,Heather Thomas,2025-08-21 02:36:46
RETR26TU0SQ,577,2455,2024-10-30 19:13:11,changed_mind,pending,30.85,store_credit,8.68,store,good,Charles Thomas,2024-10-30 19:13:11
RETEYWTYLJB,9814,2025,2025-04-15 19:34:47,other,pending,38.55,store_credit,11.41,mail,like_new,Andrew Wright,2025-04-15 19:34:47
RETXK28RNOX,8940,3499,2025-06-25 14:16:30,other,processed,34.5,original_payment,14.11,mail,fair,Cody Fischer,2025-06-25 14:16:30
RETY3D3MGNM,3845,2433,2024-06-12 05:08:57,changed_mind,completed,29.9,original_payment,11.75,mail,like_new,Linda Williams,2024-06-12 05:08:57
RET1YEXW6PL,5676,4318,2024-01-06 05:56:39,fit,completed,37.99,original_payment,13.43,pickup,fair,Ruth Gibson,2024-01-06 05:56:39
RETUKWWSFOO,6969,3737,2025-05-18 08:49:32,fit,pending,62.33,original_payment,5.93,store,good,Dustin Griffin,2025-05-18 08:49:32
RETDCY9TEYZ,6116,410,2024-10-29 15:30:14,other,processed,39.32,store_credit,10.04,mail,poor,Zachary Terrell,2024-10-29 15:30:14
RET492CMU1X,11540,1682,2025-07-18 17:06:07,other,approved,23.12,store_credit,14.23,pickup,poor,Luis Cannon,2025-07-18 17:06:07
RETPH556UX4,5177,2151,2024-08-03 13:43:41,defective,completed,40.74,store_credit,2.16,pickup,poor,Alyssa Vaughan,2024-08-03 13:43:41
RETXC8KB9TL,6694,2756,2024-09-22 00:08:02,fit,completed,50.89,original_payment,13.12,pickup,like_new,Jon Santos,2024-09-22 00:08:02
RETZZT15Z63,7642,1165,2024-11-16 11:18:54,changed_mind,approved,32.37,original_payment,3.69,store,fair,Maurice Deleon Jr.,2024-11-16 11:18:54
RET1LYUOP4N,9877,4420,2025-04-13 00:00:28,fit,completed,33.54,original_payment,0.95,store,new,John Garrett,2025-04-13 00:00:28
RETS4Y8SY1I,11059,1132,2025-07-23 00:00:10,fit,approved,22.7,original_payment,14.11,pickup,good,Alexandra Chase,2025-07-23 00:00:10
RETW484HN3K,6933,4048,2025-09-04 22:31:44,fit,processed,27.13,original_payment,8.28,mail,new,Angela Jacobs,2025-09-04 22:31:44
RETMKAFU1LT,7654,2364,2024-08-19 11:22:53,defective,processed,40.62,original_payment,4.98,mail,fair,Samuel Wilson,2024-08-19 11:22:53
RET75F7BH5D,6932,1820,2025-06-25 16:33:58,defective,pending,55.55,original_payment,8.34,pickup,fair,Lindsey Williams,2025-06-25 16:33:58
RETZ8ACZ408,4539,4724,2025-07-25 09:50:25,defective,processed,61.68,original_payment,6.98,mail,new,Marissa Owens,2025-07-25 09:50:25
RETUQRW7TTC,8976,1033,2024-04-12 21:04:53,changed_mind,processed,22.46,store_credit,13.97,store,fair,Bradley Reed,2024-04-12 21:04:53
RET646TK25Y,7556,1286,2024-12-01 07:55:25,changed_mind,completed,45.61,original_payment,12.47,store,poor,Laura Nguyen,2024-12-01 07:55:25
RETTWSXVWI1,1752,800,2025-09-21 12:08:58,other,processed,56.1,original_payment,11.51,store,good,Alicia Adams,2025-09-21 12:08:58
RETLJDKQNOL,6754,2267,2025-06-07 15:56:37,other,processed,59.62,store_credit,5.91,mail,new,Shannon Coleman,2025-06-07 15:56:37
RETJS1Q5DVJ,11762,1614,2025-05-03 19:26:17,other,approved,48.17,original_payment,4.41,pickup,new,Danielle Stewart,2025-05-03 19:26:17
RETF9YETVFM,2417,4081,2024-10-03 22:21:02,fit,pending,27.58,original_payment,6.23,pickup,good,Jennifer Carter,2024-10-03 22:21:02
RETAFFSGF0E,4195,4948,2025-09-22 13:35:49,other,completed,25.34,store_credit,13.29,store,fair,Beth Dyer,2025-09-22 13:35:49
