return_item_id,return_id,order_item_id,quantity_returned,item_condition,refund_eligible,restockable
RI4RENP7ZH,RETAXD5RQ2P,100040,1,damaged,f,t
RI2IYQNSMI,RETP663N46A,13619,1,like_new,t,t
RIGEORW50M,RET9YJOEZQ8,145293,1,like_new,t,t
RI701YTROH,RET9YJOEZQ8,145294,1,like_new,f,t
RIBRR6R16I,RETD1QQ41HK,233723,1,like_new,t,f
RI2LDK43X7,RET4CLSNTMI,213332,1,like_new,t,t
RI8LEAPM3O,RET4CLSNTMI,213330,1,damaged,t,t
RIXGFNCP0B,RETOKF9TNFO,212119,1,like_new,t,f
RIBLP570IA,RETJZLLD37P,3383,1,damaged,t,t
RIJMI8V7UJ,RET9R0QMMD2,202468,1,like_new,t,t
RILC7YMVDO,RET9R0QMMD2,202469,1,like_new,t,t
RI32MMSPLJ,RET5LEXRIGW,29496,1,like_new,t,t
RID22MLD4W,RETVAMLVGMI,201372,1,like_new,t,t
RIVTQ9GHC0,RETVAMLVGMI,201371,1,damaged,t,t
RIBQLHQQNS,RETONNAL7E6,32552,1,damaged,t,f
RIMR5ITE3L,RETA7O1OZAP,106130,1,like_new,t,f
RI0VNPR9NN,RETB8BIJ56V,101630,1,like_new,f,t
RIUE6H9LUV,RETB8BIJ56V,101629,1,like_new,t,t
RI88V3TTDO,RETTQT5ZMV8,161617,1,damaged,t,t
RIZFKIMAUD,RETTQT5ZMV8,161614,1,like_new,t,t
RIL1F1LGQ7,RETT71G1Z39,238389,1,like_new,t,t
RIPSUOZW7K,RETT71G1Z39,238388,1,like_new,t,t
RIBDEP6PPY,RETBF195DMN,111831,1,like_new,t,t
RI5ZUE08JU,RET2PRL1935,76115,2,like_new,t,t
RIYYDXDP2C,RET0CNZSBEP,183493,1,damaged,t,t
RIFMVD8SRX,RETXFFT2C8X,151665,1,worn,t,t
RI8Y737RTG,RETXFFT2C8X,151664,1,like_new,t,t
RI7FY4YPN6,RETSP4QXGNB,198741,1,damaged,f,t
RIX3F2OSQ7,RETMA584BII,30371,1,damaged,t,t
RIZS1PU4IM,RETMA584BII,30370,1,worn,t,t
RI9ZK20UJN,RET6PVF3WB4,14756,1,damaged,t,f
RI8I1DLDV8,RETZFQ69AF0,109024,1,like_new,t,t
RIAO1H8RPG,RETJ0QZ8WX8,131532,1,like_new,f,t
RI4LZ26U7E,RETJ0QZ8WX8,131531,1,like_new,t,t
RIQY23Y4F6,RETOQQNM1AS,106678,1,like_new,t,t
RIQ7MOM1MR,RETOQQNM1AS,106677,1,like_new,t,t
RIMJWYVB1D,RET3H7Y90KY,957,1,like_new,t,t
RIK64IU2W1,RET3H7Y90KY,958,1,like_new,t,t
RIT4Y9MM46,RETB0QEQWTL,284115,1,like_new,t,f
RI8EPM7ZLD,RETENSGMMIL,235658,1,worn,t,t
RI6GZ7TNNB,RETCN5V8PY7,271582,1,like_new,t,t
RIA8U20R9S,RETT7U54T0O,261397,1,like_new,t,t
RI69JBPU2X,RETA3AE5K4J,44970,1,damaged,t,t
RIWD75I69P,RETOYG5ORSA,168695,2,damaged,t,f
RIEWDY4HAQ,RETYJHEMLZY,247352,1,like_new,t,t
RI8OMKTCSJ,RETYJHEMLZY,247350,1,damaged,f,t
RIKO4VVHGD,RET79HR62BF,277053,1,like_new,f,f
RIJIUMGQ1P,RETSY1J084V,238986,1,like_new,t,t
RIYSD63IEY,RETSY1J084V,238988,1,worn,t,t
RIMTOA1JH4,RET9ADHCBFH,193017,1,worn,t,f
RIP1DIQQSL,RETK8IQXT5Y,73621,1,worn,t,t
RIKRL0JP7C,RET6GBTPLB7,270165,1,damaged,f,t
RIDPON7O9A,RET6GBTPLB7,270166,1,like_new,f,t
RIK0DRNH1Y,RETRWVISZI3,6391,1,like_new,t,t
RIXWBF8GW5,RETNK3TD4XZ,88906,1,damaged,t,t
RIR2Y2X5GX,RETNK3TD4XZ,88908,1,like_new,f,f
RIE6ZTB1BG,RETDVWWY2TR,119714,1,worn,t,t
RIEY14RJRY,RETHQC30EW8,180714,1,like_new,t,f
RI1KI6C8BU,RETHQC30EW8,180713,1,like_new,f,t
RI3K4YMCKV,RETVC7PYRRG,190356,1,like_new,t,t
RIZFA2JKIH,RETVC7PYRRG,190357,1,worn,t,t
RI57VAFCA1,RETH7XAXHMM,222406,1,like_new,t,t
RI0X8TE963,RET5OLSOW3Q,250066,1,like_new,t,t
RICS90VS4C,RET5OLSOW3Q,250067,1,like_new,t,f
RIRBT82PQ1,RET6HISZBMS,256156,1,like_new,t,t
RI6FV2PWO5,RETBOVND28M,259823,1,like_new,t,t
RI8C0OZG8C,RET07R5QM7F,254153,1,like_new,t,t
RI5QM7LMQL,RET07R5QM7F,254151,1,worn,f,t
RIG8TJM968,RETE8OPQEH4,274462,1,like_new,t,t
RIVFOGI641,RETE8OPQEH4,274460,1,like_new,t,f
RI4MYEOQRC,RETKCZ6G8VQ,4828,1,like_new,t,t
RIVGRP3QNO,RETKCZ6G8VQ,4829,1,like_new,t,f
RIISQ2LJ6S,RETR86P9MX4,225616,1,damaged,t,t
RI5XCCQKN9,RET0UKM42AX,136529,1,like_new,t,t
RII85DFN2V,RET0UKM42AX,136528,1,like_new,t,t
RIMSDNA1M5,RET3BASX5XJ,211435,1,like_new,t,t
RI082V5URA,RET8AVMWHWU,281558,1,worn,t,f
RIYV1IIAB0,RET89P5S2RC,74961,1,like_new,t,f
RIMNAGJ4T4,RETR1MOF1KZ,304850,1,like_new,t,f
RI007OAXJT,RETE8H5NSK6,223495,1,like_new,t,f
RIYSODYAV8,RETAHE6H0Y7,160459,1,worn,f,t
RI3TVUIK09,RETFXKDU5X1,132876,1,worn,t,t
RI0XAGSRQ4,RETFXKDU5X1,132878,1,like_new,t,f
RIWARUXEGV,RETAM914HQ4,14338,1,like_new,t,t
RIIGJZ1H5J,RETCT6OY2TK,204204,1,damaged,t,t
RIP6FES8EM,RETU94FM71X,253426,1,like_new,t,t
RIP76OGYBW,RET6U4R33ZI,246918,1,like_new,f,t
RII6D8WL8J,RET6U4R33ZI,246919,1,worn,t,f
RI6EKLKHOG,RETTQ1PQ2O3,238819,1,like_new,t,t
RIY7OHKB16,RET3CL14YHP,46196,1,like_new,t,t
RIC4OFV4YL,RET3CL14YHP,46195,1,like_new,t,t
RIEI8M5N47,RET2B7QBNPP,33192,1,worn,t,f
RI3IEYQ7A8,RET2B7QBNPP,33190,1,like_new,t,t
RI50P7M2QW,RET4I8DZTLH,181503,1,damaged,t,t
RIC1KAJ7A2,RET4I8DZTLH,181504,1,like_new,t,t
RI1IRWAEWN,RETBNXO0ZX5,92438,1,like_new,t,t
RIHJ3K113I,RETBNXO0ZX5,92437,1,worn,f,t
RI1EE23GSO,RETTU66Q3LI,80254,1,like_new,t,t
RITNBN32UT,RETYMJ9WSJH,211554,1,like_new,t,t
RIH6DJX0RD,RET7T3MIEIF,62649,1,like_new,t,t
RIXTJWFGAZ,RET7T3MIEIF,62650,2,damaged,t,t
RIHINONKWB,RETRK6L9I6Y,231487,1,like_new,t,t
RI7YVBTKEV,RETRK6L9I6Y,231489,1,like_new,t,t
RI44HWRR17,RET42NFGHQH,260337,1,like_new,t,t
RI5EBHQWHY,RET21QNE27F,282675,1,damaged,t,f
RIR2DOWWD5,RET21QNE27F,282673,1,like_new,f,t
RI5IWD56CM,RETW0JNZ5WS,276994,1,like_new,t,t
RITAVSBOUS,RET32UAUUU3,238298,1,like_new,t,t
RILVYWMWO4,RETQRMKX739,9878,1,like_new,f,t
RI0Z6L8K1T,RETK9VTJS5Y,23782,1,damaged,t,t
RIDIPB58VQ,RETK9VTJS5Y,23784,1,like_new,t,t
RI0RNU1RF8,RET64MPMWD8,219999,1,like_new,f,t
RI25HXJ0VJ,RETXXWCMP8S,36116,1,like_new,t,f
RI0OIA7XXM,RETQ7X8BFRZ,150174,1,like_new,t,t
RINDAZ2MOM,RETHYXTR3HG,103932,1,like_new,t,t
RISMRFI6A2,RETR6MCJYG5,284337,1,like_new,t,t
RIJZISZXRW,RETR6MCJYG5,284338,1,damaged,t,t
RIMG1NT698,RETO0SQCA6O,218937,1,like_new,t,t
RI4OI88T7D,RETSA7Y8C1T,243226,1,like_new,t,t
RI5QHA5WST,RET0O8JQUA4,1581,1,like_new,t,t
RIQ4YROTS0,RET7J6X0TSP,85379,1,like_new,t,f
RIGUF9WSVZ,RETMI6TW43S,301102,1,like_new,t,t
RIYA66YN9D,RET2O6Z5CGF,167978,1,like_new,t,f
RIJ9XFEJ6X,RET2O6Z5CGF,167975,2,like_new,t,t
RI2MJXJTFE,RET2YR29JSG,302921,1,worn,t,t
RI1VZDGN12,RET59Y3T4BY,19071,1,like_new,t,t
RIFE7R58VR,RETEHXOLPTZ,67391,1,like_new,t,t
RIBMZWM3IH,RETM81QEIFE,252331,1,like_new,t,t
RIBMDNFBAH,RET4WLOC2I8,27327,1,like_new,f,t
RIZ4S51NXJ,RET4WLOC2I8,27328,1,like_new,t,f
RIVB64647N,RETVQX9CP3S,147916,1,worn,t,f
RIC2VUQCRT,RETVQX9CP3S,147917,1,damaged,t,t
RIW5HOQEQ9,RET2YUYGTFY,67184,1,damaged,f,t
RI0XH1HX8I,RET2YUYGTFY,67186,1,damaged,t,t
RIRAT3DDOL,RETWP7Q50MU,303239,1,worn,t,t
RIN5J7TCUO,RETXN1IDSZ1,292315,1,like_new,t,t
RI6SL4QG1K,RETXN1IDSZ1,292314,2,like_new,t,t
RIGV41KF0M,RET4HTEP6K9,126250,1,like_new,t,f
RI42AKEQ3Y,RETQKEYFCP5,90041,1,like_new,f,t
RILB7TSHSR,RETJHCL2LIG,201481,1,like_new,t,t
RIMAKVSNQG,RETL4NH2NJY,52304,1,like_new,t,f
RIU0CF32TI,RET2N8VRJQF,6369,1,like_new,t,t
RI7FKPKPOD,RET2N8VRJQF,6368,1,damaged,t,f
RINA5NQ9JT,RETJ5DSJ7MG,210564,1,like_new,t,f
RI7FN3Z11Q,RETFKSMDG3E,173408,1,like_new,t,t
RISGL7G6XS,RETFKSMDG3E,173409,1,damaged,t,t
RI77XBQPC0,RET7JG8KWJ7,173041,1,like_new,t,t
RIF70GPUFG,RETWR1CNLBT,14663,1,like_new,t,t
RI5CTD22R1,RETHDRXLKBT,207455,1,like_new,t,t
RIE1OKB3LB,RETHDRXLKBT,207456,1,worn,f,f
RI8UZ8EPTU,RETY8T5HNMQ,99856,1,like_new,t,t
RIIYW6KXUZ,RETJLHOKSBR,201943,1,like_new,t,t
RILFJB9MRN,RETY4DQ96K4,83052,1,like_new,t,t
RIJ8182KAR,RETZCD15WIF,201672,1,damaged,t,t
RI9IWOZC1W,RETZCD15WIF,201673,1,worn,t,t
RI8ABSZY8A,RETD92LZQ6M,202579,1,damaged,t,f
RI9SX9NVMG,RETY1T58QNT,161872,1,damaged,t,f
RIFQ4E29QU,RETY1T58QNT,161870,1,like_new,t,f
RIFQYD0B87,RETRO2CW4S2,195548,1,like_new,t,t
RIVUWDV803,RETN5NA9D6B,301000,1,like_new,t,t
RIXI3ELA64,RET3C55JHK4,242304,1,like_new,t,t
RIFMNZ5ISS,RET3C55JHK4,242303,1,worn,t,f
RIXN5MK8R6,RETN8H97AYC,164222,1,like_new,t,t
RISLXZG5PP,RET6A305787,115119,1,damaged,t,t
RIAF54O9D1,RETTKZE3WF3,298470,1,like_new,f,t
RIUF443V5K,RETTKZE3WF3,298472,1,damaged,t,t
RIY0Y0ZUSC,RET3SVPJEDP,251830,1,like_new,t,f
RISBRAFRHG,RET3SVPJEDP,251829,1,damaged,t,t
RI8GV7K4KZ,RET6OVFK5SR,47844,1,like_new,t,f
RIN2S4RGSK,RETLQMUT4CW,23499,1,like_new,t,f
RI79Y3HHLO,RETD9M5XL73,69851,1,like_new,f,t
RIEDD2C4HS,RETIR14POBZ,77155,1,like_new,t,t
RIHQCWXYUQ,RETIR14POBZ,77156,1,like_new,f,t
RIDBNRILV2,RETBFI3YWN7,214265,1,damaged,t,t
RIH7WNX2OK,RETBFI3YWN7,214264,1,like_new,t,t
RICW7XM9DP,RET124PQUAY,164907,1,worn,t,f
RI9F7HFJOX,RET05BFDQTM,216214,1,like_new,t,t
RIUXUJ50PP,RET05BFDQTM,216213,1,like_new,t,t
RI71B06GQM,RET2IPG6UFY,298450,1,damaged,t,f
RI3VFOVJ9B,RET2IPG6UFY,298449,1,like_new,t,t
RIEIMHN3FX,RETQO9X7TQN,244259,2,like_new,t,t
RI8QZ76WE4,RETQO9X7TQN,244260,1,like_new,t,f
RIO4HP9B1G,RETRJ9DC0JE,305918,1,like_new,t,f
RIS38QVTW3,RETRJ9DC0JE,305919,1,like_new,f,t
RI521FCVI4,RETBZTFCZ6Z,26671,1,like_new,t,t
RIOOI14NTM,RETBZTFCZ6Z,26672,1,like_new,t,t
RILCB7E6UZ,RET576A1DH7,211133,1,like_new,t,t
RINV5HR47B,RET576A1DH7,211132,1,damaged,t,t
RI7F73Z5OW,RETHNUP04QN,258053,1,like_new,t,t
RID2RYD0A2,RETNZ9YJ2E2,109931,1,damaged,t,t
RI0WC4ECIU,RETNB3EBJWX,254506,1,damaged,t,t
RI23LSJ63W,RETNB3EBJWX,254507,1,like_new,f,f
RIQ3L2RD4I,RETN4FSDCPW,25494,1,like_new,t,t
RIWXEQC5XE,RETH07THTHA,51658,1,like_new,t,t
RIH0QNL62V,RET9JUHK9G7,165606,1,like_new,f,t
RIBBS17POE,RET9JUHK9G7,165607,1,like_new,t,t
RI0TID9O1K,RETDE7BBVB2,132627,1,like_new,f,t
RIQISDIP44,RETXF6S0TM7,155834,1,like_new,t,t
RI9F3UXBBM,RET39N7CP45,54769,1,like_new,t,t
RIB0A28TSW,RET39N7CP45,54768,1,like_new,t,f
RITK00DIBO,RETXC54BLUA,270715,1,damaged,f,t
RI21CW520L,RET1FBG38FF,30759,1,like_new,f,t
RI3JLZPKYS,RETZSEESWC9,240715,1,like_new,f,t
RI7E02TUAQ,RETDMR54QSM,221350,1,like_new,t,t
RIKA89HR8M,RETDMR54QSM,221351,1,like_new,t,t
RIZK8IIWN8,RET454LU1HU,7968,2,like_new,t,t
RILEK82DOQ,RET67X3Z62Z,188151,1,like_new,t,f
RIBS0IFI1P,RETACKIBWMI,193791,1,like_new,t,t
RIWA9CH0ZI,RETU419QECF,114726,1,like_new,t,t
RI9Y9EMEQ8,RET5OK8CBFL,200462,1,like_new,t,t
RIHJS7LOQQ,RET92C5YACD,265045,1,like_new,t,t
RI79I0UUTX,RET220H4LXQ,56948,1,like_new,t,t
RI0C93N12T,RET220H4LXQ,56949,1,like_new,t,f
RIXMWTP71N,RETFK5ZF40E,223293,1,like_new,f,f
RI2JBEI99D,RETFK5ZF40E,223292,1,damaged,t,t
RISDVNO06P,RET2B98ORZP,52551,1,damaged,t,t
RIN1BM92TH,RET8UDR4641,286903,1,like_new,t,t
RIBT1QB1YP,RETH1SW5RUZ,261960,1,like_new,t,t
RISTOBCPAZ,RETO1X3EC1V,168153,1,damaged,t,t
RIA9EEQL6S,RETGZM60BXF,92647,1,damaged,t,t
RI56TO5Q9C,RETGZM60BXF,92645,1,like_new,t,t
RIAYEUX2CR,RET4JFFRYLM,158526,1,damaged,t,t
RIZJOJO01E,RETBLX2C9L8,178162,1,like_new,t,t
RI4MW1HAO7,RETARWLN11K,162597,1,like_new,t,f
RIXDP5E2ZY,RETUAPB2QM4,237259,1,worn,t,t
RIISG1Z3LW,RETUAPB2QM4,237258,1,like_new,t,f
RIQ24VMLZO,RET68HBRXE3,23450,1,like_new,t,t
RIKEB4P23N,RETCGQKTPJZ,193262,1,worn,t,t
RIBWG8UNAH,RETGU0VN0BG,136643,1,like_new,f,t
RIYXT82VAM,RETQY0M7AFF,217224,1,like_new,t,t
RI5STS1HMT,RETF1747EMU,291216,1,damaged,f,f
RIMTX7ZZ5N,RETH32IRMV2,45222,1,like_new,t,t
RI81FTLHZV,RETH32IRMV2,45223,1,like_new,t,f
RI1I95MJCF,RET0SEBSUZG,97755,1,damaged,t,t
RI31TXQ7H1,RET2ADVBIZC,280967,1,like_new,t,f
RIEHB5RB57,RET2ADVBIZC,280966,1,like_new,t,t
RIYOYF8D5D,RETQX3K6OSR,1861,1,damaged,t,t
RIKV3G5SEX,RET7VK79ZRV,170952,1,like_new,t,f
RIT7YUIND4,RET7VK79ZRV,170953,1,like_new,t,f
RI9OTUSJNG,RETZMRFN9YF,225736,1,like_new,t,t
RIPMOB7LND,RETZMRFN9YF,225735,1,worn,t,t
RIWPX9XP6T,RETN4CTQ7AR,141327,1,like_new,t,t
RI5L6W682J,RET2IKOUANI,102259,1,worn,t,t
RIGGEGQ7LE,RETBZ4VJQ1F,15776,1,like_new,t,t
RI7HPO5W48,RET1NKPB0QF,52151,1,like_new,t,t
RIF8G6KFCL,RET7ELX8CTL,183579,1,like_new,t,t
RI5JX4WURG,RETE89BW1S9,270571,1,like_new,t,t
RIXV8S8M1Q,RETC543S2F1,281843,1,like_new,t,t
RIU1YWTXJH,RETFUXAXOBP,103223,1,like_new,t,t
RICMVJQ04A,RETWT4QDKBL,226740,1,like_new,t,t
RI4756KANO,RETDXL0GM1K,118140,1,like_new,t,t
RIBUD2WXHM,RETLRJX2HUQ,108757,1,worn,t,f
RIMOXBD7GU,RET3Y4NGE0Y,31377,1,damaged,t,t
RIJ9DIOIXC,RETKO9FRDEY,36243,1,like_new,t,f
RIYQ2TKHKW,RETQQHFXMPH,132071,1,like_new,f,t
RIHG5JJGK4,RET567YPD1G,66348,1,like_new,t,t
RIDM89N1SY,RET8JALQIFH,55503,1,like_new,t,t
RIJXZ2ODJS,RET8JALQIFH,55502,1,damaged,t,f
RIT5WK2M94,RETWQP753EJ,24222,1,like_new,t,t
RI4QK49JHI,RET24O5YJHZ,171596,1,like_new,t,t
RILHNZFTR9,RETTKTP80SR,130374,1,damaged,t,f
RI94OBR2E8,RETTKTP80SR,130375,1,like_new,f,t
RIIV9LYUEO,RETA09Y104Q,63661,1,like_new,t,t
RII92VMP5K,RETA09Y104Q,63659,1,like_new,t,t
RIHBJJRNED,RETYK20BV3T,122089,1,damaged,t,f
RIE7RZ93IY,RETYK20BV3T,122088,1,damaged,t,t
RIY4IGZSAJ,RETEPCM1NU7,100162,1,worn,t,t
RI9SSHFUNU,RETIN27BGCQ,282573,1,like_new,t,t
RIF3B9PKF5,RET1KUM74AL,201757,1,like_new,t,t
RIFLBQ1EIM,RETPG9CU4KM,275760,1,like_new,t,t
RIQSTCMXTD,RETM2BUF4IC,290845,1,like_new,t,t
RIN3IVTQBV,RETLZ039PJO,22467,1,like_new,t,t
RIJ5KJOOCP,RET28XUP94I,206918,1,like_new,f,f
RIBU9I9T3T,RET28XUP94I,206920,1,like_new,t,t
RIPMB6IAS7,RETMCZW61BE,104199,1,like_new,t,t
RI91V3Q7MB,RETMCZW61BE,104196,1,like_new,t,t
RI6M6RCNZA,RETWTT72N4B,20605,1,like_new,t,f
RIX3BHAYTW,RETWTT72N4B,20608,1,damaged,t,f
RIAQE5EEDL,RETRK6ENRCS,40492,1,like_new,t,f
RIXCLLEUH6,RETRK6ENRCS,40494,1,damaged,t,t
RIZMNHWTBB,RETSEEH6PMR,159744,1,like_new,t,t
RIQ5QH6SPJ,RETWF12NQ96,139870,1,like_new,t,t
RIAZMA9Q5F,RETWF12NQ96,139868,1,like_new,t,t
RIVEMJK13D,RET67RH6ZSE,24283,1,like_new,t,t
RINLE273M5,RET67RH6ZSE,24286,1,like_new,t,t
RIKU0C64TX,RET2TC3ETS0,255274,1,damaged,t,t
RIN7XPQKEM,RETVFNUG6JL,293546,1,like_new,t,t
RIEPA1DAKB,RETVFNUG6JL,293547,1,like_new,t,t
RI3PR0MX9N,RETLB6BA5RN,66137,1,like_new,t,t
RIDFHU76JZ,RETLB6BA5RN,66139,1,damaged,f,t
RIQXU96CVR,RETLW8BKSJ4,120352,1,worn,t,t
RILGBWN52K,RETZ3NJEPWX,82021,1,like_new,t,t
RI3JHG9OUS,RET8FM9Q7Y5,1824,1,like_new,t,f
RIXCFNQS85,RET1KQC29QO,261754,1,like_new,t,t
RIUI2MWSPF,RETO36EKLSQ,187126,1,like_new,t,f
RIH5VRKX1Q,RETKDZL2XLC,2968,1,damaged,t,f
RIGJLHC3TO,RETR60RXUNA,156996,1,worn,t,t
RIXQ8XQEV8,RET1EX5MP4B,307598,1,damaged,t,t
RIM0NFKUOG,RET1VYCU3L5,298056,1,like_new,t,t
RIGL44VM6P,RETH7Y0HIEW,150224,1,like_new,f,f
RI2XO5JMX7,RETH7Y0HIEW,150225,1,like_new,t,t
RI5IBXCKO6,RETFRI3YYAR,157933,1,like_new,f,t
RIFNGL6F54,RET06BCKTLP,204480,1,damaged,f,t
RIQWJGRERG,RETFLIT592E,26776,1,damaged,t,f
RI1N1XRJ1W,RETCEEBS9DN,157860,1,like_new,t,t
RID7COJUJ4,RETS2Y1GZG0,161902,1,like_new,f,t
RIFCM04FC3,RETSL0BCZ7Z,93511,1,like_new,t,t
RI1D6Q3TIX,RETK1O5OLL2,283006,1,like_new,t,t
RIIOQGW07O,RETXYKZQ5YP,84237,1,like_new,t,t
RIFSVG3XG1,RETXYKZQ5YP,84236,1,like_new,t,t
RIX9VM8PTL,RET140LK0H1,118775,1,like_new,t,t
RI7OGLEP1K,RET24VUNKZL,255032,1,like_new,f,t
RIPG17MWU2,RET24VUNKZL,255034,1,like_new,t,t
RIKXGL996V,RETG8T85ZB9,191688,1,like_new,t,t
RI0H3H3JJ4,RETTIF6KIY8,23431,1,like_new,t,t
RIJXKIAZV4,RETSAODEESF,92405,1,like_new,t,f
RI59E7DLOC,RETKXAZS7Q8,111812,1,like_new,t,t
RIV9NGBP45,RETO4AKKK7M,77473,1,like_new,f,t
RIND54C5MP,RET9YLWZ6PN,62479,1,like_new,t,t
RIWW6DRSWH,RET9YLWZ6PN,62480,1,like_new,t,t
RIPWV27EDD,RETTL9WUKK0,40374,1,like_new,t,f
RIGZ9DNM00,RETO9AOHP0O,221501,1,like_new,t,t
RICCI7F184,RETO9AOHP0O,221499,1,like_new,t,t
RI2C6J7QJC,RETKU4YDJXT,99309,1,damaged,t,t
RIKRFDK07E,RETKU4YDJXT,99308,1,like_new,f,t
RIT11IW5Q4,RETAM5KBMR5,218153,1,like_new,t,t
RIS731BUE1,RETAM5KBMR5,218152,1,like_new,t,t
RIUUDALJ3E,RETMYI65ZIP,147627,1,like_new,t,t
RIQMHC08U5,RETMYI65ZIP,147628,1,like_new,t,t
RI2G93345E,RETWREAJ8VY,240840,1,like_new,f,t
RIUR2L45TF,RETRXO6H8I4,191882,1,damaged,t,t
RIWVEIZ92X,RETS1AZE3M0,36870,1,like_new,t,t
RIOO2I9TR5,RETS1AZE3M0,36869,1,like_new,t,t
RI1AV1OXC4,RETHR1XT95Y,207932,1,damaged,f,t
RI22TD117J,RETQ0GVOHT8,75181,1,like_new,t,t
RID9ZEGK0F,RETGV9BP5QG,245613,1,like_new,t,t
RI7ZLUOJK1,RETFJ17V5LW,284665,1,damaged,t,f
RITSBGXTNC,RETLWDVNXE0,27626,1,like_new,t,t
RINKO3OJP3,RETLWDVNXE0,27625,1,like_new,t,t
RIRBLT4JQI,RETO0OGPU51,48974,1,like_new,t,t
RIFOXA6F0A,RETO0OGPU51,48973,1,worn,t,t
RIYH7U280A,RETKAP2YYV0,193053,1,like_new,t,t
RIBW18JE8F,RETKAP2YYV0,193055,1,like_new,t,t
RIC5YLFRFP,RET1CDWPCJT,19761,1,like_new,t,t
RIRM10X9MF,RETD08FZU4N,208065,1,like_new,t,t
RIOZ9W7JU4,RETD08FZU4N,208064,1,damaged,t,f
RI4CXZF4TU,RETL982TN6U,273788,1,damaged,t,t
RI7MGT1CS4,RETL982TN6U,273789,1,like_new,t,f
RIVLY64MP8,RETOFNMC2VB,282680,1,damaged,t,f
RIABADF4HL,RETOFNMC2VB,282681,1,like_new,t,t
RIHISXBQQB,RETG5G06L00,297822,1,worn,t,f
RI7C4NXLQB,RETPU4M4719,153471,1,like_new,t,t
RIYN5HJDUE,RETPU4M4719,153472,1,worn,t,t
RII55L5IIK,RETDSVTYEGM,250477,1,damaged,t,f
RIJP6T456D,RETDSVTYEGM,250476,1,like_new,t,t
RILXVQAKFE,RET6IUT6YZB,12465,1,damaged,t,t
RIO2MR9Z87,RETUC9TGRVO,286683,1,worn,t,t
RIDYNVYM6C,RETUC9TGRVO,286684,2,worn,t,t
RIZ47ZMMEZ,RET8M65ML4Z,120205,1,damaged,t,t
RIXEXMMW7L,RET3YHA3LG4,123638,1,like_new,t,t
RI3JOKJKND,RET3YHA3LG4,123637,1,like_new,t,t
RIA1SVEABN,RETXH925O3H,250208,1,like_new,f,t
RIHBYUHSVF,RETX2Y49OQR,185146,2,like_new,t,t
RI9A7NAHYO,RETX2Y49OQR,185147,1,like_new,t,t
RIH7HQVQIE,RETL8VHIPIF,149785,1,like_new,t,f
RI2M2CQ9UW,RETEBJ2WB3K,112417,1,like_new,f,t
RIPGIT1CJX,RETEBJ2WB3K,112418,1,damaged,t,t
RIBMHCR94Y,RET7QAOE6OJ,28089,1,like_new,t,t
RI0JOCSNQ3,RETSUFSSEH9,53646,1,damaged,t,t
RIC15QABRN,RETSUFSSEH9,53645,1,like_new,t,t
RIRRZS5ITS,RETTWU8YSV0,230659,1,like_new,t,t
RI0XRG0J9A,RETTWU8YSV0,230660,1,worn,t,t
RITAFBY8U2,RET54Z2CJN2,286271,1,like_new,t,t
RIZQWJM9GE,RET54Z2CJN2,286270,1,damaged,t,t
RI5WW7XHXR,RETWDMPXTAS,238726,1,like_new,t,t
RIS4FEI6ZT,RETJWBDVJUC,212818,1,damaged,t,t
RIBLMXJSGN,RETJWBDVJUC,212819,1,like_new,t,t
RIMGVHVAX6,RET2E5LJWNP,239879,1,like_new,t,t
RIV4OZUWN4,RET2E5LJWNP,239880,1,like_new,t,t
RIHS89LVYG,RETCFIOB16T,48449,1,like_new,t,t
RIOLCC5HDV,RETE6ZRVJN2,227473,1,like_new,t,t
RIUYUTMUVD,RETE6ZRVJN2,227472,1,like_new,t,f
RIILPDV9GP,RETPDMAIRQ1,33411,1,like_new,t,f
RIZ2RAAP2S,RETPDMAIRQ1,33410,1,like_new,t,t
RILM9FDXQH,RET24IVZKFW,34929,1,like_new,t,t
RI9R44HG1W,RETCS8ABSRL,307406,1,like_new,t,t
RIOV82B3CC,RETCS8ABSRL,307407,1,damaged,t,f
RIGFXURYEA,RETGWLYHRHK,88228,1,like_new,t,t
RIWWUDJFVQ,RET5S5VSXL6,8314,1,like_new,t,t
RITIILEYES,RETK02UBAFB,196812,1,damaged,t,f
RIQC6U1POG,RET2HZMQ1B8,31845,1,worn,t,f
RI6BNA1X8T,RETDYD7LRO0,30780,1,damaged,t,f
RIV2RVGVUS,RETMGWXM9QD,242591,1,worn,t,t
RIWCYZL6X4,RETMGWXM9QD,242592,1,like_new,t,t
RIJL6A71O8,RET22BZSVDG,137764,1,like_new,f,t
RIDMVU920Q,RETVMTXH4ZO,282724,1,like_new,t,t
RIJ9Y4S42S,RETVMTXH4ZO,282723,1,damaged,t,t
RI3TBL7L7M,RET51C01H5U,34462,1,like_new,t,t
RI53K4KASS,RETCWUXQWZX,183793,1,like_new,t,t
RILVVG38WR,RET1QJ9K6DG,300726,1,like_new,t,t
RI1ML2YJYA,RET9E8ZEEJA,140815,1,like_new,t,t
RIVOLG2UUF,RET9E8ZEEJA,140816,1,like_new,t,t
RI229INC8L,RETPVLO1YXG,266047,1,like_new,t,t
RIVI6P4Y0W,RET8QIS58VP,118110,1,like_new,t,t
RI8BJZEZEE,RETWVYVVS1R,200942,1,damaged,t,t
RIGOI7RZW8,RET0TZYP0D2,290512,1,like_new,t,t
