return_id,order_id,customer_id,return_date,return_reason,return_method,refund_amount,refund_method,return_status,restocking_fee,condition_received,processed_by,created_at
RETQMWS8O7Z,11417,4538,2025-08-15 19:46:14,defective,mail,61.43,original_payment,completed,1.84,poor,Joseph Delgado,2025-08-15 19:46:14
RETAI3MYWA7,97471,21568,2024-09-16 20:28:42,other,store,52.70,original_payment,processed,1.54,new,Robert Hunt,2024-09-16 20:28:42
RETB4ILR82A,74726,32899,2025-02-28 21:10:41,fit,mail,67.80,store_credit,completed,3.76,new,Nicole Montgomery,2025-02-28 21:10:41
RETGOTSS9YL,53373,28360,2024-09-09 18:37:50,defective,pickup,49.31,store_credit,completed,9.26,new,Joshua Herrera,2024-09-09 18:37:50
RETJNW8SMBL,76555,3556,2025-07-30 13:54:03,fit,mail,52.90,store_credit,approved,6.22,fair,David Adams,2025-07-30 13:54:03
RETXYIC7F6Y,49856,31581,2025-05-21 13:25:42,fit,pickup,28.65,original_payment,processed,2.33,good,Christine Patterson,2025-05-21 13:25:42
RETN3DQBFAL,40053,13726,2025-06-09 01:35:41,fit,mail,46.19,original_payment,completed,10.94,good,Christopher Rojas,2025-06-09 01:35:41
RET7LUX65W2,92177,40741,2025-07-14 17:43:46,changed_mind,store,38.30,original_payment,pending,4.60,poor,Matthew Salazar,2025-07-14 17:43:46
RETMBO22VRP,78637,25907,2024-09-04 18:41:07,defective,mail,38.19,store_credit,completed,10.35,poor,Grace Taylor,2024-09-04 18:41:07
RETDFTWE9JA,44955,24293,2025-05-27 00:29:33,other,pickup,50.20,original_payment,pending,13.45,like_new,Patrick Hunt,2025-05-27 00:29:33
RETN9DCMGV8,96499,38475,2025-09-26 07:28:40,changed_mind,mail,44.56,original_payment,approved,8.33,new,Andre Young,2025-09-26 07:28:40
RETRH6JRPSD,103006,3785,2024-05-29 10:06:50,fit,store,68.26,original_payment,completed,13.95,like_new,Gregory Webb,2024-05-29 10:06:50
RET2XRDWNIW,74687,42266,2024-09-07 10:42:21,fit,pickup,36.42,store_credit,pending,3.92,poor,Lisa Powell,2024-09-07 10:42:21
RET476N3YRI,13229,34072,2025-02-05 16:34:33,fit,store,21.11,original_payment,processed,1.82,poor,Jessica Williams,2025-02-05 16:34:33
RETU3SPI46V,91631,27483,2025-06-12 10:47:26,defective,store,30.34,original_payment,approved,6.56,poor,James Lawson,2025-06-12 10:47:26
RETCTXKESXK,65030,35355,2025-09-04 00:03:51,fit,store,43.56,store_credit,approved,12.41,like_new,Emma Nelson,2025-09-04 00:03:51
RET83MSOKM2,83359,14678,2025-05-21 21:04:31,fit,pickup,43.58,original_payment,completed,13.89,new,Bruce Gray,2025-05-21 21:04:31
RET40PRK6WA,42127,32506,2025-06-15 22:10:47,changed_mind,pickup,57.20,store_credit,approved,11.81,fair,Jonathan Frye,2025-06-15 22:10:47
RETTSQGPJ1B,75380,43963,2025-06-20 05:21:08,changed_mind,store,45.89,store_credit,processed,3.71,like_new,Michael Valenzuela,2025-06-20 05:21:08
RET2SNPGM0A,85946,30055,2025-08-22 02:13:11,defective,pickup,43.05,store_credit,processed,14.33,like_new,Randy Fuentes,2025-08-22 02:13:11
RET6WXHZIJU,58483,6422,2025-02-11 05:37:47,changed_mind,mail,71.90,store_credit,completed,7.50,poor,Sara Ayala,2025-02-11 05:37:47
RETFN1TSMMM,51822,18479,2025-01-17 08:20:05,changed_mind,store,72.94,original_payment,pending,5.13,fair,Thomas Meza,2025-01-17 08:20:05
RET3ABEFAAV,90629,49968,2024-11-09 07:50:58,fit,mail,57.47,original_payment,pending,5.72,fair,Maria Davis,2024-11-09 07:50:58
RETPF53BKTE,119585,21522,2025-07-13 16:41:15,fit,pickup,40.54,original_payment,processed,0.71,poor,Amy Stevens,2025-07-13 16:41:15
RETRXLV49JL,42182,41698,2025-05-21 17:40:09,fit,pickup,60.45,original_payment,completed,9.93,new,Randall Mcdonald,2025-05-21 17:40:09
RET5L4FNH00,53925,5009,2024-11-13 18:07:10,defective,pickup,47.86,store_credit,processed,8.79,new,Stephen Daniels,2024-11-13 18:07:10
RET4LJRQNC7,5458,29405,2025-08-07 09:25:57,defective,pickup,48.56,store_credit,pending,7.31,poor,Mary Blevins,2025-08-07 09:25:57
RET9OFC75TY,77706,13637,2025-06-15 10:04:45,changed_mind,pickup,37.61,store_credit,processed,1.15,good,Cynthia Mcdonald,2025-06-15 10:04:45
RET38IRMQD6,44396,16150,2025-07-19 03:41:37,fit,pickup,36.98,store_credit,pending,9.74,like_new,Amanda Burns,2025-07-19 03:41:37
RETTAEOWYHX,119541,46064,2025-07-01 04:31:38,fit,store,23.38,original_payment,pending,9.71,poor,Cynthia Patrick,2025-07-01 04:31:38
RET3PEEBMQA,7088,30520,2025-06-13 22:24:06,fit,store,86.07,original_payment,approved,5.77,good,Angela Knox,2025-06-13 22:24:06
RETL7WKOF41,110864,32122,2025-06-07 04:30:19,fit,mail,61.05,original_payment,completed,7.29,good,Mary Smith,2025-06-07 04:30:19
RETSLVTYY29,93855,12195,2024-08-17 04:32:23,changed_mind,mail,40.82,original_payment,completed,3.08,new,Kimberly Edwards,2024-08-17 04:32:23
RETIKCEUYIW,19406,12157,2024-02-11 10:59:25,changed_mind,pickup,27.13,store_credit,completed,10.16,good,Chad Shepard,2024-02-11 10:59:25
RET2HK42OM0,99231,8185,2025-09-26 09:00:10,defective,mail,21.63,original_payment,processed,11.20,poor,Jamie Yates,2025-09-26 09:00:10
RETN0OA5XMI,54201,25560,2024-10-01 17:58:43,other,store,23.86,store_credit,completed,7.37,new,Janice Sanchez,2024-10-01 17:58:43
RETNMPOBYTC,73212,8271,2025-05-16 14:01:24,fit,mail,53.42,original_payment,completed,14.95,like_new,Chris Nguyen,2025-05-16 14:01:24
RETA3GKJVKP,23041,32462,2025-08-06 02:45:01,changed_mind,store,43.80,store_credit,completed,8.30,new,Erica Jordan,2025-08-06 02:45:01
RET00HCSHAU,81892,23905,2025-03-27 21:10:34,changed_mind,store,38.84,store_credit,approved,13.15,good,Benjamin Lee,2025-03-27 21:10:34
RETAHQZRWSD,111583,20904,2024-09-20 12:03:00,fit,pickup,60.85,store_credit,approved,5.94,poor,Colin Rogers,2024-09-20 12:03:00
RETU6D9YW4J,50004,28321,2025-06-25 06:50:51,defective,store,46.31,store_credit,approved,14.51,like_new,Meghan Park,2025-06-25 06:50:51
RETYTH9H5R5,36498,41562,2024-04-21 21:19:37,fit,mail,79.85,original_payment,completed,1.91,good,Jennifer Morris,2024-04-21 21:19:37
RETGI5KTMFP,29424,22612,2024-12-14 03:55:39,fit,store,34.94,store_credit,pending,8.93,poor,Sandra Cabrera,2024-12-14 03:55:39
RETDMFDY62F,8436,6916,2025-07-06 03:48:39,changed_mind,pickup,38.05,store_credit,completed,5.97,fair,Stacey Palmer,2025-07-06 03:48:39
RETTSMAH9FY,108564,17377,2025-04-02 17:58:27,changed_mind,pickup,48.39,store_credit,pending,11.20,new,Elizabeth Simpson,2025-04-02 17:58:27
RETNGH4QKV0,67729,42644,2024-07-20 18:20:35,defective,pickup,28.20,store_credit,pending,8.52,poor,Pamela Doyle,2024-07-20 18:20:35
RETOZ51KLLT,118892,9495,2025-05-23 09:11:06,other,store,58.04,store_credit,processed,2.63,fair,Robert Benjamin,2025-05-23 09:11:06
RETJYYRNK6V,113014,35179,2025-05-04 01:53:14,defective,pickup,26.37,original_payment,processed,12.97,new,Mary Rodriguez MD,2025-05-04 01:53:14
RETVEFF63I8,56213,36744,2025-08-15 23:46:34,defective,mail,68.38,original_payment,pending,11.47,poor,Craig Cruz,2025-08-15 23:46:34
RETPBGTKS2Z,75941,11860,2025-02-23 07:28:10,fit,store,37.46,store_credit,completed,4.40,fair,Kenneth Greene,2025-02-23 07:28:10
RETDNL4DL08,61784,4128,2025-09-17 07:34:31,fit,pickup,40.91,original_payment,completed,5.10,new,Eric Patton,2025-09-17 07:34:31
RET10YF12L4,36896,22302,2025-08-21 17:01:48,other,store,21.53,original_payment,approved,6.87,good,Katrina Olson,2025-08-21 17:01:48
RETNJ7YL22N,21614,38164,2025-07-25 04:13:55,changed_mind,mail,60.73,original_payment,processed,11.03,good,Carmen Figueroa,2025-07-25 04:13:55
RET9JXVPW7A,42566,17577,2025-06-11 09:58:55,fit,mail,47.94,store_credit,completed,1.69,like_new,Cindy Decker,2025-06-11 09:58:55
RETW9ENNWC4,48246,7075,2024-10-01 20:32:59,fit,pickup,33.67,original_payment,pending,5.24,fair,Jessica Fox,2024-10-01 20:32:59
RETI6UQP3O1,99317,47683,2024-05-14 11:43:47,fit,store,56.41,original_payment,processed,4.56,good,Danny Moore,2024-05-14 11:43:47
RETZ4CX7BCA,22556,12568,2025-08-13 04:19:56,other,pickup,72.18,original_payment,pending,14.03,good,Laurie Lane,2025-08-13 04:19:56
RETS3HPRCEI,118780,47608,2025-04-10 00:05:08,other,mail,46.65,store_credit,completed,11.03,good,Jennifer Pacheco,2025-04-10 00:05:08
RETVLA5J7UZ,54351,4812,2024-03-25 01:46:50,fit,store,28.15,original_payment,processed,0.71,poor,Amber Alexander,2024-03-25 01:46:50
RETUUJUMB2X,101454,33623,2025-02-24 21:30:04,changed_mind,store,56.82,original_payment,completed,5.49,poor,Patrick Higgins,2025-02-24 21:30:04
RETDVQN7EUC,100385,524,2025-08-14 01:04:08,other,store,81.13,original_payment,processed,13.80,poor,Margaret Riley,2025-08-14 01:04:08
RETLWQ156AC,75051,35589,2025-01-30 00:21:24,fit,mail,43.21,original_payment,processed,8.98,good,Amanda Schultz,2025-01-30 00:21:24
RETAYBQLY58,22714,32704,2025-02-19 22:50:43,fit,mail,39.19,original_payment,approved,9.36,poor,Manuel Lowe,2025-02-19 22:50:43
RETKBR2MSZR,46470,35852,2025-05-09 13:17:01,other,store,49.42,original_payment,pending,2.94,fair,Larry Wilkinson,2025-05-09 13:17:01
RETGKQG4JE9,620,34159,2025-03-07 01:10:14,defective,store,31.44,original_payment,completed,5.44,new,Robert Williams,2025-03-07 01:10:14
RET0Q2P0BXV,5619,21140,2025-09-25 20:52:38,other,mail,39.65,original_payment,processed,14.03,fair,Kayla Robinson,2025-09-25 20:52:38
RET7B4Z2GP9,16179,24461,2025-03-29 12:43:58,other,pickup,27.16,original_payment,processed,12.23,like_new,Mary Cooper,2025-03-29 12:43:58
RETFYIGNGER,47313,45488,2024-04-19 23:06:56,changed_mind,pickup,58.64,original_payment,completed,1.42,like_new,Leroy Bennett,2024-04-19 23:06:56
RET08UVZHBQ,112392,29007,2024-07-03 00:18:50,changed_mind,store,26.16,original_payment,processed,4.04,poor,Laura Chavez,2024-07-03 00:18:50
RETMRJQEUT1,21648,45393,2025-01-19 00:35:03,fit,mail,67.41,store_credit,approved,6.14,poor,Rebecca Zimmerman,2025-01-19 00:35:03
RETWL5AAIRO,101800,12153,2025-09-17 16:57:28,other,pickup,49.62,store_credit,processed,11.87,new,Randy Rodriguez,2025-09-17 16:57:28
RETRFOM1L53,118734,30766,2025-08-05 07:12:36,fit,mail,47.94,store_credit,pending,10.18,poor,Barbara Burton,2025-08-05 07:12:36
RETD2STW5GV,70705,40298,2025-02-13 02:31:38,defective,mail,54.98,original_payment,completed,5.47,new,Jennifer Mendoza,2025-02-13 02:31:38
RETW7BJCECG,12378,9107,2025-09-10 05:29:07,changed_mind,mail,45.37,original_payment,pending,8.87,like_new,Robert Rush,2025-09-10 05:29:07
RETGC4MGAYD,47458,32844,2024-09-25 02:52:23,defective,store,42.35,store_credit,processed,5.06,like_new,Joshua Soto,2024-09-25 02:52:23
RET5LLBF2HG,18525,4243,2024-06-18 09:12:48,fit,pickup,41.34,store_credit,completed,5.16,new,Jason Moore,2024-06-18 09:12:48
RETQITK9XMN,58570,45895,2025-09-20 18:19:49,defective,mail,56.20,store_credit,completed,4.65,like_new,Kristina Keller,2025-09-20 18:19:49
RETWCGYGB0I,105734,46606,2024-07-04 10:23:24,fit,store,37.46,original_payment,approved,12.02,good,Douglas Avery,2024-07-04 10:23:24
RETD21NUQ2A,112887,36356,2025-06-11 13:45:26,changed_mind,store,40.78,store_credit,processed,9.78,poor,Shane Cox,2025-06-11 13:45:26
RETMT1Q0F7R,60191,29134,2024-08-25 00:12:54,defective,pickup,53.27,store_credit,approved,13.66,poor,Lee Brown,2024-08-25 00:12:54
RETZ55DX3LP,120529,6914,2025-01-02 18:28:28,changed_mind,mail,51.27,original_payment,pending,6.30,fair,Alyssa Cole,2025-01-02 18:28:28
RETUAU3RWEJ,114441,24797,2025-05-26 13:54:31,changed_mind,store,44.74,original_payment,completed,0.92,fair,Gina Torres,2025-05-26 13:54:31
RETA3RL08NK,120986,38675,2025-04-24 18:50:28,defective,store,48.68,original_payment,processed,10.51,like_new,David Gilbert,2025-04-24 18:50:28
RET15MCRGLV,25567,6831,2024-07-11 11:13:07,fit,pickup,51.42,original_payment,pending,2.17,poor,Amy Burke,2024-07-11 11:13:07
RETQ79IL5V1,44448,12841,2024-12-19 10:24:31,changed_mind,pickup,49.00,store_credit,approved,5.39,new,Nathan Dean,2024-12-19 10:24:31
RET2XCXCS8Z,102092,11965,2025-09-15 05:24:03,defective,store,39.05,original_payment,approved,6.84,fair,Marilyn Duncan,2025-09-15 05:24:03
RET075RGTBY,77465,27006,2025-04-09 12:56:03,fit,pickup,49.39,store_credit,approved,13.03,new,Brian Thornton,2025-04-09 12:56:03
RET9A2HSDBI,46491,7112,2025-05-17 20:49:43,other,store,67.44,original_payment,completed,6.34,poor,Emily Graham,2025-05-17 20:49:43
RETERABAS4W,23503,2578,2025-05-08 09:44:05,changed_mind,pickup,21.79,store_credit,pending,1.20,good,Kristine Quinn,2025-05-08 09:44:05
RETW7S36PHF,98788,23498,2024-04-11 14:47:45,fit,store,54.70,store_credit,completed,3.56,like_new,Cynthia Flores,2024-04-11 14:47:45
RETAZFYU747,75625,33763,2025-04-20 02:45:22,changed_mind,mail,67.72,original_payment,approved,5.78,like_new,Kathy Ward,2025-04-20 02:45:22
RETE145ROME,17866,22259,2025-09-20 12:06:25,fit,pickup,67.59,store_credit,processed,6.47,new,John Adams,2025-09-20 12:06:25
RETY2OARCYW,26750,49798,2025-08-25 06:52:16,defective,mail,61.77,store_credit,processed,4.86,like_new,Anthony Welch,2025-08-25 06:52:16
RET8YUG0T0J,94985,6430,2024-12-27 01:58:58,fit,pickup,53.12,original_payment,pending,13.44,poor,David Ward,2024-12-27 01:58:58
RETBMBENF78,104599,12285,2025-06-27 17:49:36,defective,pickup,47.64,original_payment,pending,7.51,like_new,Kent Jimenez,2025-06-27 17:49:36
RETX8VZXN40,106857,6379,2025-09-25 13:07:54,defective,pickup,34.76,original_payment,pending,6.19,poor,George Mullen,2025-09-25 13:07:54
RET7BB0FULB,47828,32375,2024-12-04 08:29:22,changed_mind,store,43.98,store_credit,processed,10.14,good,Casey Cardenas,2024-12-04 08:29:22
RETUSWXVXA5,38096,16328,2024-06-12 01:31:43,fit,mail,45.89,original_payment,pending,0.28,good,James Baker,2024-06-12 01:31:43
RET8AFLSXH9,3081,33228,2025-06-24 17:01:05,fit,pickup,42.69,original_payment,pending,4.44,like_new,Jennifer Carlson,2025-06-24 17:01:05
RETSAB9FJL1,39696,19076,2025-06-19 06:57:41,fit,pickup,31.13,original_payment,processed,5.14,new,Martin Ross,2025-06-19 06:57:41
RET7ERTXW59,43853,18359,2025-08-16 01:28:07,fit,mail,39.42,store_credit,completed,3.70,good,April Jacobs,2025-08-16 01:28:07
RETJ61FAYXW,101769,36324,2024-11-23 22:51:25,fit,mail,18.13,original_payment,approved,6.66,good,Adam Schultz,2024-11-23 22:51:25
RETM5RPUF5H,79745,10297,2025-05-25 22:02:16,defective,mail,28.84,store_credit,pending,13.89,new,Margaret Romero,2025-05-25 22:02:16
RETEOK8NQY7,110524,19302,2025-05-30 00:33:52,defective,pickup,50.41,original_payment,approved,8.65,poor,Megan Smith,2025-05-30 00:33:52
RET39SK4YYL,77410,9712,2025-07-29 21:05:01,fit,mail,14.20,original_payment,approved,0.55,fair,Teresa Simpson,2025-07-29 21:05:01
RETEKKALUHQ,57375,47585,2025-06-21 07:12:03,fit,store,66.43,store_credit,approved,1.23,like_new,Nicole Rodriguez,2025-06-21 07:12:03
RETEK5M1HG1,15908,366,2024-04-20 02:56:29,defective,store,28.74,original_payment,processed,9.37,new,Timothy Miller,2024-04-20 02:56:29
RETSZTE6NGP,15570,4914,2024-11-03 20:44:58,fit,store,51.98,original_payment,pending,13.37,fair,Linda Patterson,2024-11-03 20:44:58
RETZED797YM,67858,40657,2025-09-22 18:47:38,fit,pickup,47.25,original_payment,processed,11.03,poor,Andrew Murphy,2025-09-22 18:47:38
RETQESV2K4U,65899,39117,2025-07-20 16:08:04,changed_mind,mail,18.53,store_credit,processed,12.54,good,Lorraine Harrison,2025-07-20 16:08:04
RET4V2S96B5,27808,43803,2024-08-21 19:21:57,fit,store,47.02,original_payment,processed,13.08,new,Timothy Evans,2024-08-21 19:21:57
RET0N6S9J59,11442,47375,2025-03-24 01:40:20,fit,mail,57.67,original_payment,completed,2.37,good,Nicole Lopez,2025-03-24 01:40:20
RETPSWQV2N6,69156,16366,2025-09-18 07:03:36,changed_mind,mail,31.10,store_credit,completed,3.74,fair,Gregory Butler,2025-09-18 07:03:36
RET03OKDQEG,82031,11897,2025-08-09 10:47:53,defective,mail,57.51,original_payment,pending,14.61,poor,Kimberly Duncan,2025-08-09 10:47:53
RETTW4GC405,44369,9228,2025-08-27 15:45:15,fit,mail,44.31,original_payment,approved,12.85,new,Teresa Brown,2025-08-27 15:45:15
RET25MK7G4T,36555,16714,2025-02-27 18:04:53,fit,store,50.07,original_payment,completed,4.97,poor,Robert Smith,2025-02-27 18:04:53
RET9OM7CSBE,69973,5709,2025-09-21 01:30:59,fit,pickup,42.52,store_credit,approved,12.34,new,Charles Hatfield,2025-09-21 01:30:59
RETLE41U6Z8,18435,47261,2025-07-29 15:11:06,other,mail,53.16,original_payment,approved,1.16,poor,Claudia White MD,2025-07-29 15:11:06
RETYSX62KV7,47903,39243,2025-09-12 19:54:42,defective,mail,43.48,store_credit,completed,11.62,new,Claire Contreras,2025-09-12 19:54:42
RETXM5UZ2WI,35659,43516,2024-09-20 13:42:37,changed_mind,pickup,30.23,original_payment,approved,4.72,new,Desiree Brock,2024-09-20 13:42:37
RET9K4TMKE1,30694,38333,2025-08-21 19:50:42,defective,mail,28.23,store_credit,pending,5.48,poor,Sharon Neal,2025-08-21 19:50:42
RETM2H0JCQU,39953,25964,2023-12-24 04:55:00,defective,pickup,56.03,store_credit,approved,11.25,fair,Zachary Bass,2023-12-24 04:55:00
RETFN1IR4TQ,34158,19737,2025-07-20 23:25:22,defective,store,19.02,store_credit,pending,13.78,like_new,Joshua Ross,2025-07-20 23:25:22
RETFN7GMIGV,122181,16297,2025-03-08 08:56:57,changed_mind,store,41.56,original_payment,processed,3.35,new,Joseph Martin,2025-03-08 08:56:57
RETI3TQ85TH,41051,43386,2024-08-19 06:34:22,changed_mind,pickup,67.99,store_credit,pending,0.53,good,Charles Bauer,2024-08-19 06:34:22
RET4WKNAMXT,14806,5875,2025-07-18 08:13:44,changed_mind,mail,49.92,original_payment,pending,11.63,like_new,Brian Jackson,2025-07-18 08:13:44
RET21EDYUPZ,111852,39348,2025-06-09 14:05:42,fit,pickup,42.03,original_payment,processed,11.03,good,Cody Clark,2025-06-09 14:05:42
RETJ0JQ3HS1,10525,35091,2024-07-23 07:09:54,fit,mail,35.23,store_credit,completed,2.23,new,Erik Moreno,2024-07-23 07:09:54
RETKW3KUKOS,76372,39033,2025-08-19 11:42:40,fit,store,43.59,original_payment,pending,14.86,poor,Catherine Wiggins,2025-08-19 11:42:40
RETXS9IBCZ7,40361,44615,2024-12-30 03:08:00,other,store,40.29,store_credit,completed,0.24,good,John Ochoa,2024-12-30 03:08:00
RETEBGTOG9B,59103,47373,2025-08-14 21:28:23,fit,mail,26.44,original_payment,processed,5.48,good,Jared Grant,2025-08-14 21:28:23
RETILLEV2J2,41205,25249,2024-01-03 18:58:43,other,pickup,54.02,store_credit,pending,1.15,new,Justin Cox,2024-01-03 18:58:43
RETTSRU9J7Y,13462,13450,2025-09-15 10:55:36,fit,mail,47.47,original_payment,completed,14.74,new,Tammy Moore,2025-09-15 10:55:36
RETI1H1P7EL,31281,25882,2024-11-16 23:50:23,fit,store,60.47,original_payment,processed,2.56,like_new,Mark Rodriguez,2024-11-16 23:50:23
RET6H7DDMEW,47905,12799,2025-07-29 12:36:22,defective,pickup,45.05,store_credit,completed,9.47,like_new,Linda Gonzalez,2025-07-29 12:36:22
RET9DX67SIT,116907,13787,2025-02-11 21:22:04,defective,mail,59.58,store_credit,processed,1.08,poor,John Morales,2025-02-11 21:22:04
RETTP4JZBE1,41986,49683,2025-08-21 02:07:29,defective,mail,45.55,store_credit,pending,4.49,poor,Stephanie Williams,2025-08-21 02:07:29
RETNUCSQASO,23360,8759,2025-08-30 09:59:53,fit,pickup,19.44,original_payment,pending,0.65,new,Elizabeth Gonzales,2025-08-30 09:59:53
RETB08G2A9A,116435,38071,2025-09-10 22:03:05,changed_mind,mail,44.68,original_payment,approved,6.80,new,Joshua Graves,2025-09-10 22:03:05
RETFFIG0627,92611,9530,2023-12-25 10:59:33,defective,store,39.40,store_credit,processed,4.48,like_new,Anthony Delgado,2023-12-25 10:59:33
RETVWCGX7CW,14489,17191,2025-06-05 15:00:15,fit,pickup,36.39,original_payment,processed,13.20,poor,Emily Garcia,2025-06-05 15:00:15
RETMKGWHYMP,41347,13546,2025-07-27 20:52:54,changed_mind,mail,48.70,store_credit,completed,5.30,good,Vincent Freeman,2025-07-27 20:52:54
RETNIPSI6XL,30937,30339,2025-04-12 04:10:42,other,pickup,30.66,original_payment,processed,9.80,good,Karen Jimenez,2025-04-12 04:10:42
RETJ2NS4HZ5,20572,7124,2025-08-10 00:35:57,changed_mind,pickup,43.39,store_credit,approved,12.53,good,Veronica Reese,2025-08-10 00:35:57
RET5CM414IS,17576,30490,2025-05-15 13:32:12,fit,mail,31.57,original_payment,processed,10.96,poor,William Perkins,2025-05-15 13:32:12
RETIKG2K3DI,111410,42807,2025-09-04 23:37:51,defective,mail,37.44,store_credit,pending,4.47,good,Isaiah Luna,2025-09-04 23:37:51
RETUS0XJZTZ,33632,5576,2025-02-19 22:49:45,fit,mail,49.90,store_credit,processed,12.74,new,Gary Thompson,2025-02-19 22:49:45
RETQGQGA4WI,45286,30952,2025-07-16 12:53:53,changed_mind,mail,24.53,original_payment,approved,6.22,good,Ryan Ramirez,2025-07-16 12:53:53
RET0JQ479XB,31526,45226,2024-03-14 22:47:54,other,pickup,63.93,original_payment,completed,12.79,like_new,Samantha Garcia,2024-03-14 22:47:54
RETF3CWXPQM,20790,12893,2025-05-20 09:12:05,changed_mind,mail,36.58,original_payment,approved,13.62,like_new,Sarah Reynolds,2025-05-20 09:12:05
RET4J63IMJB,36560,19754,2025-08-24 12:33:03,changed_mind,pickup,55.67,original_payment,approved,5.08,fair,Kelly Holmes,2025-08-24 12:33:03
RET9EU78RJA,17275,20963,2025-08-19 11:32:04,changed_mind,pickup,33.00,original_payment,completed,2.78,good,Jasmine Hoover,2025-08-19 11:32:04
RETTJ232VLR,41674,35752,2024-07-13 21:57:34,fit,pickup,34.86,store_credit,completed,11.59,poor,Kyle Mclean,2024-07-13 21:57:34
RETXPZ1K386,46459,36695,2025-07-31 12:12:25,fit,store,43.99,original_payment,approved,3.72,good,Joe Gomez,2025-07-31 12:12:25
RET55LITG9H,4434,45769,2025-04-29 03:24:06,changed_mind,store,68.94,store_credit,processed,4.76,fair,Leslie Perry,2025-04-29 03:24:06
RETV4EB31RK,109472,40333,2025-05-15 00:01:00,other,pickup,35.68,original_payment,approved,2.48,good,Ashley Santana,2025-05-15 00:01:00
RETPIDBK2AA,112240,36764,2025-07-30 04:18:28,defective,pickup,31.37,original_payment,completed,0.43,poor,Angela Watkins,2025-07-30 04:18:28
RETBXP48JZ8,47502,39607,2025-05-24 09:10:02,fit,mail,35.17,original_payment,pending,2.80,poor,Lindsay Rowe,2025-05-24 09:10:02
RETZ3KXJ00E,99415,43370,2025-04-28 01:24:49,fit,pickup,35.82,store_credit,completed,14.14,new,Melanie Dougherty,2025-04-28 01:24:49
RETUS8PNOGE,51910,42328,2025-06-29 14:29:25,fit,pickup,62.50,original_payment,completed,8.92,new,Brittney Lee,2025-06-29 14:29:25
RETKRQ6SY55,44351,24421,2025-07-13 08:36:52,fit,pickup,47.87,original_payment,pending,14.62,good,Gabriella Matthews,2025-07-13 08:36:52
RETREU8ZFTU,111322,44265,2025-01-14 09:27:06,fit,store,52.17,original_payment,pending,1.86,like_new,Carlos Kirby,2025-01-14 09:27:06
RETD6114034,90099,40151,2024-11-24 22:04:43,changed_mind,mail,32.51,original_payment,pending,4.15,fair,Christina Campbell,2024-11-24 22:04:43
RET01OD6X9D,2132,16056,2025-07-29 02:06:48,fit,mail,44.22,store_credit,approved,0.06,like_new,Linda Choi,2025-07-29 02:06:48
RETVL53KQL2,28577,41941,2025-07-02 21:04:09,fit,mail,25.77,original_payment,pending,5.54,new,David Lawrence,2025-07-02 21:04:09
RETUWX1GYU0,97058,21970,2025-09-12 19:46:26,fit,store,67.42,original_payment,pending,0.91,poor,Philip Cox,2025-09-12 19:46:26
RETIPP45FG0,4935,26505,2025-05-11 09:53:00,defective,store,70.55,store_credit,approved,1.19,poor,Joann Koch,2025-05-11 09:53:00
RETHDP9BIZ5,50952,1187,2025-02-22 08:54:48,other,mail,50.49,original_payment,approved,3.33,fair,Susan Brown,2025-02-22 08:54:48
RETH78YC3IR,58507,43486,2025-09-02 22:36:45,defective,mail,68.85,store_credit,processed,8.74,good,Aaron Simmons,2025-09-02 22:36:45
RETYPMV7SUN,8423,30178,2025-06-16 12:02:32,changed_mind,mail,40.46,store_credit,approved,0.22,fair,Amanda Sanders,2025-06-16 12:02:32
RETGO44V1YU,118091,49356,2025-08-17 23:07:34,other,store,68.50,original_payment,processed,3.38,poor,Erica Cabrera,2025-08-17 23:07:34
RETB622QLKT,111509,6902,2024-08-11 20:07:57,other,store,43.60,store_credit,processed,3.69,good,Victoria Reed,2024-08-11 20:07:57
RETRUF3QBCH,49554,43151,2024-07-27 22:27:07,changed_mind,mail,44.15,original_payment,completed,7.79,poor,Amanda Booker,2024-07-27 22:27:07
RETXA2OKHA3,57790,37710,2025-02-15 03:39:26,fit,store,54.83,store_credit,processed,13.77,like_new,Scott Santiago,2025-02-15 03:39:26
RET7GNTJCBU,81328,37119,2025-04-07 08:11:38,defective,pickup,29.33,store_credit,processed,0.52,good,Jade Harmon,2025-04-07 08:11:38
RETTC3MHRRD,100426,4643,2025-06-15 00:21:57,other,store,35.41,original_payment,completed,6.95,poor,Jon Davidson,2025-06-15 00:21:57
RETO1YA7AKO,101488,33157,2025-03-16 02:45:31,fit,store,60.73,original_payment,approved,4.56,poor,Rebecca Beltran,2025-03-16 02:45:31
RETL06UV8BZ,95706,7141,2025-07-23 21:19:53,fit,mail,48.92,original_payment,approved,5.76,fair,Jay Bartlett,2025-07-23 21:19:53
RET22EA8O3I,6062,21043,2024-08-19 21:03:41,fit,pickup,41.29,original_payment,completed,3.10,fair,Austin Lloyd,2024-08-19 21:03:41
RETDZGYSB48,77270,43612,2025-08-12 11:23:29,fit,pickup,32.83,store_credit,processed,4.12,poor,Scott Porter,2025-08-12 11:23:29
RETTFQX2H8E,46693,9585,2024-12-01 02:55:38,fit,pickup,45.45,original_payment,completed,5.78,poor,Robert Sharp,2024-12-01 02:55:38
RET9I42YDB8,27589,45178,2025-02-12 15:11:27,changed_mind,pickup,43.74,store_credit,processed,7.79,fair,Christopher Fisher,2025-02-12 15:11:27
