variant_id,product_id,sku,size,color,additional_price,weight_oz,stock_quantity,created_at
707,P000160,SKU000160V707,M,Black,4.79,9.04,93,2025-03-06 09:52:41
708,P000160,SKU000160V708,XS,Gray,11.94,13.83,397,2025-03-16 04:01:00
709,P000160,SKU000160V709,S,Brown,4.03,2.42,485,2024-02-13 18:11:08
710,P000160,SKU000160V710,M,White,19.53,2.58,299,2024-05-27 08:04:08
711,P000161,SKU000161V711,XS,Black,6.29,6.01,493,2024-11-25 08:32:02
712,P000161,SKU000161V712,M,Beige,19.17,4.53,266,2023-10-05 05:29:02
713,P000161,SKU000161V713,L,Red,19.48,10.77,369,2025-03-02 14:13:54
714,P000161,SKU000161V714,M,Blue,17.93,3.31,267,2023-10-03 14:18:11
715,P000161,SKU000161V715,S,Black,11.74,8.20,205,2025-07-04 00:06:43
716,P000161,SKU000161V716,XS,Beige,3.22,8.02,359,2023-11-18 19:00:44
717,P000162,SKU000162V717,XXL,Gray,17.69,10.86,423,2023-10-06 07:16:22
718,P000162,SKU000162V718,S,Navy,19.87,8.71,266,2024-08-11 10:31:43
719,P000162,SKU000162V719,XXL,Pink,13.03,11.99,486,2023-12-11 21:31:58
720,P000163,SKU000163V720,S,Red,5.82,13.13,329,2024-11-07 23:55:54
721,P000163,SKU000163V721,L,Black,17.81,10.88,406,2023-12-16 17:16:05
722,P000163,SKU000163V722,S,Gray,19.94,2.97,320,2025-03-12 10:56:02
723,P000163,SKU000163V723,S,Pink,12.56,3.27,264,2024-09-07 09:15:40
724,P000163,SKU000163V724,XS,Navy,15.33,9.11,168,2024-06-26 01:02:13
725,P000163,SKU000163V725,XS,Green,1.88,4.21,170,2024-03-15 10:30:46
726,P000164,SKU000164V726,S,White,5.60,6.59,196,2025-04-12 07:56:53
727,P000164,SKU000164V727,XS,Navy,14.21,5.35,245,2024-05-04 01:20:07
728,P000164,SKU000164V728,L,Beige,15.26,10.45,236,2024-04-09 15:58:47
729,P000164,SKU000164V729,S,White,19.43,2.51,259,2024-02-23 23:33:34
730,P000164,SKU000164V730,M,Blue,8.18,13.92,327,2023-10-23 10:52:50
731,P000165,SKU000165V731,L,Red,10.25,14.38,329,2023-10-15 10:06:17
732,P000165,SKU000165V732,M,White,13.64,7.85,269,2025-01-20 02:41:50
733,P000165,SKU000165V733,XXL,Black,12.41,2.74,339,2023-12-07 10:12:21
734,P000165,SKU000165V734,S,Brown,0.16,3.37,446,2023-11-10 04:39:06
735,P000166,SKU000166V735,S,Pink,7.99,4.90,47,2025-09-24 23:18:21
736,P000166,SKU000166V736,L,White,6.98,10.35,249,2024-12-31 11:50:31
737,P000166,SKU000166V737,L,White,1.72,3.41,384,2025-02-18 00:18:36
738,P000166,SKU000166V738,L,Blue,3.99,2.84,178,2025-08-21 09:02:53
739,P000166,SKU000166V739,M,Pink,9.73,11.64,369,2025-07-06 22:22:59
740,P000166,SKU000166V740,XS,Beige,9.09,4.02,289,2024-03-13 10:12:06
741,P000167,SKU000167V741,S,Gray,6.40,14.84,26,2025-01-04 13:38:30
742,P000167,SKU000167V742,L,Black,18.73,12.26,195,2025-02-03 15:01:23
743,P000167,SKU000167V743,L,Gray,1.08,2.30,454,2023-12-30 14:37:43
744,P000167,SKU000167V744,XXL,Blue,5.40,4.29,335,2025-03-29 23:46:21
745,P000167,SKU000167V745,S,White,5.48,5.88,51,2023-12-29 04:49:53
746,P000167,SKU000167V746,XXL,Green,17.43,4.78,278,2023-12-03 02:39:17
747,P000168,SKU000168V747,S,Black,1.85,7.57,471,2025-07-23 05:30:36
748,P000168,SKU000168V748,M,Navy,3.97,7.45,492,2025-01-08 16:27:22
749,P000168,SKU000168V749,L,Brown,13.78,14.55,92,2024-01-05 21:56:34
750,P000168,SKU000168V750,L,Red,18.25,7.06,302,2024-07-15 00:40:09
751,P000168,SKU000168V751,XS,Brown,15.66,4.58,315,2025-02-17 20:22:43
752,P000169,SKU000169V752,M,Red,0.28,7.96,469,2025-05-12 07:38:12
753,P000169,SKU000169V753,S,Green,17.29,12.30,68,2025-08-25 23:35:45
754,P000169,SKU000169V754,XXL,Blue,5.26,2.05,379,2025-02-11 06:08:10
755,P000169,SKU000169V755,L,Navy,12.69,14.60,337,2024-12-09 16:35:00
756,P000170,SKU000170V756,XS,Gray,14.91,7.46,106,2025-06-11 21:01:49
757,P000170,SKU000170V757,XL,Navy,12.02,6.53,120,2024-02-17 12:37:57
758,P000170,SKU000170V758,S,Pink,19.10,12.58,199,2025-08-22 22:58:37
759,P000171,SKU000171V759,M,Beige,10.04,3.62,454,2023-12-22 02:35:53
760,P000171,SKU000171V760,L,Green,8.28,6.58,190,2025-03-20 08:13:11
761,P000171,SKU000171V761,XL,Blue,10.46,6.37,401,2024-02-17 03:12:26
762,P000172,SKU000172V762,L,Blue,7.46,9.73,293,2024-04-10 18:48:59
763,P000172,SKU000172V763,XL,Blue,7.63,10.57,442,2024-05-12 19:27:11
764,P000172,SKU000172V764,XXL,Blue,12.68,10.06,369,2024-09-23 16:58:44
765,P000172,SKU000172V765,XS,White,16.12,3.17,63,2025-02-21 00:29:43
766,P000173,SKU000173V766,XL,Blue,2.07,11.77,393,2025-09-23 03:59:40
767,P000173,SKU000173V767,XL,White,12.67,9.56,267,2023-11-24 19:42:38
768,P000173,SKU000173V768,XS,Beige,17.03,4.90,118,2025-02-04 04:01:40
769,P000174,SKU000174V769,XL,Blue,2.29,8.10,448,2024-09-13 05:06:01
770,P000174,SKU000174V770,XS,Red,19.35,8.03,477,2025-09-12 16:35:05
771,P000174,SKU000174V771,XXL,Blue,0.15,12.17,201,2024-04-28 16:27:32
772,P000174,SKU000174V772,XL,Beige,5.35,5.44,347,2025-05-16 14:11:23
773,P000174,SKU000174V773,L,Gray,0.08,7.39,475,2024-08-23 15:50:36
774,P000174,SKU000174V774,XS,Black,3.07,12.93,201,2025-03-17 16:14:23
775,P000175,SKU000175V775,M,Navy,19.18,5.14,230,2025-08-28 16:44:02
776,P000175,SKU000175V776,L,Gray,12.33,12.77,211,2025-02-26 12:52:27
777,P000175,SKU000175V777,XL,Blue,2.58,7.08,335,2025-05-16 23:54:32
778,P000175,SKU000175V778,XXL,Navy,8.06,8.72,172,2025-05-17 04:21:58
779,P000175,SKU000175V779,L,Gray,1.99,3.64,420,2024-06-04 04:59:09
780,P000176,SKU000176V780,XXL,Pink,15.69,11.91,441,2024-04-13 21:23:52
781,P000176,SKU000176V781,M,Brown,3.18,4.65,175,2024-01-30 19:33:42
782,P000176,SKU000176V782,XS,Black,8.75,12.01,331,2025-05-25 10:10:56
783,P000177,SKU000177V783,XS,Pink,14.15,14.64,481,2023-11-23 11:42:04
784,P000177,SKU000177V784,XL,Blue,0.51,3.70,385,2024-04-29 09:18:33
785,P000177,SKU000177V785,L,Red,3.73,13.67,344,2025-05-22 14:36:03
786,P000177,SKU000177V786,M,Gray,10.71,11.44,135,2023-11-14 11:16:52
787,P000178,SKU000178V787,M,Black,5.50,3.87,488,2024-07-20 08:11:12
788,P000178,SKU000178V788,XS,Pink,17.34,7.97,66,2024-07-24 20:08:48
789,P000178,SKU000178V789,XL,White,2.14,5.41,154,2024-06-11 09:25:47
790,P000178,SKU000178V790,S,White,1.55,6.70,442,2023-11-12 15:52:13
791,P000178,SKU000178V791,S,Blue,2.01,2.29,417,2024-04-14 14:12:45
792,P000178,SKU000178V792,XS,Green,19.18,4.73,49,2025-06-19 08:00:08
793,P000179,SKU000179V793,L,Red,12.67,12.51,240,2024-04-19 14:00:23
794,P000179,SKU000179V794,S,Beige,0.20,10.58,101,2024-02-12 05:08:31
795,P000179,SKU000179V795,XXL,Pink,17.10,14.69,70,2024-09-03 05:12:22
796,P000179,SKU000179V796,M,Green,19.90,9.10,317,2023-11-19 21:58:39
797,P000179,SKU000179V797,S,Brown,14.83,3.58,484,2024-10-12 22:39:16
798,P000179,SKU000179V798,XL,Black,10.72,8.65,275,2025-09-17 06:23:57
799,P000180,SKU000180V799,S,Red,2.30,2.38,121,2024-02-29 21:02:22
800,P000180,SKU000180V800,S,Gray,1.67,14.22,364,2025-01-13 01:08:52
801,P000180,SKU000180V801,M,Beige,9.63,3.20,498,2024-07-27 23:31:57
802,P000180,SKU000180V802,XXL,Brown,13.04,11.69,249,2024-02-12 14:41:57
803,P000181,SKU000181V803,L,Brown,18.93,4.51,482,2025-02-09 08:58:28
804,P000181,SKU000181V804,S,Gray,13.74,11.33,464,2024-10-13 04:54:32
805,P000181,SKU000181V805,L,White,11.67,9.64,402,2023-12-20 05:35:11
806,P000181,SKU000181V806,S,Gray,19.08,7.64,259,2024-01-16 18:16:32
807,P000181,SKU000181V807,L,Blue,11.93,12.61,149,2024-11-19 22:24:35
808,P000181,SKU000181V808,XL,White,12.15,4.60,229,2025-05-16 02:02:21
809,P000182,SKU000182V809,M,White,8.99,2.44,465,2024-08-26 23:26:43
810,P000182,SKU000182V810,XL,Beige,11.74,9.85,160,2024-03-14 15:18:55
811,P000182,SKU000182V811,XXL,Brown,7.05,3.49,25,2025-01-15 21:27:26
812,P000182,SKU000182V812,M,Blue,15.82,5.19,193,2025-02-07 16:59:19
813,P000182,SKU000182V813,S,Red,7.44,6.09,409,2023-12-18 12:56:03
814,P000183,SKU000183V814,M,Black,14.34,8.05,119,2025-09-04 20:33:54
815,P000183,SKU000183V815,M,Gray,11.23,5.69,207,2024-09-03 23:58:32
816,P000183,SKU000183V816,S,Brown,4.35,5.61,297,2025-04-04 16:19:28
817,P000184,SKU000184V817,XL,Blue,13.64,6.13,232,2024-04-15 04:20:10
818,P000184,SKU000184V818,M,Gray,3.94,8.42,420,2023-12-16 05:42:27
819,P000184,SKU000184V819,XS,Beige,8.42,7.89,73,2023-10-24 02:09:01
820,P000185,SKU000185V820,XL,Blue,4.73,5.71,20,2023-11-22 15:36:51
821,P000185,SKU000185V821,XXL,Pink,19.76,8.00,476,2023-11-20 16:52:37
822,P000185,SKU000185V822,S,Blue,0.74,13.93,283,2024-12-13 18:55:50
823,P000185,SKU000185V823,XS,Red,12.90,8.11,45,2025-04-14 02:43:14
824,P000185,SKU000185V824,L,Beige,5.49,6.50,395,2024-04-08 15:45:02
825,P000186,SKU000186V825,XL,Red,9.88,7.11,34,2025-05-22 17:02:49
826,P000186,SKU000186V826,XXL,Green,9.87,14.57,338,2024-09-07 08:08:24
827,P000186,SKU000186V827,XS,Red,18.75,2.38,62,2023-10-11 14:05:49
828,P000187,SKU000187V828,XS,Navy,2.10,13.20,175,2025-08-23 08:29:54
829,P000187,SKU000187V829,XXL,Blue,4.53,4.49,55,2024-10-17 14:07:20
830,P000187,SKU000187V830,M,Brown,19.79,10.95,488,2024-01-20 15:08:27
831,P000188,SKU000188V831,M,Black,2.22,5.96,494,2025-02-15 02:35:16
832,P000188,SKU000188V832,M,Red,13.76,12.56,415,2025-02-05 09:00:38
833,P000188,SKU000188V833,M,Navy,18.50,7.99,308,2023-09-27 16:28:12
834,P000189,SKU000189V834,M,Navy,15.06,13.05,464,2025-09-20 14:41:44
835,P000189,SKU000189V835,L,Green,13.36,8.86,277,2023-10-26 09:36:12
836,P000189,SKU000189V836,XL,Green,13.23,6.18,153,2025-02-24 05:26:48
837,P000189,SKU000189V837,XXL,Green,4.52,11.96,145,2024-07-26 07:26:31
838,P000190,SKU000190V838,M,Brown,16.71,10.57,134,2024-04-20 23:01:55
839,P000190,SKU000190V839,XXL,Gray,13.90,14.63,48,2024-01-22 18:27:51
840,P000190,SKU000190V840,XS,Gray,0.26,8.09,120,2025-03-23 18:16:15
841,P000191,SKU000191V841,S,Green,2.09,12.58,116,2024-06-09 04:47:20
842,P000191,SKU000191V842,XL,Brown,17.17,14.28,399,2025-08-29 15:35:21
843,P000191,SKU000191V843,XXL,Green,13.11,8.56,444,2024-07-26 23:13:22
844,P000191,SKU000191V844,S,Gray,18.33,14.68,207,2024-12-16 08:22:00
845,P000191,SKU000191V845,XL,Brown,4.06,4.44,214,2023-09-29 21:20:20
846,P000191,SKU000191V846,M,Blue,3.28,14.37,167,2024-10-31 07:43:53
847,P000192,SKU000192V847,S,Green,17.52,3.43,391,2025-03-29 15:01:17
848,P000192,SKU000192V848,XS,Green,3.74,8.19,24,2025-09-26 01:30:30
849,P000192,SKU000192V849,XL,Green,7.04,14.05,70,2025-05-17 20:36:11
850,P000193,SKU000193V850,M,Blue,4.24,8.53,213,2024-10-12 03:13:26
851,P000193,SKU000193V851,XL,Red,1.06,6.81,149,2024-10-02 09:27:39
852,P000193,SKU000193V852,XS,Blue,14.64,4.52,226,2024-08-30 17:00:00
853,P000194,SKU000194V853,L,Navy,11.88,9.90,281,2024-08-05 17:46:31
854,P000194,SKU000194V854,XL,Blue,2.18,10.40,35,2025-07-13 14:30:45
855,P000194,SKU000194V855,XS,Gray,2.30,2.46,468,2025-04-14 06:51:50
856,P000194,SKU000194V856,M,Gray,1.32,5.58,61,2025-05-25 14:01:03
857,P000195,SKU000195V857,L,Blue,2.03,12.71,385,2025-06-18 22:12:42
858,P000195,SKU000195V858,XXL,Beige,9.90,12.21,97,2025-05-29 00:52:20
859,P000195,SKU000195V859,M,Beige,14.12,11.54,157,2023-11-20 11:02:56
860,P000195,SKU000195V860,XS,Navy,10.06,10.09,368,2024-11-19 13:01:30
861,P000195,SKU000195V861,XXL,Beige,17.05,5.10,362,2024-03-20 10:23:11
862,P000195,SKU000195V862,M,White,3.33,13.70,180,2023-09-29 13:56:59
863,P000196,SKU000196V863,XS,Green,8.56,4.31,20,2024-07-21 14:28:35
864,P000196,SKU000196V864,M,White,3.41,13.09,399,2025-03-15 09:03:29
865,P000196,SKU000196V865,XL,Red,19.39,2.01,308,2025-06-23 08:29:10
866,P000196,SKU000196V866,S,Green,2.19,2.23,429,2025-05-24 17:22:43
867,P000197,SKU000197V867,S,Brown,10.06,3.91,396,2024-10-05 10:39:50
868,P000197,SKU000197V868,XS,White,6.09,6.36,386,2023-12-30 03:41:45
869,P000197,SKU000197V869,L,Red,19.80,10.62,141,2024-12-10 14:29:18
870,P000197,SKU000197V870,M,Red,9.18,6.58,433,2024-11-15 19:05:14
871,P000197,SKU000197V871,XXL,Red,17.83,10.63,406,2025-09-22 06:44:44
872,P000198,SKU000198V872,XS,Beige,13.72,10.32,382,2024-07-01 19:01:07
873,P000198,SKU000198V873,S,Blue,17.13,14.92,347,2024-06-12 00:03:46
874,P000198,SKU000198V874,M,Green,0.62,11.63,305,2025-03-09 14:38:07
875,P000198,SKU000198V875,L,Red,4.13,4.52,55,2024-05-19 05:25:14
876,P000198,SKU000198V876,L,White,19.31,10.15,459,2024-08-03 04:17:50
877,P000198,SKU000198V877,XL,Green,19.75,8.85,458,2023-11-08 21:11:57
878,P000199,SKU000199V878,XXL,Red,17.76,9.66,210,2025-01-30 02:42:36
879,P000199,SKU000199V879,M,Beige,3.81,8.76,306,2025-02-10 14:38:14
880,P000199,SKU000199V880,M,Pink,2.46,7.92,417,2023-12-06 10:27:03
881,P000199,SKU000199V881,M,Beige,2.20,8.49,14,2024-07-06 19:00:49
882,P000199,SKU000199V882,XXL,Navy,9.33,8.80,86,2024-11-15 06:27:09
883,P000200,SKU000200V883,XL,Brown,13.29,8.33,165,2025-07-20 19:44:43
884,P000200,SKU000200V884,XS,Beige,0.31,4.83,30,2024-06-17 03:31:33
885,P000200,SKU000200V885,XL,White,1.06,2.07,166,2023-11-28 12:07:09
886,P000200,SKU000200V886,M,Black,1.00,6.55,80,2025-07-11 09:03:26
887,P000200,SKU000200V887,M,Brown,13.31,9.29,403,2024-09-18 00:35:40
888,P000201,SKU000201V888,XXL,Beige,2.85,4.56,385,2025-05-09 16:10:08
889,P000201,SKU000201V889,XL,White,5.82,8.15,26,2025-05-14 09:02:33
890,P000201,SKU000201V890,M,Gray,16.23,7.02,336,2024-05-09 05:31:02
891,P000202,SKU000202V891,XS,Beige,18.40,6.04,315,2025-02-11 04:01:29
892,P000202,SKU000202V892,XL,Blue,13.58,12.46,175,2024-03-02 18:44:10
893,P000202,SKU000202V893,S,Gray,5.00,9.21,223,2024-02-11 04:41:59
894,P000202,SKU000202V894,M,Beige,1.71,14.05,300,2024-11-30 16:28:05
895,P000202,SKU000202V895,L,Brown,3.67,13.39,410,2023-10-27 13:28:56
896,P000202,SKU000202V896,L,White,2.77,11.02,236,2024-07-21 09:37:33
897,P000203,SKU000203V897,L,Red,8.55,14.50,225,2025-02-21 05:16:20
898,P000203,SKU000203V898,L,Black,18.25,14.45,23,2024-02-22 08:51:11
899,P000203,SKU000203V899,L,White,15.12,13.79,324,2024-05-16 03:38:35
900,P000203,SKU000203V900,S,Pink,10.24,10.07,75,2025-03-20 12:28:55
901,P000203,SKU000203V901,XL,Beige,1.07,7.10,442,2024-07-26 00:22:30
902,P000204,SKU000204V902,XXL,Black,9.26,13.37,400,2025-08-23 07:32:05
903,P000204,SKU000204V903,L,Black,1.69,12.79,148,2023-12-18 22:35:46
904,P000204,SKU000204V904,XXL,White,6.67,12.69,59,2025-01-28 19:51:00
905,P000204,SKU000204V905,XL,Green,13.81,2.79,452,2025-03-15 01:15:09
906,P000204,SKU000204V906,XXL,Pink,13.49,11.32,388,2024-07-02 01:24:31
907,P000204,SKU000204V907,XXL,Gray,10.33,11.63,297,2024-10-08 21:22:46
908,P000205,SKU000205V908,S,Gray,17.90,13.08,337,2023-12-01 22:14:50
909,P000205,SKU000205V909,M,Beige,14.38,2.08,489,2025-08-14 13:53:02
910,P000205,SKU000205V910,L,Pink,13.76,2.87,68,2025-01-30 12:22:49
911,P000205,SKU000205V911,S,Pink,17.60,3.26,276,2024-09-01 04:54:17
912,P000205,SKU000205V912,S,White,9.47,8.58,436,2025-04-20 03:43:56
913,P000205,SKU000205V913,L,Black,18.52,7.26,163,2024-02-21 04:10:13
914,P000206,SKU000206V914,S,Brown,5.21,10.86,323,2024-01-13 17:01:18
915,P000206,SKU000206V915,XXL,Pink,2.46,10.27,84,2023-10-24 17:45:37
916,P000206,SKU000206V916,S,Navy,16.37,5.13,346,2024-02-23 23:48:19
917,P000206,SKU000206V917,XL,Brown,4.01,5.77,255,2023-10-16 17:07:35
918,P000207,SKU000207V918,XL,Green,7.35,7.09,150,2025-04-08 01:12:14
919,P000207,SKU000207V919,XXL,White,9.28,7.52,426,2024-12-30 13:36:00
920,P000207,SKU000207V920,XS,Beige,9.14,7.06,298,2024-03-30 05:58:52
921,P000208,SKU000208V921,XS,Pink,8.89,13.79,474,2024-10-11 00:15:06
922,P000208,SKU000208V922,S,Green,17.65,5.60,244,2024-07-24 23:26:53
923,P000208,SKU000208V923,S,Red,10.01,8.54,450,2023-11-14 22:33:49
924,P000208,SKU000208V924,M,Brown,7.81,4.27,42,2025-06-03 18:01:31
925,P000208,SKU000208V925,S,Red,13.12,6.41,298,2024-11-19 20:54:59
926,P000209,SKU000209V926,M,Beige,18.47,13.91,44,2025-02-07 18:17:01
927,P000209,SKU000209V927,XXL,Green,7.53,9.88,251,2024-05-23 00:48:55
928,P000209,SKU000209V928,S,Pink,14.17,12.08,269,2024-10-19 03:05:01
929,P000209,SKU000209V929,XL,Beige,2.59,9.66,175,2024-11-14 17:39:35
930,P000210,SKU000210V930,XL,Pink,16.60,2.58,44,2025-07-05 23:50:55
931,P000210,SKU000210V931,XXL,Navy,4.63,3.38,350,2025-06-18 12:56:11
932,P000210,SKU000210V932,XXL,Green,6.47,14.76,128,2024-09-09 23:59:26
933,P000210,SKU000210V933,XXL,Gray,2.11,4.26,460,2023-10-09 18:21:18
934,P000210,SKU000210V934,L,Blue,18.45,9.95,41,2023-10-25 18:49:18
935,P000211,SKU000211V935,XS,White,8.83,9.88,201,2024-06-16 13:01:44
936,P000211,SKU000211V936,XS,Navy,6.42,7.84,367,2023-11-09 13:13:36
937,P000211,SKU000211V937,S,Pink,11.13,5.28,110,2024-06-15 07:49:37
938,P000212,SKU000212V938,XXL,Beige,4.51,4.11,389,2025-05-30 21:33:08
939,P000212,SKU000212V939,XL,Gray,1.72,10.18,22,2025-04-09 00:56:01
940,P000212,SKU000212V940,XXL,White,4.07,3.83,424,2023-10-30 06:25:00
941,P000212,SKU000212V941,XS,Red,15.49,9.11,300,2024-08-06 23:30:37
942,P000212,SKU000212V942,XS,Red,3.71,14.45,383,2023-12-27 19:27:48
943,P000212,SKU000212V943,XXL,Brown,9.92,4.70,436,2024-03-09 10:15:47
944,P000213,SKU000213V944,XL,Red,7.13,9.26,470,2025-06-14 21:47:58
945,P000213,SKU000213V945,S,White,8.78,6.89,330,2025-02-15 20:56:32
946,P000213,SKU000213V946,XS,Pink,1.56,8.72,410,2025-02-26 07:58:32
947,P000213,SKU000213V947,XS,White,9.97,9.82,36,2024-11-06 07:57:10
948,P000213,SKU000213V948,M,Black,4.48,5.77,491,2024-09-17 00:56:20
949,P000213,SKU000213V949,M,Blue,14.07,13.34,44,2025-09-26 04:50:23
950,P000214,SKU000214V950,M,White,10.69,13.09,133,2025-03-06 16:34:58
951,P000214,SKU000214V951,XL,Brown,6.24,2.74,326,2025-08-02 22:00:01
952,P000214,SKU000214V952,XXL,White,11.66,13.93,489,2025-08-06 01:35:52
953,P000214,SKU000214V953,M,Black,0.65,5.39,225,2024-11-16 18:31:31
954,P000215,SKU000215V954,XS,Navy,4.08,11.54,428,2024-01-20 16:59:34
955,P000215,SKU000215V955,XXL,Black,4.71,12.47,47,2025-04-24 14:29:50
956,P000215,SKU000215V956,XL,Pink,14.06,12.50,401,2024-12-20 00:04:58
957,P000215,SKU000215V957,M,White,19.00,11.61,316,2024-03-25 23:27:48
958,P000215,SKU000215V958,XS,Brown,9.58,5.52,76,2025-09-14 08:06:44
959,P000216,SKU000216V959,XS,Black,9.93,10.45,125,2023-11-21 23:05:50
960,P000216,SKU000216V960,L,Green,6.07,13.39,445,2023-10-25 15:44:44
961,P000216,SKU000216V961,S,Black,18.62,12.06,23,2025-04-20 06:15:32
962,P000217,SKU000217V962,XL,Pink,17.21,10.89,359,2024-01-14 23:44:01
963,P000217,SKU000217V963,XS,Brown,9.64,11.95,208,2024-10-10 17:57:14
964,P000217,SKU000217V964,XXL,Navy,8.59,9.14,228,2025-02-15 20:35:57
965,P000217,SKU000217V965,XS,Green,2.36,14.77,325,2023-10-11 19:39:22
966,P000218,SKU000218V966,M,Gray,6.86,2.75,480,2024-09-27 00:28:00
967,P000218,SKU000218V967,S,White,11.77,7.37,126,2025-08-31 15:20:09
968,P000218,SKU000218V968,XL,Pink,0.92,2.19,420,2025-09-09 01:24:43
969,P000218,SKU000218V969,XXL,Gray,16.25,2.74,49,2025-01-19 07:35:14
970,P000218,SKU000218V970,L,Navy,5.65,6.55,170,2023-11-01 14:06:05
971,P000219,SKU000219V971,M,Navy,12.12,10.55,255,2024-04-02 12:13:36
972,P000219,SKU000219V972,XXL,White,1.53,9.07,490,2025-03-24 17:24:58
973,P000219,SKU000219V973,L,Red,17.95,4.86,449,2025-02-11 22:33:05
974,P000219,SKU000219V974,XXL,Beige,18.83,9.17,409,2024-01-06 09:41:45
975,P000220,SKU000220V975,XL,Beige,6.38,8.54,287,2023-10-08 04:04:58
976,P000220,SKU000220V976,XS,Red,18.01,14.36,371,2024-02-07 19:15:01
977,P000220,SKU000220V977,L,Beige,1.57,3.78,476,2025-01-30 09:57:37
978,P000220,SKU000220V978,XL,Gray,6.10,4.74,293,2023-11-04 19:34:50
979,P000221,SKU000221V979,XXL,Navy,0.72,11.08,130,2025-08-29 16:25:28
980,P000221,SKU000221V980,XXL,Green,19.06,8.49,20,2024-05-22 17:28:45
981,P000221,SKU000221V981,XS,Beige,5.56,5.91,206,2025-06-25 11:59:02
982,P000221,SKU000221V982,XS,Black,5.58,6.99,322,2025-06-04 11:52:57
983,P000221,SKU000221V983,XS,Blue,7.69,4.92,32,2023-12-11 13:57:17
984,P000222,SKU000222V984,S,Blue,10.65,5.97,348,2024-09-15 08:11:35
985,P000222,SKU000222V985,XL,Red,18.74,9.91,475,2025-01-13 18:22:21
986,P000222,SKU000222V986,M,Beige,16.20,4.82,312,2024-02-06 14:10:36
987,P000222,SKU000222V987,XS,Red,14.52,7.64,328,2025-07-06 20:23:20
988,P000222,SKU000222V988,L,Black,16.15,7.05,293,2024-12-29 02:07:36
989,P000222,SKU000222V989,XXL,Beige,17.17,8.95,490,2023-11-15 16:33:08
990,P000223,SKU000223V990,XL,Pink,15.38,4.11,143,2025-06-23 05:11:46
991,P000223,SKU000223V991,L,Green,14.91,5.10,483,2025-06-22 23:02:55
992,P000223,SKU000223V992,XS,Beige,15.99,5.57,496,2023-12-18 14:27:12
993,P000223,SKU000223V993,S,Brown,5.92,7.13,302,2023-12-24 16:45:34
994,P000223,SKU000223V994,XL,Beige,7.23,5.26,347,2024-10-17 03:43:21
995,P000223,SKU000223V995,XXL,Pink,0.25,9.39,167,2025-01-01 03:28:43
996,P000224,SKU000224V996,M,Navy,8.88,7.72,18,2025-06-08 18:00:07
997,P000224,SKU000224V997,L,Black,19.32,10.29,255,2025-01-17 04:26:37
998,P000224,SKU000224V998,XL,Gray,8.17,14.20,306,2024-03-16 08:03:57
999,P000224,SKU000224V999,M,Pink,11.03,2.83,498,2023-11-15 00:45:13
1000,P000224,SKU000224V1000,S,Beige,15.32,5.37,151,2025-06-12 20:23:48
1001,P000225,SKU000225V1001,S,Gray,12.61,13.33,85,2024-03-02 09:48:02
1002,P000225,SKU000225V1002,XXL,Black,4.65,2.50,345,2024-08-23 01:27:13
1003,P000225,SKU000225V1003,XXL,Brown,17.21,6.13,306,2024-06-15 00:49:38
1004,P000225,SKU000225V1004,XL,Gray,1.22,14.90,375,2025-06-18 08:08:40
1005,P000225,SKU000225V1005,M,Black,13.57,13.04,449,2025-07-07 06:31:33
1006,P000225,SKU000225V1006,XL,Black,12.01,3.42,189,2025-04-22 04:16:42
1007,P000226,SKU000226V1007,XS,Brown,1.55,6.24,114,2025-03-06 22:32:54
1008,P000226,SKU000226V1008,M,Blue,1.43,13.39,228,2024-08-04 06:16:47
1009,P000226,SKU000226V1009,S,Black,6.53,6.68,413,2024-06-04 20:28:24
1010,P000226,SKU000226V1010,L,Red,9.41,10.08,160,2023-12-29 20:13:00
1011,P000226,SKU000226V1011,S,Red,0.89,3.95,486,2025-03-11 08:37:40
1012,P000226,SKU000226V1012,XL,Black,2.12,12.50,118,2024-12-17 09:05:57
1013,P000227,SKU000227V1013,S,Blue,16.61,10.54,26,2024-11-24 00:19:34
1014,P000227,SKU000227V1014,S,Blue,15.25,3.02,342,2024-01-11 16:18:06
1015,P000227,SKU000227V1015,XS,Gray,11.31,10.19,304,2024-06-02 19:09:57
1016,P000227,SKU000227V1016,XXL,Blue,10.78,13.02,72,2025-07-07 16:25:37
1017,P000227,SKU000227V1017,XL,Black,12.14,8.82,347,2025-06-04 00:46:58
1018,P000228,SKU000228V1018,M,Beige,3.90,5.81,304,2024-03-10 15:13:32
1019,P000228,SKU000228V1019,S,Red,4.86,14.71,403,2025-05-12 14:32:11
1020,P000228,SKU000228V1020,S,Green,6.30,11.01,69,2023-11-01 10:05:27
1021,P000228,SKU000228V1021,L,Blue,7.24,9.29,190,2024-12-30 16:12:23
1022,P000228,SKU000228V1022,XS,Red,13.07,4.99,319,2024-02-08 17:35:40
1023,P000228,SKU000228V1023,L,Gray,11.39,14.83,433,2024-06-13 14:32:20
1024,P000229,SKU000229V1024,L,Pink,13.32,5.38,320,2023-11-15 02:50:15
1025,P000229,SKU000229V1025,M,Red,6.28,7.31,51,2023-12-29 19:09:18
1026,P000229,SKU000229V1026,XL,Navy,11.52,13.46,333,2024-04-26 18:02:18
1027,P000229,SKU000229V1027,S,Navy,17.53,4.17,17,2024-01-14 17:08:27
1028,P000230,SKU000230V1028,M,Brown,14.23,11.66,250,2025-05-07 10:03:11
