order_item_id,order_id,variant_id,quantity,unit_price,discount_amount,total_price,return_quantity,personalization_data
1856,910,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1857,911,15,2,341.13,0.00,682.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1858,912,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1859,912,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1860,913,6,1,63.77,4.76,59.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1861,914,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1862,914,4,3,141.22,0.00,423.66,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1863,914,10,1,286.41,19.30,267.11,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1864,915,12,1,150.73,20.23,130.50,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1865,915,10,2,286.41,0.00,572.82,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1866,916,2,1,210.24,26.21,184.03,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1867,916,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1868,916,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1869,917,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1870,917,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1871,918,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1872,918,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1873,918,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1874,918,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1875,918,2,1,210.24,0.00,210.24,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1876,919,4,2,141.22,0.00,282.44,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1877,919,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1878,920,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1879,920,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1880,921,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1881,922,15,2,341.13,0.00,682.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1882,922,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1883,922,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1884,922,2,2,210.24,0.00,420.48,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1885,923,12,2,150.73,0.00,301.46,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1886,923,11,1,160.51,10.23,150.28,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1887,923,6,2,63.77,0.00,127.54,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1888,923,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1889,924,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1890,925,11,2,160.51,0.00,321.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1891,925,9,1,31.53,5.09,26.44,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1892,926,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1893,926,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1894,927,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1895,928,4,2,141.22,0.00,282.44,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1896,929,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1897,930,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1898,931,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1899,932,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1900,932,3,1,97.42,9.35,88.07,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1901,932,13,1,626.18,47.82,578.36,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1902,932,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1903,933,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1904,934,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1905,934,14,3,72.63,0.00,217.89,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1906,935,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1907,935,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1908,935,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1909,936,9,2,31.53,0.00,63.06,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1910,936,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1911,937,2,2,210.24,10.55,399.38,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1912,938,13,2,626.18,0.00,1252.36,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1913,938,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1914,938,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1915,939,1,1,95.01,17.11,77.90,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1916,939,15,2,341.13,21.39,639.48,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1917,940,6,2,63.77,11.39,104.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1918,941,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1919,941,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1920,942,14,3,72.63,14.06,175.72,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1921,942,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1922,943,13,3,626.18,93.93,1596.76,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1923,943,7,2,67.09,0.00,134.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1924,943,3,1,97.42,9.89,87.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1925,943,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1926,944,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1927,944,9,1,31.53,5.01,26.52,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1928,944,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1929,945,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1930,945,1,1,95.01,6.49,88.52,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1931,946,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1932,947,1,1,95.01,14.25,80.76,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1933,948,3,3,97.42,0.00,292.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1934,949,4,1,141.22,27.66,113.56,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1935,949,2,1,210.24,0.00,210.24,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1936,949,15,3,341.13,0.00,1023.39,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1937,950,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1938,951,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1939,951,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1940,952,12,1,150.73,23.02,127.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1941,952,7,1,67.09,7.94,59.15,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1942,952,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1943,952,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1944,953,14,2,72.63,0.00,145.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1945,953,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1946,953,3,2,97.42,0.00,194.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1947,954,13,1,626.18,88.21,537.97,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1948,954,9,1,31.53,6.22,25.31,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1949,954,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1950,954,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1951,954,12,2,150.73,0.00,301.46,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1952,955,6,1,63.77,11.05,52.72,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1953,956,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1954,956,15,2,341.13,63.15,555.95,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1955,957,4,2,141.22,0.00,282.44,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1956,958,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1957,958,14,2,72.63,0.00,145.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1958,958,11,3,160.51,0.00,481.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1959,958,2,2,210.24,0.00,420.48,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1960,959,4,2,141.22,0.00,282.44,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1961,959,8,2,50.71,0.00,101.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1962,960,7,2,67.09,0.00,134.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1963,960,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1964,961,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1965,962,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1966,963,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1967,963,3,2,97.42,19.25,156.35,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1968,964,10,2,286.41,46.68,479.46,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1969,965,9,1,31.53,2.56,28.97,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1970,966,14,2,72.63,0.00,145.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1971,966,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1972,966,1,2,95.01,0.00,190.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1973,967,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1974,967,10,1,286.41,25.91,260.50,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1975,967,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1976,968,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1977,968,15,2,341.13,64.10,554.07,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1978,969,3,2,97.42,0.00,194.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1979,969,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1980,970,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1981,970,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1982,970,11,2,160.51,0.00,321.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1983,970,4,2,141.22,0.00,282.44,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1984,971,6,1,63.77,9.48,54.29,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1985,972,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1986,972,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1987,973,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1988,973,8,2,50.71,0.00,101.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1989,973,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1990,974,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1991,975,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1992,976,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1993,976,15,2,341.13,41.30,599.66,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1994,976,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1995,977,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1996,977,2,2,210.24,0.00,420.48,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1997,978,1,2,95.01,0.00,190.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1998,978,13,1,626.18,97.78,528.40,0,"{""fit_notes"": ""standard"", ""customization"": null}"
1999,979,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2000,980,2,2,210.24,0.00,420.48,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2001,980,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2002,980,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2003,981,2,2,210.24,0.00,420.48,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2004,981,6,2,63.77,0.00,127.54,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2005,982,7,2,67.09,8.68,116.82,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2006,982,13,1,626.18,103.85,522.33,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2007,982,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2008,982,4,2,141.22,24.50,233.43,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2009,983,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2010,983,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2011,984,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2012,984,1,2,95.01,17.59,154.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2013,984,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2014,985,6,1,63.77,7.70,56.07,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2015,986,15,2,341.13,0.00,682.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2016,986,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2017,986,2,1,210.24,0.00,210.24,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2018,987,9,3,31.53,0.00,94.59,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2019,987,5,1,44.94,5.64,39.30,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2020,988,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2021,988,15,2,341.13,41.96,598.35,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2022,988,5,2,44.94,0.00,89.88,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2023,989,4,2,141.22,0.00,282.44,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2024,989,9,2,31.53,0.00,63.06,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2025,990,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2026,990,10,2,286.41,0.00,572.82,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2027,991,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2028,992,7,2,67.09,0.00,134.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2029,992,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2030,993,11,2,160.51,0.00,321.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2031,993,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2032,993,1,2,95.01,0.00,190.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2033,994,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2034,994,10,2,286.41,0.00,572.82,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2035,995,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2036,995,14,1,72.63,6.23,66.40,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2037,995,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2038,996,5,2,44.94,0.00,89.88,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2039,997,12,1,150.73,8.39,142.34,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2040,998,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2041,998,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2042,998,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2043,999,11,3,160.51,17.67,428.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2044,1000,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2045,1000,14,2,72.63,9.76,125.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2046,1000,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2047,1000,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2048,1001,14,2,72.63,0.00,145.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2049,1002,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2050,1003,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2051,1003,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2052,1003,3,2,97.42,5.79,183.25,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2053,1003,14,2,72.63,0.00,145.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2054,1003,6,2,63.77,8.13,111.28,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2055,1004,8,2,50.71,0.00,101.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2056,1004,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2057,1004,5,1,44.94,2.54,42.40,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2058,1005,15,2,341.13,0.00,682.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2059,1006,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2060,1007,1,1,95.01,15.17,79.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2061,1008,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2062,1009,2,1,210.24,0.00,210.24,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2063,1010,2,1,210.24,0.00,210.24,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2064,1010,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2065,1011,1,2,95.01,0.00,190.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2066,1012,2,1,210.24,0.00,210.24,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2067,1013,2,1,210.24,0.00,210.24,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2068,1013,6,2,63.77,0.00,127.54,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2069,1014,12,2,150.73,7.59,286.29,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2070,1015,1,1,95.01,17.92,77.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2071,1015,2,1,210.24,0.00,210.24,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2072,1016,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2073,1016,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2074,1016,15,2,341.13,0.00,682.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2075,1016,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2076,1017,12,1,150.73,8.96,141.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2077,1017,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2078,1018,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2079,1018,10,1,286.41,40.80,245.61,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2080,1019,11,2,160.51,0.00,321.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2081,1019,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2082,1020,3,2,97.42,0.00,194.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2083,1020,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2084,1021,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2085,1021,15,2,341.13,0.00,682.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2086,1021,12,2,150.73,0.00,301.46,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2087,1022,3,2,97.42,0.00,194.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2088,1022,2,2,210.24,0.00,420.48,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2089,1023,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2090,1023,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2091,1023,2,1,210.24,36.47,173.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2092,1024,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2093,1024,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2094,1024,2,1,210.24,0.00,210.24,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2095,1025,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2096,1025,2,3,210.24,0.00,630.72,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2097,1025,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2098,1025,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2099,1026,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2100,1026,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2101,1026,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2102,1026,3,2,97.42,0.00,194.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2103,1027,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2104,1028,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2105,1029,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2106,1029,1,2,95.01,0.00,190.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2107,1030,5,2,44.94,0.00,89.88,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2108,1031,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2109,1031,15,3,341.13,0.00,1023.39,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2110,1031,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2111,1032,2,2,210.24,0.00,420.48,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2112,1032,15,1,341.13,33.83,307.30,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2113,1032,9,2,31.53,0.00,63.06,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2114,1033,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2115,1034,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2116,1034,13,1,626.18,70.40,555.78,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2117,1034,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2118,1035,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2119,1036,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2120,1036,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2121,1037,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2122,1037,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2123,1037,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2124,1037,2,1,210.24,19.10,191.14,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2125,1038,4,1,141.22,17.52,123.70,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2126,1038,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2127,1038,13,2,626.18,0.00,1252.36,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2128,1039,7,2,67.09,0.00,134.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2129,1039,14,2,72.63,10.76,123.74,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2130,1040,3,2,97.42,0.00,194.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2131,1041,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2132,1042,15,2,341.13,26.27,629.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2133,1042,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2134,1043,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2135,1043,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2136,1043,1,1,95.01,18.26,76.75,0,"{""fit_notes"": ""standard"", ""customization"": null}"
2137,1043,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
