CustomerId,Segment,SatisfactionScore,DataAllocationGb,DataUsedGb,TotalAmount,PaymentStatus,DownloadSpeed,UploadSpeed,Latency,ServiceInteractionCount,FeedbackRating,ChurnRisk,ChurnRiskFactors,Churn
"217","Premium","3","100","74.82","82.55","Paid","76.48","15.3","54","4","1.7","0.45","Low satisfaction score,Frequent service interactions,Low feedback ratings,Competitor offers","0"
"218","Business","3","2","1.02","54.37","Late","27.14","5.43","105","1","1.2","0.78","Low satisfaction score,Payment issues,Poor network performance,Low feedback ratings,Competitor offers","1"
"219","Business","4","100","94.34","92.58","Overdue","93.06","18.61","20","0","0","0.75","Low satisfaction score,Payment issues","1"
"220","Standard","8","2","1.77","20.69","Paid","91.75","18.35","80","2","3.1","0.35","None","0"
"221","Standard","9","20","11.22","28.68","Paid","27.95","5.59","144","5","4.6","0.63","Poor network performance,Frequent service interactions","0"
"222","Student","7","50","50.12","44","Paid","29.63","5.93","81","4","3.1","0.73","High data usage,Frequent service interactions","0"
"223","Business","4","100","74.12","100.67","Pending","93.83","18.77","66","4","1.7","0.66","Low satisfaction score,Frequent service interactions,Low feedback ratings,Competitor offers","0"
"224","Student","4","100","85.88","71.28","Pending","36.25","7.25","46","2","2.7","0.72","Low satisfaction score,Low feedback ratings","0"
"225","Family","8","2","1.18","19.88","Paid","57.38","11.48","10","5","3.4","0.45","Frequent service interactions","1"
"226","Premium","1","5","5.43","40.63","Pending","108.44","21.69","28","4","1.2","0.64","Low satisfaction score,High data usage,Frequent service interactions,Low feedback ratings","1"
"227","Standard","8","100","81.73","72.9","Paid","90.06","18.01","167","0","0","0.46","Poor network performance,Competitor offers","1"
"228","Premium","5","5","6.14","40.87","Overdue","58.74","11.75","155","5","1.6","0.95","Payment issues,High data usage,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"229","Business","8","5","4.16","48.07","Paid","46.15","9.23","32","0","0","0.34","None","0"
"230","Business","5","5","3.75","47.96","Paid","19.73","3.95","108","4","2.9","0.72","Poor network performance,Frequent service interactions,Low feedback ratings","0"
"231","Student","7","20","25.77","30.47","Pending","25.31","5.06","18","3","2.5","0.67","High data usage,Low feedback ratings","1"
"232","Family","2","50","72.09","49.3","Paid","98.67","19.73","133","0","0","0.61","Low satisfaction score,High data usage,Poor network performance","1"
"233","Standard","3","2","1.2","19.76","Paid","72.75","14.55","194","0","0","0.57","Low satisfaction score,Poor network performance","0"
"234","Business","1","20","21.44","64.08","Paid","47.92","9.58","85","0","0","0.53","Low satisfaction score,High data usage,Competitor offers","0"
"235","Family","3","100","79.18","64.15","Pending","37.75","7.55","111","3","0.2","0.59","Low satisfaction score,Poor network performance,Low feedback ratings","1"
"236","Premium","4","2","1.53","35.75","Paid","34.8","6.96","188","1","2.3","0.41","Low satisfaction score,Poor network performance,Low feedback ratings","0"
"237","Family","9","2","2.68","22.34","Paid","58.2","11.64","131","2","4","0.58","High data usage,Poor network performance","1"
"238","Student","8","50","58.88","46.08","Paid","58.76","11.75","52","0","0","0.42","High data usage","0"
"239","Standard","4","100","64.79","71.33","Paid","75.44","15.09","27","5","1.8","0.53","Low satisfaction score,Frequent service interactions,Low feedback ratings","1"
"240","Business","10","50","51.13","73.79","Paid","27.45","5.49","35","0","0","0.27","High data usage","0"
"241","Student","5","10","8.83","24.93","Paid","10.47","2.09","46","4","1.1","0.69","Poor network performance,Frequent service interactions,Low feedback ratings","0"
"242","Standard","5","10","5.2","26.59","Paid","35.23","7.05","135","0","0","0.59","Poor network performance","0"
"243","Premium","9","10","12.29","40.84","Paid","63.39","12.68","114","0","0","0.47","High data usage,Poor network performance","0"
"244","Student","3","10","12.1","24.52","Pending","49.79","9.96","54","2","1.7","0.74","Low satisfaction score,High data usage,Low feedback ratings","1"
"245","Family","5","10","13.24","25.03","Paid","21.15","4.23","17","4","2.2","0.61","High data usage,Frequent service interactions,Low feedback ratings","1"
"246","Premium","6","10","12.49","41.51","Paid","46.98","9.4","156","0","0","0.4","High data usage,Poor network performance","1"
"247","Family","5","100","90.95","63.28","Pending","79.08","15.82","12","2","2.3","0.38","Low feedback ratings","0"
"248","Premium","6","20","27.03","44.63","Paid","43","8.6","169","1","2","0.58","High data usage,Poor network performance,Low feedback ratings","0"
"249","Student","8","10","7.98","23.04","Paid","88.28","17.66","80","3","3.4","0.43","Competitor offers","0"
"250","Student","5","10","11.81","26.11","Paid","77.61","15.52","117","1","2.2","0.74","High data usage,Poor network performance,Low feedback ratings","0"
"251","Family","9","100","128.49","75.69","Paid","55.66","11.13","53","0","0","0.28","High data usage,Competitor offers","0"
"252","Family","5","100","130.83","73.68","Paid","71.17","14.23","95","2","1.7","0.44","High data usage,Low feedback ratings","0"
"253","Premium","7","50","39.7","64.21","Paid","103.38","20.68","168","2","3","0.38","Poor network performance","0"
"254","Business","3","5","7.46","50.85","Late","117.1","23.42","46","2","1.6","0.78","Low satisfaction score,Payment issues,High data usage,Low feedback ratings,Competitor offers","1"
"255","Business","1","20","15.47","63.13","Paid","90.38","18.08","32","4","1.3","0.64","Low satisfaction score,Frequent service interactions,Low feedback ratings","1"
"256","Business","9","5","6.15","57.23","Overdue","90.56","18.11","14","2","3.5","0.69","Payment issues,High data usage,Competitor offers","0"
"257","Student","9","5","2.83","20.46","Overdue","43.69","8.74","144","2","3.7","0.8","Payment issues,Poor network performance,Competitor offers","0"
"258","Standard","1","5","3.62","24.68","Paid","11.97","2.39","139","3","1.4","0.8","Low satisfaction score,Poor network performance,Low feedback ratings","1"
"259","Student","10","50","74.73","46.46","Paid","10.68","2.14","116","1","5.1","0.66","High data usage,Poor network performance","1"
"260","Business","5","20","23.23","61.95","Paid","67.16","13.43","36","5","1.2","0.52","High data usage,Frequent service interactions,Low feedback ratings,Competitor offers","1"
"261","Family","5","50","73.66","43.72","Paid","24.43","4.89","150","2","2.4","0.53","High data usage,Poor network performance,Low feedback ratings,Competitor offers","1"
"262","Business","2","50","58.45","69.74","Paid","68.22","13.64","35","0","0","0.5","Low satisfaction score,High data usage","0"
"263","Premium","8","2","2.63","38.69","Overdue","51.03","10.21","119","0","0","0.77","Payment issues,High data usage,Poor network performance,Competitor offers","1"
"264","Family","3","10","8.58","24.69","Paid","89.06","17.81","33","3","0.4","0.54","Low satisfaction score,Low feedback ratings","1"
"265","Standard","8","20","22.98","31.78","Paid","72.66","14.53","25","0","0","0.36","High data usage","0"
"266","Standard","10","100","93.82","71.56","Pending","65.02","13","185","0","0","0.58","Poor network performance","0"
"267","Standard","2","20","18.81","27.38","Paid","11.11","2.22","183","5","1.4","0.95","Low satisfaction score,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"268","Student","7","100","111.82","69.06","Pending","47.99","9.6","174","5","3.8","0.76","High data usage,Poor network performance,Frequent service interactions","1"
"269","Student","7","5","2.87","22.46","Paid","69.59","13.92","67","4","2.8","0.52","Frequent service interactions,Low feedback ratings","1"
"270","Standard","2","20","18.94","27.71","Paid","68.8","13.76","36","1","1.1","0.41","Low satisfaction score,Low feedback ratings","1"
"271","Student","3","50","35.34","46.54","Late","30.59","6.12","67","0","0","0.74","Low satisfaction score,Payment issues","1"
"272","Premium","8","2","2.52","34","Paid","109.19","21.84","84","3","4.4","0.34","High data usage,Competitor offers","1"
"273","Standard","2","10","11.11","23.44","Overdue","45.36","9.07","127","0","0","0.92","Low satisfaction score,Payment issues,High data usage,Poor network performance","1"
"274","Business","10","2","2.54","50.5","Paid","99.94","19.99","137","1","5.1","0.5","High data usage,Poor network performance","1"
"275","Family","10","5","6.15","20.83","Paid","64.05","12.81","92","4","4.8","0.48","High data usage,Frequent service interactions","0"
"276","Standard","6","10","9.53","23.17","Paid","73","14.6","141","5","3.7","0.72","Poor network performance,Frequent service interactions","0"
"277","Family","4","50","60.72","46.68","Overdue","21.94","4.39","191","2","2","0.86","Low satisfaction score,Payment issues,High data usage,Poor network performance,Low feedback ratings,Competitor offers","1"
"278","Premium","10","50","53.53","62.01","Paid","96.82","19.36","83","0","0","0.18","High data usage,Competitor offers","0"
"279","Standard","3","2","2.34","19.74","Pending","24.48","4.9","83","2","1.7","0.66","Low satisfaction score,High data usage,Low feedback ratings","1"
"280","Business","6","20","12.05","64.42","Pending","107.4","21.48","153","5","3.6","0.64","Poor network performance,Frequent service interactions","0"
"281","Standard","7","20","29.13","32.85","Paid","59.69","11.94","13","0","0","0.53","High data usage","1"
"282","Standard","4","100","120.46","72.07","Pending","59.2","11.84","164","2","1.6","0.82","Low satisfaction score,High data usage,Poor network performance,Low feedback ratings,Competitor offers","1"
"283","Family","9","2","1.75","20.7","Paid","21.71","4.34","159","0","0","0.33","Poor network performance","1"
"284","Business","3","10","10.97","58.01","Paid","93.64","18.73","156","1","1.6","0.56","Low satisfaction score,High data usage,Poor network performance,Low feedback ratings,Competitor offers","1"
"285","Business","9","5","4.58","52.89","Paid","31.82","6.36","94","3","3.4","0.37","None","0"
"286","Business","2","100","84.6","94.81","Paid","99.45","19.89","20","3","0.8","0.42","Low satisfaction score,Low feedback ratings","0"
"287","Premium","3","10","10.14","40.07","Paid","43.85","8.77","92","1","0.3","0.46","Low satisfaction score,High data usage,Low feedback ratings,Competitor offers","0"
"288","Business","4","100","112.95","94.26","Paid","90.47","18.09","189","0","0","0.56","Low satisfaction score,High data usage,Poor network performance","0"
"289","Business","3","2","1.92","49.28","Paid","18.43","3.69","152","2","1.8","0.69","Low satisfaction score,Poor network performance,Low feedback ratings","1"
"290","Premium","2","100","61.83","76.6","Pending","19.2","3.84","21","0","0","0.68","Low satisfaction score,Poor network performance,Competitor offers","1"
"291","Premium","10","10","12.65","39.5","Paid","79.34","15.87","146","4","5.6","0.46","High data usage,Poor network performance,Frequent service interactions","0"
"292","Premium","6","50","68.74","55.7","Paid","68.82","13.76","150","0","0","0.51","High data usage,Poor network performance","1"
"293","Premium","5","100","135.15","78.92","Paid","70.49","14.1","39","5","2.7","0.62","High data usage,Frequent service interactions,Low feedback ratings","0"
"294","Standard","9","2","1.58","19.18","Paid","75.3","15.06","134","0","0","0.45","Poor network performance","1"
"295","Premium","10","5","4.09","37.13","Paid","44.08","8.82","154","3","5.9","0.33","Poor network performance","1"
"296","Standard","5","10","6.34","26.16","Overdue","51.66","10.33","101","0","0","0.72","Payment issues,Poor network performance","1"
"297","Business","5","5","6.96","49.31","Pending","80.89","16.18","14","0","0","0.61","High data usage","0"
"298","Student","4","50","38.03","48.55","Paid","51.27","10.25","110","5","2.5","0.71","Low satisfaction score,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"299","Standard","6","50","25.53","42.65","Late","98.37","19.67","185","5","2.3","0.84","Payment issues,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"300","Family","8","10","5.4","26.31","Paid","33.79","6.76","69","2","4","0.3","None","0"
"301","Business","1","100","82.41","104.07","Paid","105.87","21.17","77","5","0.3","0.55","Low satisfaction score,Frequent service interactions,Low feedback ratings","0"
"302","Business","9","10","8.76","59.48","Paid","52.63","10.53","134","0","0","0.27","Poor network performance","0"
"303","Standard","3","5","2.89","23.15","Paid","26.82","5.36","102","1","1.3","0.54","Low satisfaction score,Poor network performance,Low feedback ratings,Competitor offers","1"
"304","Standard","8","5","5.45","23.16","Paid","31.93","6.39","42","2","3.3","0.58","High data usage,Competitor offers","0"
"305","Family","5","5","5.08","22.07","Late","67.39","13.48","194","0","0","0.81","Payment issues,High data usage,Poor network performance","0"
"306","Student","7","5","3.6","22.1","Paid","58.08","11.62","169","3","2.3","0.68","Poor network performance,Low feedback ratings","0"
"307","Business","4","20","17.71","55.3","Paid","100.58","20.12","117","0","0","0.41","Low satisfaction score,Poor network performance","0"
"308","Student","1","50","62.62","41.34","Paid","78.58","15.72","10","0","0","0.66","Low satisfaction score,High data usage","0"
"309","Premium","3","50","46.45","65.26","Paid","87.51","17.5","199","0","0","0.44","Low satisfaction score,Poor network performance","0"
"310","Premium","8","2","1.57","38.71","Paid","32.76","6.55","11","1","4","0.19","None","0"
"311","Standard","6","2","1.31","21.64","Paid","86.95","17.39","118","5","2.6","0.68","Poor network performance,Frequent service interactions,Low feedback ratings","0"
"312","Student","8","10","10.59","24.92","Late","57.79","11.56","111","0","0","0.82","Payment issues,High data usage,Poor network performance","0"
"313","Standard","3","2","1.43","20.58","Paid","59.55","11.91","188","1","0.3","0.47","Low satisfaction score,Poor network performance,Low feedback ratings,Competitor offers","0"
"314","Family","8","50","46.77","41.08","Paid","17.2","3.44","19","0","0","0.39","Poor network performance","0"
"315","Premium","10","5","5.7","37.04","Paid","85.79","17.16","83","5","5","0.45","High data usage,Frequent service interactions","0"
"316","Premium","6","2","2.95","33.03","Paid","55.18","11.04","113","5","2","0.69","High data usage,Poor network performance,Frequent service interactions,Low feedback ratings","0"
"317","Student","9","10","14.63","23.88","Paid","26.93","5.39","157","2","3.8","0.54","High data usage,Poor network performance","1"
"318","Business","9","10","13.76","58.44","Paid","93.48","18.7","154","2","4.5","0.52","High data usage,Poor network performance","0"
"319","Student","1","2","1.52","20.51","Pending","27.16","5.43","90","3","1","0.79","Low satisfaction score,Low feedback ratings","1"
"320","Business","7","100","124.88","96.84","Paid","28.52","5.7","65","0","0","0.5","High data usage","1"
"321","Family","8","100","69.97","73.3","Overdue","28.61","5.72","61","0","0","0.53","Payment issues","0"
"322","Business","2","100","145.58","99.85","Paid","112.18","22.44","133","3","1","0.78","Low satisfaction score,High data usage,Poor network performance,Low feedback ratings","0"
"323","Standard","3","50","39.01","42.5","Paid","14.87","2.97","118","5","0.1","0.91","Low satisfaction score,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"324","Standard","2","100","101.82","67.42","Paid","70.67","14.13","107","3","0.7","0.69","Low satisfaction score,High data usage,Poor network performance,Low feedback ratings","0"
"325","Premium","10","10","8.66","39.99","Paid","81.22","16.24","112","2","5.1","0.38","Poor network performance","0"
"326","Premium","6","20","27.13","42.26","Pending","87.32","17.46","12","4","2.3","0.61","High data usage,Frequent service interactions,Low feedback ratings","0"
"327","Premium","9","10","10.62","40.54","Paid","73.45","14.69","75","1","3.9","0.3","High data usage","0"
"328","Premium","6","20","12.42","48.31","Late","32.73","6.55","176","3","2.7","0.65","Payment issues,Poor network performance,Low feedback ratings","0"
"329","Business","7","50","39.33","76.98","Paid","31.16","6.23","96","5","3.1","0.37","Frequent service interactions,Competitor offers","0"
"330","Family","6","10","11.53","26.05","Paid","45.59","9.12","123","0","0","0.55","High data usage,Poor network performance","0"
"331","Standard","7","5","3.42","20.35","Pending","69.58","13.92","200","0","0","0.49","Poor network performance,Competitor offers","1"
"332","Business","8","50","27.69","79.06","Paid","102.75","20.55","168","4","3.6","0.47","Poor network performance,Frequent service interactions","1"
"333","Family","9","5","2.64","23.24","Overdue","39.27","7.85","131","5","4.9","0.72","Payment issues,Poor network performance,Frequent service interactions","1"
"334","Student","1","50","47.83","47.24","Overdue","43.84","8.77","146","3","1","0.87","Low satisfaction score,Payment issues,Poor network performance,Low feedback ratings","1"
"335","Standard","5","5","4.02","20.25","Pending","86.32","17.26","98","5","1","0.74","Frequent service interactions,Low feedback ratings","0"
"336","Business","7","10","10.97","58.26","Paid","34.11","6.82","121","2","3.4","0.64","High data usage,Poor network performance","0"
"337","Business","7","100","73.96","105.29","Overdue","99.66","19.93","82","5","3.6","0.83","Payment issues,Frequent service interactions,Competitor offers","1"
"338","Premium","4","20","22.35","42.95","Paid","27.06","5.41","22","0","0","0.49","Low satisfaction score,High data usage","1"
"339","Family","8","100","50.82","64.26","Paid","29.55","5.91","117","4","5","0.54","Poor network performance,Frequent service interactions","1"
"340","Family","1","10","12.76","22.86","Paid","27.3","5.46","74","0","0","0.42","Low satisfaction score,High data usage","0"
"341","Family","7","20","14.94","32.97","Paid","76.18","15.24","34","2","2.9","0.3","Low feedback ratings","0"
"342","Business","9","50","31.11","74.72","Paid","43.1","8.62","180","1","3.5","0.3","Poor network performance","0"
"343","Student","1","5","2.54","20.44","Pending","46.38","9.28","105","0","0","0.73","Low satisfaction score,Poor network performance","1"
"344","Premium","1","10","11.45","41.61","Pending","22.81","4.56","152","0","0","0.72","Low satisfaction score,High data usage,Poor network performance","0"
"345","Family","1","100","87.78","73.14","Paid","13.55","2.71","190","3","1.1","0.75","Low satisfaction score,Poor network performance,Low feedback ratings","1"
"346","Premium","9","50","70.72","60.65","Paid","26.08","5.22","77","4","3","0.4","High data usage,Frequent service interactions,Competitor offers","0"
"347","Business","10","10","12.76","52.13","Pending","80.44","16.09","109","4","5.5","0.63","High data usage,Poor network performance,Frequent service interactions","1"
"348","Premium","2","50","57.94","54.53","Overdue","26.32","5.26","37","1","0.1","0.75","Low satisfaction score,Payment issues,High data usage,Low feedback ratings","1"
"349","Student","9","2","1.73","21.45","Paid","71.47","14.29","135","0","0","0.46","Poor network performance","0"
"350","Premium","10","20","26.44","47.65","Paid","75.92","15.18","197","3","4.2","0.47","High data usage,Poor network performance,Competitor offers","1"
"351","Family","9","20","13.79","30.16","Paid","66.28","13.26","55","5","3.8","0.42","Frequent service interactions","1"
"352","Standard","7","2","1.33","19.66","Paid","40.38","8.08","50","5","2.9","0.47","Frequent service interactions,Low feedback ratings","1"
"353","Premium","7","100","93.06","88.84","Paid","64.58","12.92","150","0","0","0.43","Poor network performance","1"
"354","Standard","1","100","53.47","66.98","Paid","22.16","4.43","87","2","0.4","0.59","Low satisfaction score,Low feedback ratings","1"
"355","Premium","10","50","53.53","60.86","Paid","53.84","10.77","77","5","4.5","0.39","High data usage,Frequent service interactions","1"
"356","Student","2","2","2.45","22.23","Paid","76.46","15.29","157","0","0","0.74","Low satisfaction score,High data usage,Poor network performance,Competitor offers","1"
"357","Student","7","2","2.84","20.3","Overdue","48.06","9.61","40","0","0","0.84","Payment issues,High data usage","1"
"358","Business","7","2","1.61","46.32","Paid","27","5.4","66","4","3.9","0.45","Frequent service interactions,Competitor offers","0"
"359","Standard","5","20","12.96","29.02","Paid","77.08","15.42","150","1","1.8","0.57","Poor network performance,Low feedback ratings","1"
"360","Standard","9","5","4.94","23.19","Paid","65.44","13.09","198","2","3.1","0.44","Poor network performance","0"
"361","Business","2","100","91.36","97.31","Paid","49.07","9.81","88","3","1.2","0.49","Low satisfaction score,Low feedback ratings,Competitor offers","0"
"362","Business","4","5","5.93","48.89","Pending","21.66","4.33","72","0","0","0.64","Low satisfaction score,High data usage","0"
"363","Business","6","100","130.43","96.1","Paid","48.72","9.74","64","5","3.5","0.6","High data usage,Frequent service interactions","1"
"364","Business","7","50","70.3","75.4","Paid","16.34","3.27","188","1","2.9","0.6","High data usage,Poor network performance,Low feedback ratings","0"
"365","Premium","2","10","13.67","41.2","Paid","57.23","11.45","35","0","0","0.46","Low satisfaction score,High data usage,Competitor offers","0"
"366","Family","9","20","21.21","31.27","Paid","93","18.6","88","4","4.5","0.5","High data usage,Frequent service interactions","1"
"367","Premium","6","10","13.12","41.01","Overdue","112.17","22.43","17","0","0","0.61","Payment issues,High data usage","0"
"368","Standard","3","2","2.46","21.09","Paid","88.54","17.71","185","2","1.1","0.66","Low satisfaction score,High data usage,Poor network performance,Low feedback ratings","1"
"369","Standard","9","5","3.53","20.87","Paid","82.01","16.4","45","5","4.8","0.55","Frequent service interactions","1"
"370","Student","2","2","2.11","22.88","Paid","37.19","7.44","196","3","1.8","0.78","Low satisfaction score,High data usage,Poor network performance,Low feedback ratings","1"
"371","Premium","3","2","1.26","32.59","Late","77.43","15.49","166","2","0.5","0.6","Low satisfaction score,Payment issues,Poor network performance,Low feedback ratings","1"
"372","Family","9","50","48.44","46.35","Paid","44.87","8.97","131","2","3.5","0.49","Poor network performance","0"
"373","Standard","4","100","117.13","65.84","Paid","25.94","5.19","122","0","0","0.58","Low satisfaction score,High data usage,Poor network performance","1"
"374","Family","7","20","25.52","30.65","Pending","74.82","14.96","110","5","3.2","0.81","High data usage,Poor network performance,Frequent service interactions","1"
"375","Student","1","20","26.54","27.25","Late","46.41","9.28","198","4","1","0.86","Low satisfaction score,Payment issues,High data usage,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"376","Standard","5","10","9.61","24.61","Paid","14.91","2.98","142","0","0","0.68","Poor network performance,Competitor offers","1"
"377","Student","2","50","71.89","46.77","Paid","39.44","7.89","55","2","1.8","0.63","Low satisfaction score,High data usage,Low feedback ratings","1"
"378","Family","2","2","1.23","20.79","Paid","57.14","11.43","108","0","0","0.5","Low satisfaction score,Poor network performance,Competitor offers","0"
"379","Student","7","5","7.06","22.79","Paid","22.58","4.52","55","0","0","0.47","High data usage","1"
"380","Standard","5","100","68.07","75.58","Late","10.32","2.06","74","4","2.7","0.77","Payment issues,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"381","Family","4","50","57.97","44.58","Paid","64.11","12.82","11","5","1.6","0.65","Low satisfaction score,High data usage,Frequent service interactions,Low feedback ratings","0"
"382","Family","3","2","2.31","19.05","Overdue","70.03","14.01","164","1","0.1","0.83","Low satisfaction score,Payment issues,High data usage,Poor network performance,Low feedback ratings","1"
"383","Student","8","50","33.87","44.6","Paid","68.3","13.66","86","4","4.6","0.58","Frequent service interactions,Competitor offers","0"
"384","Standard","3","2","2.39","20.05","Paid","57.22","11.44","188","1","0.2","0.7","Low satisfaction score,High data usage,Poor network performance,Low feedback ratings","0"
"385","Standard","10","100","78.72","71.52","Paid","57.29","11.46","169","2","5.2","0.51","Poor network performance","0"
"386","Family","10","5","6.04","24.66","Paid","12.16","2.43","170","0","0","0.51","High data usage,Poor network performance","0"
"387","Standard","7","2","1.67","21.25","Paid","11.02","2.2","61","3","3.6","0.6","Poor network performance","1"
"388","Business","2","100","83.33","97.92","Paid","120.48","24.1","59","3","1.8","0.49","Low satisfaction score,Low feedback ratings,Competitor offers","1"
"389","Family","8","5","5.64","24.26","Paid","40.16","8.03","115","0","0","0.46","High data usage,Poor network performance","1"
"390","Premium","10","2","1.42","37.34","Pending","99.46","19.89","48","1","4.7","0.32","Competitor offers","0"
"391","Student","7","50","30.84","47.54","Paid","79.61","15.92","79","4","3.8","0.6","Frequent service interactions","1"
"392","Student","5","2","1.75","19.06","Paid","15.62","3.12","133","0","0","0.67","Poor network performance","1"
"393","Student","4","5","6.35","20.69","Late","56.33","11.27","62","0","0","0.81","Low satisfaction score,Payment issues,High data usage","1"
"394","Business","5","2","2.37","51.96","Paid","52.74","10.55","143","0","0","0.45","High data usage,Poor network performance","0"
"395","Family","6","5","3.46","21.49","Paid","49.7","9.94","40","2","2.5","0.38","Low feedback ratings","1"
"396","Family","9","10","10.49","23.86","Overdue","82.36","16.47","156","1","3.6","0.78","Payment issues,High data usage,Poor network performance,Competitor offers","0"
"397","Business","8","100","55.05","97.67","Paid","54.84","10.97","161","4","4.2","0.57","Poor network performance,Frequent service interactions","1"
"398","Student","1","50","31.59","47.82","Overdue","43.63","8.73","185","4","0.9","0.88","Low satisfaction score,Payment issues,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"399","Premium","7","5","6","38.74","Pending","101.58","20.32","17","1","2.7","0.4","High data usage,Low feedback ratings","1"
"400","Student","10","50","30.15","47.86","Pending","35.19","7.04","87","4","5.2","0.52","Frequent service interactions,Competitor offers","1"
"401","Standard","7","2","1.68","22.32","Paid","80.59","16.12","121","3","3.1","0.58","Poor network performance,Competitor offers","1"
"402","Student","8","50","54.8","43.43","Paid","39.68","7.94","113","1","4.4","0.68","High data usage,Poor network performance","1"
"403","Business","2","5","6.59","56.57","Overdue","67.26","13.45","47","4","1.1","0.95","Low satisfaction score,Payment issues,High data usage,Frequent service interactions,Low feedback ratings,Competitor offers","1"
"404","Premium","7","100","80.46","92.54","Paid","108.6","21.72","32","5","4","0.32","Frequent service interactions","0"
"405","Premium","9","2","2.41","38.31","Paid","110.24","22.05","70","5","3.8","0.43","High data usage,Frequent service interactions","1"
"406","Student","2","5","4.87","21.1","Paid","88.73","17.75","49","2","0.3","0.47","Low satisfaction score,Low feedback ratings","1"
"407","Standard","7","5","2.92","23.14","Paid","51.04","10.21","188","4","3.2","0.56","Poor network performance,Frequent service interactions","1"
"408","Standard","6","5","3.43","22.97","Paid","86.21","17.24","70","0","0","0.47","None","1"
"409","Business","1","50","49.16","73.03","Paid","98.88","19.78","196","0","0","0.63","Low satisfaction score,Poor network performance","0"
"410","Standard","9","2","2.05","21.46","Paid","66.76","13.35","179","0","0","0.55","High data usage,Poor network performance","1"
"411","Premium","10","10","10.35","36.09","Paid","107.31","21.46","94","3","4.6","0.45","High data usage","1"
"412","Student","5","100","97.32","65.37","Paid","93.45","18.69","169","4","1.2","0.74","Poor network performance,Frequent service interactions,Low feedback ratings","1"
"413","Family","10","10","7.75","23.78","Pending","64.34","12.87","161","0","0","0.39","Poor network performance,Competitor offers","0"
"414","Family","8","5","6.5","24.13","Paid","17.6","3.52","47","2","4.7","0.55","High data usage,Poor network performance","0"
"415","Standard","3","5","5.39","24.04","Paid","33.8","6.76","39","4","0.8","0.71","Low satisfaction score,High data usage,Frequent service interactions,Low feedback ratings","1"
"416","Student","3","100","120.56","69.64","Paid","62.14","12.43","124","3","1.9","0.69","Low satisfaction score,High data usage,Poor network performance,Low feedback ratings","1"
"417","Premium","9","100","135.84","82.19","Paid","22.54","4.51","110","2","4.5","0.4","High data usage,Poor network performance","0"
"418","Family","6","50","25.53","40.58","Paid","47.01","9.4","144","4","2.7","0.47","Poor network performance,Frequent service interactions,Low feedback ratings,Competitor offers","0"
"419","Student","2","50","57.83","48.02","Late","61.52","12.3","40","5","0.3","1","Low satisfaction score,Payment issues,High data usage,Frequent service interactions,Low feedback ratings","1"
"420","Family","2","100","68.43","67.12","Paid","16.81","3.36","126","0","0","0.62","Low satisfaction score,Poor network performance","1"
"421","Premium","5","2","1.55","32.85","Paid","107.36","21.47","77","1","2","0.33","Low feedback ratings,Competitor offers","0"
"422","Standard","2","5","5.2","22.19","Paid","19.56","3.91","123","0","0","0.72","Low satisfaction score,High data usage,Poor network performance","1"
"423","Premium","8","20","12.98","46.26","Overdue","75.39","15.08","189","4","4.1","0.83","Payment issues,Poor network performance,Frequent service interactions","1"
"424","Standard","7","100","128.09","74","Paid","10.3","2.06","186","0","0","0.72","High data usage,Poor network performance","1"
"425","Premium","8","10","9.01","41.06","Late","21.07","4.21","97","4","4.5","0.48","Payment issues,Frequent service interactions","1"
"426","Standard","4","10","11.96","26.98","Paid","42.33","8.47","31","0","0","0.46","Low satisfaction score,High data usage,Competitor offers","1"
"427","Business","10","5","4.95","47.91","Paid","43.73","8.75","125","0","0","0.32","Poor network performance","1"
"428","Business","7","2","1.42","52.57","Paid","119.31","23.86","147","5","2.5","0.61","Poor network performance,Frequent service interactions,Low feedback ratings","1"
"429","Business","8","50","27.29","78.02","Paid","25.88","5.18","88","0","0","0.31","None","1"
"430","Business","2","2","1.99","54.05","Paid","92.94","18.59","198","3","0.2","0.61","Low satisfaction score,Poor network performance,Low feedback ratings","0"
"431","Family","1","50","33.67","41.07","Paid","78.18","15.64","53","5","0.3","0.57","Low satisfaction score,Frequent service interactions,Low feedback ratings,Competitor offers","1"
"432","Student","7","2","2.76","19.24","Paid","85.14","17.03","161","0","0","0.67","High data usage,Poor network performance","1"
"433","Family","4","5","5.7","22.6","Paid","94.43","18.89","166","5","1.4","0.78","Low satisfaction score,High data usage,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"434","Premium","7","2","2.12","33.78","Late","116.09","23.22","148","4","3.5","0.72","Payment issues,High data usage,Poor network performance,Frequent service interactions,Competitor offers","1"
"435","Family","8","20","13.53","31.02","Paid","68.04","13.61","82","3","3.7","0.4","Competitor offers","0"
"436","Business","9","5","3.29","47.56","Paid","17.53","3.51","123","3","3.8","0.69","Poor network performance","0"
"437","Business","6","5","2.99","55","Overdue","46.7","9.34","130","1","3.8","0.85","Payment issues,Poor network performance","1"
